"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"CAMTA2","Camta2",21.005754,20.975722,20.041979,3854,863,1509,20.674485,139.521108,161.050061,146.962503,1194,1528,1564,29.9221106666667,0.700938083872929
"CAND1","Cand1",57.637469,43.955117,62.969277,8661,2111,3421,54.8539543333333,39.842304,38.797017,35.676049,2763,3534,3359,51.5723136666667,1.06242146175026
"CAND2","Cand2",0.679985,0.609144,0.561559,161,35,53,0.616896,6.77578,7.16571,5.986417,334,517,463,3.659358,0.347021199057896
"CANT1","Cant1",18.452794,17.597282,15.724852,2252,540,791,17.2583093333333,23.052531,21.682751,16.35645,549,718,680,18.4309283333333,0.939651931195258
"CANX","Canx",245.131842,171.599469,191.725392,15201,3673,5512,202.818901,379.43194,307.12197,304.476491,7995,8762,8544,0.108672,183.840577736247
"CAP1","Cap1",115.134484,127.620092,111.767769,10944,2532,4185,118.174115,257.914739,252.214363,235.545741,3056,4158,4440,21.3858113333333,5.32364510829881
"CAP2","Cap2",3.465878,3.770696,2.966621,299,74,123,3.401065,12.143482,15.253136,12.732848,404,704,644,6.50630033333333,0.586316135054726
"CAPG","Capg",20.577936,28.007372,24.087233,597,180,240,24.2241803333333,2.130043,1.811289,1.652725,13,14,14,13.0641086666667,1.79351432296006
"CAPN1","Capn1",168.289411,216.368476,159.068399,8113,1886,3036,181.242095333333,121.851792,142.869381,134.378072,2523,3865,3599,133.700584333333,1.35294212890979
"CAPN10","Capn10",31.455661,20.166123,22.945403,1243,242,417,24.855729,15.643943,19.672964,15.030038,322,496,451,8.111886,2.83758258169604
"CAPN11","Capn11",0.650297,0.582287,0.386507,69,9,16,0.539697,0.023179,0.052921,0.01606,1,2,1,3.19662766666667,0.366889112472292
"CAPN12","Capn12",0.010011,0.668719,0.467122,1,3,3,0.381950666666667,1.12877,0.447978,1.6233,20,7,21,2.53820733333333,0.390579334808154
"CAPN13","Capn13",0.019996,0,0,1,0,0,0.00666533333333333,0.454904,0.096935,0.326694,5,5,11,7.97862,0.112118046351592
"CAPN15","Capn15",6.498492,5.868688,7.351704,1191,259,444,6.57296133333333,23.177578,31.850754,24.12333,250,484,400,0.873990666666667,4.04108807372217
"CAPN2","Capn2",115.147676,119.444874,112.42339,11264,2689,4421,115.67198,69.522276,64.690623,64.311081,2002,2511,2662,0.05745,110.333330181096
"CAPN3","Capn3",0.147749,0.081456,0.205246,7,2,3,0.144817,1.887527,1.356072,1.99393,40,36,48,4.09298366666667,0.224783167378441
"CAPN5","Capn5",50.295221,43.850201,49.658244,8972,1840,3306,47.9345553333333,30.007398,41.444493,32.513329,1653,3075,2696,29.9378806666667,1.58170353879659
"CAPN6","Capn6",0.380201,0.555683,0.363215,57,20,21,0.433033,0.017822,0.026232,0.012296,1,2,1,0,1.433033
"CAPN7","Capn7",19.149031,17.905181,18.306965,2708,657,1084,18.4537256666667,17.476224,22.567749,17.73022,537,847,726,0.118186666666667,17.3975654035104
"CAPN8","Capn8",0.05009,0,0.051021,5,0,2,0.0337036666666667,0.441521,0.730372,0.702859,10,5,5,51.954793,0.0195204930112118
"CAPN9","Capn9",20.844893,22.17924,21.573835,310,67,107,21.532656,0.216781,0.044018,0.020737,4,2,1,414.791995333333,0.0541921351370316
"CAPNS1","Capns1",743.519154,724.530919,698.847868,18296,3834,6636,722.299313666667,439.956392,444.212726,453.503532,2717,3747,3992,0.165825666666667,620.418073085255
"CAPNS2","Capns2",0,0.120485,0.225023,0,1,3,0.115169333333333,0.079223,0,0,1,0,0,2.84216733333333,0.290244863532753
"CAPRIN1","Caprin1",144.693195,148.220182,147.562205,12940,3023,5092,146.825194,209.025685,211.66994,185.252957,4577,6664,6242,30.702454,4.66289436142704
"CAPRIN2","Caprin2",10.410499,12.663047,12.315309,1056,269,430,11.796285,44.915546,49.495045,42.387502,1531,2359,2133,0.578010333333333,8.10912623935078
"CAPS2","Caps2",0,0.057818,0.071176,0,1,2,0.042998,2.372886,0.698213,1.31232,43,23,36,0.574262,0.662531395663492
"CAPSL","Capsl",0.065088,0,0.082909,2,0,1,0.0493323333333333,0,0,0,0,0,0,11.9883216666667,0.0807904485478173
"CAPZA1","Capza1",62.896312,55.663221,73.40173,5157,1201,2025,63.9870876666667,129.814958,96.958565,95.437562,1625,2158,2007,32.4402236666667,1.9433807714464
"CAPZA2","Capza2",151.426837,158.78341,178.478502,7464,1790,3030,162.896249666667,435.591832,415.768999,370.633123,1287,1910,1655,58.1461763333333,2.77103711223846
"CAPZA3","Capza3",0.023344,0,0.059518,1,0,1,0.0276206666666667,0,0,0,0,0,0,0.129786,0.90957107511216
"CAPZB","Capzb",255.326127,271.880915,278.627643,8494,1895,3226,268.611561666667,157.938492,160.662576,155.430267,2253,3046,3260,7.09454566666667,33.3078066106819
"CARD10","Card10",4.706477,3.158302,2.96516,799,153,242,3.60997966666667,4.395004,4.18574,3.107855,96,156,155,2.720386,1.2391132712215
"CARD11","Card11",2.599887,2.493511,1.766412,400,90,121,2.28660333333333,0.367475,0,0.159905,26,0,1,75.663606,0.0428704505933798
"CARD14","Card14",1.509361,1.582841,1.220358,256,70,80,1.43752,1.366417,0.860695,0.818732,44,51,47,0.174055666666667,2.07615368606883
"CARD19","Card19",60.467309,49.088924,59.259969,1412,269,563,56.2720673333333,106.532526,91.622846,123.159863,476,650,806,0.293638666666667,44.2720744277897
"CARD9","Card9",0.988919,0.937502,1.960609,43,8,20,1.29567666666667,0.516302,0.360455,0.354994,32,32,35,0.168383,1.96483230812727
"CARF","Carf",5.450913,6.104408,6.12968,468,112,195,5.89500033333333,3.190872,2.937095,2.6765,205,259,205,23.7441023333333,0.278652271981794
"CARHSP1","Carhsp1",46.667945,41.720913,40.925769,5506,1195,1886,43.1048756666667,51.191785,54.724664,54.886402,940,1418,1398,0.525325666666667,28.9150550800408
"CARM1","Carm1",32.336335,31.497007,27.91426,2183,461,763,30.582534,45.396785,54.359038,48.861538,1236,1926,1902,0,31.582534
"CARMIL1","Carmil1",25.453186,28.829136,40.164355,616,116,197,31.4822256666667,4.989566,7.059098,6.286788,203,427,362,0.199877666666667,27.0712811556067
"CARMIL2","Carmil2",18.221608,14.864258,18.206847,1734,339,706,17.097571,21.954498,30.748097,39.965259,346,638,812,0.605868,11.2696504320405
"CARMIL3","Carmil3",47.556633,44.879968,44.496597,3760,888,1434,45.6443993333333,28.579384,33.523069,24.213028,1185,1725,1421,6.01656533333333,6.64775386779933
"CARNMT1","Carnmt1",5.114708,14.407151,11.328425,703,175,244,10.283428,3.357287,3.248291,3.13622,174,227,221,5.007904,1.87809725321843
"CARNS1","Carns1",10.217627,9.463791,8.594488,731,192,328,9.425302,1.085895,2.066664,1.144748,39,61,73,0.101817666666667,9.46191217966191
"CARS2","Cars2",10.904846,9.29158,10.31155,489,120,176,10.1693253333333,93.321605,151.202664,136.998424,369,578,557,4.45185933333333,2.04871854727482
"CARTPT","Cartpt",12.039537,8.120901,12.249503,345,60,142,10.8033136666667,115.864992,18.884138,18.655832,1113,249,257,5.22039733333333,1.89751763981636
"CASC3","Casc3",21.284451,24.015336,19.326314,2365,526,828,21.5420336666667,49.750298,48.667752,40.155998,1738,2512,2469,18.792767,1.13890259339013
"CASD1","Casd1",22.192718,20.522478,20.055197,1621,375,614,20.9234643333333,31.602508,37.934094,25.892444,1493,1904,1588,0.492963,14.684532927697
"CASK","Cask",37.455541,28.930631,43.614107,3232,791,1342,36.6667596666667,23.473799,13.855188,15.041635,1464,1521,1464,13.800468,2.54497085272349
"CASKIN1","Caskin1",42.796169,40.820459,42.638176,8043,1781,3078,42.0849346666667,180.337169,184.429395,183.803795,880,1174,1460,3.13750333333333,10.4132688714853
"CASKIN2","Caskin2",7.208325,8.158714,7.884521,1124,296,482,7.75052,7.297188,5.570867,3.591137,193,277,272,42.0617706666667,0.203208550520047
"CASP1","Casp1",7.972585,8.673248,9.172166,218,64,126,8.60599966666667,0,0,0,0,0,0,0.238188666666667,7.75810659980197
"CASP12","Casp12",6.50218,8.973598,6.82532,400,128,164,7.43369933333333,0,0,0,0,0,0,0.122502666666667,7.51330004264281
"CASP14","Casp14",0,0,0,0,0,0,0,0.132625,0,0.027932,2,0,2,90.547264,0.010923319346824
"CASP2","Casp2",4.11933,3.738387,7.113968,257,51,123,4.99056166666667,5.633823,6.260388,4.744052,371,554,431,1.97413866666667,2.01421733754624
"CASP3","Casp3",4.750925,5.83143,5.491846,460,114,192,5.358067,23.044008,18.879558,16.886992,630,864,807,39.9770216666667,0.15516176484764
"CASP4","Casp4",0.93465,2.707211,1.234434,44,11,17,1.62543166666667,0.40552,0.019121,0.027326,4,2,3,45.1762076666667,0.0568568056870095
"CASP6","Casp6",3.247134,2.121742,3.274841,107,24,45,2.881239,4.949627,2.728443,1.700443,36,41,22,0,3.881239
"CASP7","Casp7",1.47078,2.013237,1.086494,86,24,19,1.52350366666667,0.532004,0.078434,0.073493,16,1,2,0.235643333333333,2.04225895822149
"CASP8","Casp8",0.686003,0.875023,0.708787,52,16,18,0.756604333333333,4.166531,0.993986,0.593993,15,30,17,0.16607,1.50643128914502
"CASP8AP2","Casp8ap2",3.43765,1.867225,6.541673,573,126,268,3.94884933333333,2.432846,1.692523,2.072314,179,214,222,4.52852633333333,0.895148007796412
"CASP9","Casp9",17.004446,15.680408,17.414716,1961,462,780,16.6998566666667,9.765525,9.64988,9.402695,242,384,377,11.3053663333333,1.43838518799075
"CASQ1","Casq1",0.951762,1.477467,4.15427,33,10,76,2.19449966666667,1.662796,1.11476,1.083507,22,20,29,112.946107,0.0280351804091619
"CASQ2","Casq2",0.944549,2.043466,0.544726,58,10,12,1.17758033333333,5.474257,0,0,1,0,0,2.814929,0.570804943770469
"CASR","Casr",0.805437,0.601279,1.250458,152,24,47,0.885724666666667,0.088155,0.040109,0.159905,15,9,13,22.0425133333333,0.0818367614412432
"CASS4","Cass4",0.053661,0.054264,0.03307,8,2,2,0.0469983333333333,0.223902,0.327581,0.262023,10,20,17,0.298985666666667,0.806012229542179
"CAST","Cast",165.365126,156.402022,196.007636,7869,1813,3119,172.591594666667,68.598127,40.142968,49.258078,1502,1497,1830,21.449917,7.73239360602833
"CASTOR1","Castor1",1.84591,1.636188,1.655462,112,24,39,1.71252,5.306335,2.925832,3.98904,24,35,53,46.505097,0.0570995571275226
"CASTOR3","Castor2",12.097454,8.560382,8.950086,2954,665,1022,9.86930733333333,97.284685,85.227608,76.114185,1674,2440,2135,8.33116233333333,1.16483959286673
"CASZ1","Casz1",16.266624,13.749925,14.212106,3516,788,1389,14.742885,2.507,1.556398,1.997421,47,69,67,0.023925,15.3750372341724
"CAT","Cat",64.663487,74.045969,65.872027,5635,1445,2297,68.1938276666667,15.08357,16.74808,16.614454,171,246,196,7.79298766666667,7.8692055862848
"CATIP","Catip",0.350585,0.245219,0.201354,20,5,6,0.265719333333333,0.209695,0.020976,0.092827,4,1,3,12.2559923333333,0.0954828051726141
"CATSPER1","Catsper1",0,0,0,0,0,0,0,0.024316,0.088211,0,1,1,0,109.9079,0.00901649025903475
"CATSPER2","Catsper2",2.022633,1.677627,1.638704,120,19,39,1.77965466666667,22.953911,10.173131,6.198988,213,205,192,5.94308066666667,0.400348894117222
"CATSPER3","Catsper3",0.145254,0.086686,0.374491,7,1,7,0.202143666666667,0.242283,0.240996,0.455669,5,6,13,11.61063,0.0953278041356115
"CATSPER4","Catsper4",0.058535,0,0,1,0,0,0.0195116666666667,0.135657,0.052975,0.031357,3,2,1,2.30822133333333,0.308175168449028
"CATSPERB","Catsperb",0.074816,0,0.064665,6,0,2,0.0464936666666667,1.11897,0.12289,0.200178,12,3,7,49.451368,0.0207426222152523
"CATSPERD","Catsperd",0.573974,0.630234,0.868029,47,8,24,0.690745666666667,0,0,0,0,0,0,6.93872466666667,0.212974468527145
"CATSPERG","Catsperg2",0,0.033967,0,0,0,0,0.0113223333333333,8.801064,8.686641,6.476481,157,232,226,6.27499666666667,0.139013442846938
"CATSPERZ","Catsperz",14.179305,11.266345,20.822407,228,53,126,15.4226856666667,2.596918,4.9579,2.932269,20,44,28,21.70515,0.723302231725695
"CAV1","Cav1",49.328421,63.642207,51.436645,2139,537,883,54.8024243333333,2.997032,0.127022,0.805938,93,7,11,5.51444333333333,8.56595436908654
"CAV2","Cav2",27.223002,25.835817,32.574371,2184,571,892,28.5443966666667,5.144571,4.458116,4.885223,184,180,207,1.98498733333333,9.8976623239719
"CAV3","Cav3",0.024077,0,0.062072,1,0,1,0.0287163333333333,0,0,0,0,0,0,0.383777,0.743411932221256
"CAVIN1","Cavin1",10.811253,12.482457,11.30598,1564,438,628,11.53323,4.639012,0.190576,0.462244,265,15,39,4.02195166666667,2.49568909298543
"CAVIN2","Cavin2",3.140212,3.441326,3.073621,381,104,145,3.21838633333333,0.022184,0.032807,0,1,2,0,5.04422233333333,0.697920443804544
"CAVIN3","Cavin3",8.225858,8.224943,8.411722,487,116,212,8.28750766666667,0.856969,0.196133,0.249491,10,2,5,19.4468303333333,0.454227257489673
"CAVIN4","Cavin4",0.186548,0.153101,0.444942,15,3,14,0.261530333333333,2.541647,3.792965,2.418505,124,251,169,6.67817433333333,0.16430081925291
"CBARP","Cbarp",138.974223,94.622158,105.951137,4158,810,1453,113.182506,18.017629,21.282785,16.764511,333,538,788,7.48467966666667,13.4574916774505
"CBFA2T2","Cbfa2t2",9.201529,4.972385,10.339671,809,199,322,8.171195,10.218654,9.234917,7.524864,982,1130,1106,7.52249466666667,1.07611624984296
"CBFA2T3","Cbfa2t3",1.918724,2.810016,2.029235,194,42,73,2.25265833333333,12.313006,13.155529,11.957808,371,721,784,49.8945546666667,0.0639097513405232
"CBFB","Cbfb",97.509247,112.900012,122.009533,7746,2098,3172,110.806264,22.163375,24.198415,29.237488,566,872,849,5.68550066666667,16.7236934935115
"CBL","Cbl",120.34091,62.954082,132.920109,5415,1171,2173,105.405033666667,6.252108,4.953612,5.001203,1158,1253,1350,3.43067,24.0155628080328
"CBLB","Cblb",6.658297,6.837558,5.882034,1749,436,597,6.45929633333333,8.734033,10.351131,7.037789,341,764,571,1.05941933333333,3.62203860699893
"CBLC","Cblc",0.37279,0.36503,0.455915,6,1,2,0.397911666666667,0.515439,0.545062,0.362227,9,16,11,1.21956566666667,0.629813160142292
"CBLIF","Cblif",0.052123,0.071417,0,3,1,0,0.04118,0.200196,0.058689,0.063536,2,1,2,30.7531066666667,0.0327898624512541
"CBLL1","Cbll1",4.198194,3.913442,4.462793,600,140,260,4.19147633333333,9.731404,12.083641,8.636993,429,664,574,6.82732066666667,0.663250753919115
"CBLN1","Cbln1",2.378687,2.435711,2.055363,164,42,59,2.28992033333333,29.805105,2.067723,2.619561,727,46,81,1.35252466666667,1.39846369304806
"CBLN2","Cbln2",12.992541,11.982115,13.787057,1129,265,484,12.920571,0.612968,0.296499,0.019142,8,7,1,0.927721666666667,7.22125566190832
"CBLN3","Cbln3",0.085594,0.079468,0.148521,18,4,12,0.104527666666667,0.938831,0.443732,0.538365,30,19,28,90.4132713333333,0.012082793346702
"CBLN4","Cbln4",0.145217,0.207785,0.106198,17,6,5,0.153066666666667,0,0,0,0,0,0,1.42281433333333,0.475920358734326
"CBR1","Cbr1",41.186645,36.847727,46.281965,1448,305,585,41.438779,16.404237,10.95112,17.340518,278,259,421,1.22335066666667,19.087757786596
"CBR3","Cbr3",5.771846,4.593187,5.184947,227,45,81,5.18332666666667,0.405532,0.05898,0.053134,5,1,1,14.4102833333333,0.401246786507278
"CBR4","Cbr4",11.853263,16.719691,15.197109,484,125,213,14.590021,9.751167,8.913361,7.343365,379,489,416,0.559081,9.99949393264365
"CBSL","Cbs",0.398525,0.304563,4.065179,23,4,9,1.58942233333333,13.251556,14.184142,3.731718,78,115,32,0.0332836666666667,2.50601303094891
"CBWD1","Cbwd1",11.131166,13.249184,12.569911,546,159,230,12.3167536666667,58.386112,51.813705,44.281827,847,1159,1046,47.0137783333333,0.277352754332637
"CBX1","Cbx1",10.636156,12.153277,9.551179,882,253,324,10.780204,84.182702,85.923971,74.373105,1946,2882,2631,0.522820666666667,7.73577891202772
"CBX2","Cbx2",1.415981,1.350882,1.547608,210,47,89,1.438157,2.102406,1.801468,1.537224,94,146,105,63.6547133333333,0.0377104293608087
"CBX3","Cbx3",38.548979,46.310895,38.236794,2380,634,955,41.0322226666667,128.497355,122.015268,104.707963,2960,3868,3420,1.14827266666667,19.5655902152706
"CBX4","Cbx4",5.577789,5.111874,6.609665,679,152,323,5.76644266666667,9.724747,10.940767,9.806447,248,423,477,5.857473,0.986725382173093
"CBX5","Cbx5",20.598631,24.261614,17.410121,5091,1292,1970,20.7567886666667,26.894687,21.650951,17.587229,4774,5361,4651,39.0609446666667,0.543092252259586
"CBX6","Cbx6",47.516656,48.017004,55.103231,9085,2284,3520,50.212297,19.242251,16.23287,15.254745,1808,2117,2153,18.06603,2.68604932437429
"CBX7","Cbx7",12.254061,9.565482,11.374096,1350,270,533,11.0645463333333,2.074717,1.527409,1.704548,104,100,134,15.2715436666667,0.741450631881249
"CBX8","Cbx8",4.06141,3.151188,4.205489,213,51,78,3.806029,3.027309,3.765686,1.766683,148,206,157,24.8715843333333,0.185764773354365
"CBY1","Cby1",18.156716,23.676123,16.844018,670,170,244,19.5589523333333,22.772855,18.322403,18.756903,230,274,308,5.04004866666667,3.40377262964658
"CC2D1A","Cc2d1a",9.734146,17.142381,6.91631,1184,270,393,11.264279,42.527598,46.532755,32.307873,1009,1480,1299,3.68623333333333,2.61708671498787
"CC2D1B","Cc2d1b",130.628645,112.927553,141.565868,2552,612,988,128.374022,203.206761,110.01318,160.213433,506,676,580,0.255308,103.061576919768
"CC2D2A","Cc2d2a",2.070074,2.546161,2.193937,432,130,178,2.27005733333333,13.440897,13.244529,9.231564,305,335,302,233.187945,0.0139633888214585
"CCAR1","Ccar1",21.178704,19.876871,18.718404,1992,487,794,19.9246596666667,72.085696,69.933935,55.765914,1112,1536,1208,0.00869966666666667,20.74419211004
"CCAR2","Ccar2",10.169586,10.707554,10.441143,1574,400,636,10.4394276666667,115.413122,119.693174,83.642353,1272,1944,1566,0,11.4394276666667
"CCBE1","Ccbe1",0.191425,0.197288,0.313847,30,11,27,0.234186666666667,0.203293,0.257727,0.101058,20,19,14,46.099905,0.026203591422672
"CCDC102A","Ccdc102a",2.856699,3.939844,2.765804,198,53,76,3.187449,0.273034,0.022815,0.187469,5,1,7,19.7927026666667,0.201390317898068
"CCDC103","Ccdc103",0.852486,0.60359,0.437118,48,9,11,0.631064666666667,0.618681,1.143537,0.428369,7,14,7,26.6581346666667,0.0589723307925177
"CCDC105","Ccdc105",0.145566,0.130737,0.151199,9,2,4,0.142500666666667,0,0,0.02579,0,0,1,0,1.14250066666667
"CCDC106","Ccdc106",10.866985,18.56313,6.290301,132,32,46,11.9068053333333,20.810979,21.79507,22.932934,301,451,563,1.675577,4.82393342943721
"CCDC107","Ccdc107",20.392541,18.360248,19.167105,507,112,196,19.3066313333333,9.337507,11.344663,12.431131,129,203,246,142.437582333333,0.141571204721946
"CCDC110","Ccdc110",0,0,0,0,0,0,0,0.539967,0.437111,0.798019,14,10,23,0,1
"CCDC112","Ccdc112",4.012879,6.466674,4.964975,239,65,120,5.148176,36.932936,42.50725,33.494519,644,1073,871,4.426911,1.1329052567842
"CCDC113","Ccdc113",0.194132,0,0,9,0,0,0.0647106666666667,5.030072,3.524195,4.740115,254,261,347,0,1.06471066666667
"CCDC115","Ccdc115",11.94735,10.937823,11.211954,791,177,295,11.365709,18.569905,21.769847,19.8635,456,755,730,13.857204,0.83230391128775
"CCDC116","Ccdc116",0.374059,0.343876,0.312172,25,8,13,0.343369,0.447462,0.092436,0.094447,5,4,4,5.612124,0.203167544952273
"CCDC117","Ccdc117",4.698827,4.327058,4.603564,636,143,249,4.54314966666667,5.414243,6.267674,4.579831,274,425,339,1.53089566666667,2.19019287901635
"CCDC12","Ccdc12",29.484729,26.751076,36.304597,503,110,206,30.8468006666667,14.082216,18.087426,15.477071,123,228,223,14.1911583333333,2.09640370851685
"CCDC120","Ccdc120",28.269967,28.724873,25.485935,301,51,115,27.4935916666667,6.171752,5.792616,4.417319,242,354,347,36.158942,0.766803093227645
"CCDC122","Ccdc122",4.400509,3.857964,3.185609,189,44,57,3.814694,5.358451,2.708469,6.645683,65,95,80,152.464835,0.0313732719290383
"CCDC124","Ccdc124",33.237662,29.972635,34.550996,1637,354,663,32.5870976666667,40.292837,39.330036,42.262431,432,646,757,44.9865916666667,0.73036718855188
"CCDC125","Ccdc125",0.905314,1.194999,0.894731,87,28,33,0.998348,7.040026,7.327461,6.98438,376,550,570,15.7717213333333,0.119149845163975
"CCDC126","Ccdc126",7.144637,7.182743,7.547836,637,161,263,7.29173866666667,6.397439,5.842241,5.749596,136,157,140,0.126672333333333,7.3594943457385
"CCDC127","Ccdc127",44.880481,46.185051,38.741242,3127,724,1146,43.2689246666667,11.443555,9.535724,7.006289,715,813,744,706.599272333333,0.0625621398969057
"CCDC13","Ccdc13",3.680284,3.965515,3.117142,115,32,45,3.587647,1.33228,2.086023,1.003253,12,25,17,0.041197,4.40612775488212
"CCDC130","Ccdc130",16.501807,14.056302,12.886905,303,53,109,14.4816713333333,17.787594,16.114819,13.398308,257,339,298,68.408792,0.223050580297282
"CCDC134","Ccdc134",5.362888,4.583837,6.733828,320,77,142,5.56018433333333,2.650406,2.567793,1.139452,27,36,16,0.0928223333333333,6.0029742559556
"CCDC136","Ccdc136",76.14189,69.619696,81.154108,3086,709,1193,75.6385646666667,99.070661,98.518774,75.640006,1435,2187,1899,15.27593,4.70870571860819
"CCDC137","Ccdc137",14.787531,13.013252,14.114204,1148,266,406,13.9716623333333,10.744674,18.703351,15.635893,163,197,216,35.3732476666667,0.411611920676903
"CCDC138","Ccdc138",3.324745,2.956499,3.382756,334,74,134,3.22133333333333,2.817903,2.842621,1.420549,65,107,81,2.17364133333333,1.33012300066674
"CCDC14","Ccdc14",0.817076,1.033052,0.870977,135,42,56,0.907035,23.715546,23.095856,21.676613,709,910,775,17.46939,0.103253816179094
"CCDC142","Ccdc142",0.678501,0.181199,0.169778,13,0,6,0.343159333333333,4.982024,3.386886,2.558994,128,153,126,201.405741666667,0.00663597446531593
"CCDC148","Ccdc148",1.389084,1.770226,1.539715,230,71,98,1.56634166666667,1.946993,0.870435,1.210593,46,27,44,0,2.56634166666667
"CCDC15","Ccdc15",0.597426,0.50382,0.465985,75,14,23,0.522410333333333,0.229933,0.453707,0.572838,11,18,16,2.17290966666667,0.479815214825425
"CCDC150","Ccdc150",0.139564,0.196677,0.340573,8,3,7,0.225604666666667,1.35826,0.732457,0.635424,14,10,12,228.517714666667,0.00533991316725438
"CCDC153","Ccdc153",0.058768,0.481745,0,1,2,0,0.180171,0.308984,0.495357,0.539996,5,11,8,14.2467846666667,0.0774045823956675
"CCDC154","Ccdc154",0.01258,0.051963,0,1,1,0,0.0215143333333333,1.022913,1.404873,1.264099,17,33,30,13.5676553333333,0.0701220827895297
"CCDC157","Ccdc157",7.745275,8.336529,10.895954,1345,329,524,8.992586,4.079466,7.066336,5.540505,115,239,238,504.246370666667,0.0197776502319352
"CCDC158","Ccdc158",0.2648,0.145975,0.312348,37,5,11,0.241041,0.224991,0.086901,0.195139,11,5,15,88.3262396666667,0.0138933532255597
"CCDC159","Ccdc159",5.638078,5.690362,6.231168,284,73,119,5.85320266666667,6.70286,5.648336,4.663554,42,47,41,5.64372666666667,1.03152989436652
"CCDC160","Ccdc160",3.315311,2.651712,3.187867,188,37,71,3.05163,2.392049,2.813643,2.719977,52,80,87,0.771670333333333,2.28689837142388
"CCDC162P","Ccdc162",1.879207,2.343998,2.206148,133,26,45,2.14311766666667,0.800792,0.833711,0.567382,21,13,13,0.167275666666667,2.69269527021181
"CCDC167","Ccdc167",6.486068,2.016214,3.35338,313,83,157,3.95188733333333,33.413118,27.435912,31.190519,191,213,256,1.49255166666667,1.98667389709742
"CCDC169","Ccdc169",0.063322,0.515007,0.046437,7,3,2,0.208255333333333,7.945668,8.388065,7.709158,184,239,247,12.7411063333333,0.0879299893344347
"CCDC17","Ccdc17",0.963989,1.750557,0.935746,36,14,14,1.216764,0.295291,0.644042,0.055496,9,10,3,73.812827,0.0296308011459051
"CCDC171","Ccdc171",1.393313,0.756919,2.18561,165,30,80,1.44528066666667,4.856039,1.548732,1.79345,87,75,89,5.21967266666667,0.39315263000443
"CCDC172","Ccdc172",7.461091,8.698636,7.907104,221,66,92,8.022277,0,0,0,0,0,0,12.418194,0.672391306907621
"CCDC173","Ccdc173",1.174179,1.247469,1.329793,76,20,35,1.25048033333333,1.790157,2.135989,1.331156,11,11,21,16.329745,0.129862287837088
"CCDC174","Ccdc174",11.350086,11.13347,10.992382,617,124,220,11.158646,11.895564,10.592158,10.890743,207,269,273,3.03386066666667,3.0141462496391
"CCDC175","Ccdc175",0.009648,0.116015,0.073511,1,3,3,0.0663913333333333,0.052347,0.132125,0.127959,2,2,2,18.773816,0.053929465781078
"CCDC177","Ccdc177",0.307042,0.389895,0.271835,63,19,25,0.322924,2.301267,2.204814,1.930419,131,176,188,0.222051,1.08254401821201
"CCDC178","Ccdc178",0.037216,0.059994,0.037784,5,2,2,0.044998,1.363031,2.426997,1.8105,29,55,42,19.9577903333333,0.0498620314154939
"CCDC18","Ccdc18",0.11788,0.110723,0.177216,17,6,8,0.135273,3.162353,1.643507,1.591811,35,33,26,27.9970073333333,0.0391513850705191
"CCDC181","Ccdc181",14.529609,16.60586,14.40427,1072,299,416,15.179913,6.601766,13.583128,11.467183,160,462,438,0.560044666666667,10.3714421424686
"CCDC182","Ccdc182",0,0,0,0,0,0,0,0,0,0.071406,0,0,1,55.866815,0.0175849482690388
"CCDC183","Ccdc183",0.064285,0.10154,0.142436,7,3,6,0.102753666666667,9.068068,11.801229,9.379774,95,137,140,3.75825733333333,0.231755785661585
"CCDC184","Ccdc184",3.747188,3.73532,3.635611,456,110,181,3.70603966666667,51.402476,66.881583,60.586251,1706,3066,3112,11.772602,0.368448000389166
"CCDC186","Ccdc186",20.215144,24.926214,23.639718,2603,670,1169,22.9270253333333,3.114734,2.819545,3.143514,335,429,447,13.4147906666667,1.65989405511543
"CCDC187","Ccdc187",0.067301,0.079226,0.087162,28,8,14,0.0778963333333333,0,0.004457,0.003972,0,1,1,0.430893666666667,0.753302889266638
"CCDC189","Ccdc189",1.402983,1.89599,1.082112,48,16,15,1.46036166666667,11.630496,9.611459,9.4642,111,124,150,26.562215,0.0892657453933462
"CCDC190","Ccdc190",0.385031,0.432615,0.453691,17,7,8,0.423779,0,0,0,0,0,0,14.7048613333333,0.0906584890996809
"CCDC194","Ccdc194",0,0,0,0,0,0,0,0.283715,0.415439,0.196416,3,6,3,0.0643566666666667,0.939534679790922
"CCDC22","Ccdc22",5.549861,4.352103,5.230914,534,101,196,5.04429266666667,3.628891,4.27452,3.155289,130,164,161,10.8538866666667,0.50989965035378
"CCDC25","Ccdc25",19.342055,18.967711,19.223364,1678,408,660,19.17771,20.303186,16.079681,19.428929,585,691,756,4.968272,3.38082949302579
"CCDC27","Ccdc27",0.011944,0.049237,0.061364,1,1,2,0.0408483333333333,0.195607,0.172496,0.104953,7,8,5,285.695399333333,0.00363050239297062
"CCDC28B","Ccdc28b",54.079055,37.906806,39.539664,453,102,176,43.8418416666667,24.622032,30.429335,34.213062,261,452,522,0,44.8418416666667
