"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","DRG","dHs_Avg__TPM","FoldChange"
"PTRF",30.34862,38.74185,20.40641,29.8322933333333,134.89752,134.89752,0.226878999214506
"PTRH1",17.77515,34.87319,35.32887,29.3257366666667,45.60004,45.60004,0.650766322661239
"PTRH2",34.39069,27.32931,22.83158,28.18386,58.35384,58.35384,0.491692871093092
"PTRHD1",61.72433,48.99379,75.35514,62.02442,74.64106,74.64106,0.833203818137927
"PTS",34.32442,34.23762,47.91355,38.8251966666667,77.9236,77.9236,0.50460441067902
"PTTG1",4.57217,2.48699,5.81168,4.29028,7.92408,7.92408,0.592809566924546
"PTTG1IP",98.38453,93.67679,113.15288,101.738066666667,110.5085,110.5085,0.921347401020251
"PTTG2",0,0,0,0,0,0,1
"PTTG3P",0,0,0,0,0.05227,0.05227,0.950326437131155
"PTTG4P",0,0,0,0,0,0,1
"PTX3",0.41415,0.55267,0.89578,0.620866666666667,3.88886,3.88886,0.331542868207858
"PTX4",0.24849,0.80136,0.76469,0.604846666666667,0.02091,0.02091,1.57197663522413
"PUF60",121.67611,115.61761,114.76967,117.354463333333,328.82838,328.82838,0.358836505619478
"PUM1",33.92684,30.9769,38.05992,34.32122,11.07071,11.07071,2.9261924112169
"PUM2",20.44225,19.67489,20.88707,20.3347366666667,11.48887,11.48887,1.70830000365659
"PURA",11.3476,15.8615,8.2587,11.8226,7.56865,7.56865,1.49645510086186
"PURB",12.62317,11.55071,16.34261,13.5054966666667,3.34526,3.34526,3.33823445931122
"PURG",6.90796,5.88589,4.26044,5.68476333333333,1.68308,1.68308,2.49145136683712
"PUS1",36.29576,23.26721,24.44836,28.0037766666667,24.53537,24.53537,1.13582754691499
"PUS10",3.3463,2.37646,3.32096,3.01457333333333,2.08033,2.08033,1.30329326186913
"PUS3",10.70153,8.98081,15.29388,11.65874,7.10867,7.10867,1.56113641324656
"PUS7",6.04653,9.09135,5.26547,6.80111666666667,4.23384,4.23384,1.49051493103852
"PUS7L",3.67762,1.79616,1.48569,2.31982333333333,0.99312,0.99312,1.66564147333494
"PUSL1",9.14434,7.62678,13.0435,9.93820666666667,19.6952,19.6952,0.528538340613604
"PVALB",4.14146,5.00162,49.07151,19.4048633333333,254.96091,254.96091,0.0797186700630707
"PVR",12.20903,8.64921,12.40989,11.0893766666667,22.02643,22.02643,0.525021753987338
"PVRIG",11.82801,10.91514,18.96441,13.90252,0.36589,0.36589,10.9104832746414
"PVRL1",11.52983,7.93075,28.59956,16.0200466666667,20.56288,20.56288,0.789321587221497
"PVRL2",24.63341,29.53997,32.9037,29.0256933333333,77.6727,77.6727,0.381653271507567
"PVRL3",2.30265,4.14499,4.7848,3.74414666666667,6.29327,6.29327,0.650482796697046
"PVRL4",0.28162,0.27633,0.80839,0.455446666666667,0.14636,0.14636,1.26962443444177
"PVT1",3.2966,13.07054,29.25501,15.2073833333333,24.04404,24.04404,0.64715530454884
"PWP1",21.58529,17.38133,12.51914,17.16192,40.33126,40.33126,0.43942333236393
"PWP2",21.27054,13.81664,12.58468,15.89062,17.23853,17.23853,0.92609546931688
"PWRN1",74.8776,28.2412,8.69566,37.2714866666667,0.17772,0.17772,32.4962526463562
"PWWP2A",7.02392,6.02405,7.69064,6.91287,3.65888,3.65888,1.69844898344667
"PWWP2AP1",0.11596,0,0,0.0386533333333333,0.02091,0.02091,1.01737991922239
"PWWP2B",28.90739,35.92325,18.63669,27.8224433333333,29.72052,29.72052,0.9382146960186
"PXDC1",18.22243,28.9873,23.66182,23.62385,19.76838,19.76838,1.18564134516029
"PXDN",5.53299,5.33322,7.95282,6.27301,18.45119,18.45119,0.373910799287858
"PXDNL",0.59637,0.55267,0.721,0.623346666666667,0.3868,0.3868,1.17057013748678
"PXK",78.47239,39.59848,54.81765,57.6295066666667,15.20001,15.20001,3.61910311577997
"PXMP2",40.2053,56.67584,76.09799,57.65971,22.67457,22.67457,2.47775186624298
"PXMP4",5.91401,4.61476,3.71423,4.74766666666667,4.63109,4.63109,1.02070232702135
"PXN",19.24951,20.14465,23.81476,21.06964,32.87761,32.87761,0.651452094761112
"PXT1",0.38101,0.3316,0.74285,0.485153333333333,0.08363,0.08363,1.37053545336815
"PYCARD",7.13988,5.69245,3.14617,5.32616666666667,40.46716,40.46716,0.15255847438471
"PYCR1",15.53876,14.2035,10.42169,13.3879833333333,14.34279,14.34279,0.937768380674788
"PYCR2",74.04931,69.08318,72.42746,71.8533166666667,92.82045,92.82045,0.776518516663123
"PYCRL",13.71652,14.56273,14.92246,14.40057,29.07238,29.07238,0.512116766281884
"PYDC1",16.03573,8.04128,21.28035,15.11912,0.91995,0.91995,8.39559363525092
"PYDC2",0,0,0,0,0,0,1
"PYGB",91.87416,99.28634,85.36171,92.17407,140.90853,140.90853,0.656578360722925
"PYGL",15.90321,11.21911,9.89733,12.3398833333333,30.77637,30.77637,0.419805136122639
"PYGM",31.80642,48.10953,34.56417,38.16004,1.75626,1.75626,14.2076727159267
"PYGO1",2.41861,2.37646,1.59493,2.13,0.64814,0.64814,1.89911051245647
"PYGO2",24.86533,22.65928,37.42632,28.3169766666667,11.11253,11.11253,2.42038423571844
"PYHIN1",0.28162,0.44213,0.58991,0.437886666666667,0.21953,0.21953,1.17904985253882
"PYROXD1",4.72126,2.73569,1.50754,2.98816333333333,8.73949,8.73949,0.409483795694983
"PYROXD2",18.22243,15.6128,10.9679,14.9343766666667,6.13646,6.13646,2.23281244015474
"PYURF",54.10404,60.07473,45.55392,53.24423,151.56108,151.56108,0.355557459346774
"PYY",2.99842,0.63557,2.20669,1.94689333333333,0.26135,0.26135,2.33630105310448
"PYY2",2.36892,3.67523,0.39327,2.14580666666667,0.4077,0.4077,2.23471383580782
"PYY3",0,0,0,0,0,0,1
"PZP",0.29819,7.01885,0.89578,2.73760666666667,0.10454,0.10454,3.38385813702235
"QARS",92.86811,106.63679,86.2138,95.2395666666667,120.10521,120.10521,0.794677344324548
"QDPR",529.59338,448.90249,466.70375,481.733206666667,169.86591,169.86591,2.82521660796274
"QKI",487.7812,596.85102,527.63895,537.423723333333,45.78821,45.78821,11.507679463124
"QPCT",4.98632,4.97399,10.33429,6.76486666666667,19.24569,19.24569,0.383531836487997
"QPCTL",14.36258,13.7061,17.30394,15.1242066666667,7.45365,7.45365,1.90736624613826
"QPRT",16.88059,27.4951,24.66685,23.01418,16.55903,16.55903,1.36762566041518
"QRFP",0,0,0.98318,0.327726666666667,0.19862,0.19862,1.10771275856123
"QRFPR",0.0994,0.46977,0,0.189723333333333,7.89272,7.89272,0.133786213142136
"QRICH1",51.91735,42.7763,41.59936,45.4310033333333,24.29493,24.29493,1.8355853656576
"QRICH2",9.06152,11.02568,11.14269,10.4099633333333,5.3315,5.3315,1.80209481692069
"QRSL1",5.99683,5.77535,5.94277,5.90498333333333,6.82642,6.82642,0.882265880611229
"QRSL1P1",0,0,0,0,0,0,1
"QRSL1P2",0,0,0,0,0,0,1
"QRSL1P3",0,0,0,0,0.01045,0.01045,0.989658073135732
"QSER1",2.73336,2.68043,1.61678,2.34352333333333,1.71444,1.71444,1.23175437045333
"QSOX1",48.96863,34.62449,30.01971,37.8709433333333,49.81298,49.81298,0.764980588293254
"QSOX2",13.23611,9.64401,8.23685,10.3723233333333,3.65888,3.65888,2.44099941044486
"QTRT1",144.83515,116.8611,147.52042,136.405556666667,59.79648,59.79648,2.26009066095055
"QTRTD1",6.77543,5.63719,2.94953,5.12071666666667,3.04209,3.04209,1.51424551820139
"R3HCC1",42.54108,34.81792,59.88647,45.74849,51.14063,51.14063,0.896584678781212
"R3HCC1L",5.9637,3.73049,2.40332,4.03250333333333,5.26878,5.26878,0.802788315004408
"R3HDM1",47.22921,39.10108,117.60996,67.9800833333333,8.03907,8.03907,7.63132527276958
"R3HDM2",89.5715,101.02724,102.0102,97.5363133333333,23.3959,23.3959,4.0390521904637
"R3HDM2P1",0,0,0,0,0,0,1
"R3HDM2P2",0,0,0,0,0,0,1
"R3HDM4",62.48635,55.62577,70.15522,62.75578,30.05505,30.05505,2.0529923474604
"R3HDML",0,0.11053,0,0.0368433333333333,0,0,1.03684333333333
"RAB10",111.7366,104.1498,119.0738,111.6534,58.2493,58.2493,1.90134566990665
"RAB11A",122.90198,108.37769,86.08271,105.78746,389.15801,389.15801,0.273703108133036
"RAB11B",179.06018,170.91178,215.55635,188.509436666667,209.28769,209.28769,0.901191299722141
"RAB11FIP1",0.99395,1.18823,1.33275,1.17164333333333,1.76671,1.76671,0.784919031388665
"RAB11FIP1P1",2.23639,1.79616,1.00503,1.67919333333333,0.6586,0.6586,1.61533421761325
"RAB11FIP2",12.44095,11.63361,7.69064,10.5884,6.39781,6.39781,1.5664635885485
"RAB11FIP3",98.03665,81.07602,95.95819,91.6902866666667,40.21627,40.21627,2.24887615173975
"RAB11FIP4",106.81655,219.60161,174.08808,166.835413333333,15.86907,15.86907,9.94929852880647
"RAB11FIP5",42.65704,30.61766,32.07346,35.1160533333333,83.69417,83.69417,0.426429036772346
"RAB12",35.18585,30.78346,24.84164,30.2703166666667,11.55159,11.55159,2.49134306224683
"RAB13",36.8093,47.28053,38.84646,40.9787633333333,80.0562,80.0562,0.517897006439154
"RAB14",32.02177,26.91481,28.97098,29.30252,46.57226,46.57226,0.636978777127679
"RAB15",54.81637,56.75874,107.3849,72.98667,92.20367,92.20367,0.793817131879034
"RAB17",1.14304,1.79616,3.08062,2.00660666666667,0.72132,0.72132,1.7466866513296
"RAB18",67.6052,56.45477,39.82964,54.62987,106.49419,106.49419,0.517515132678334
"RAB19",0,0,0,0,0.01045,0.01045,0.989658073135732
"RAB1A",115.64614,110.20149,115.53436,113.793996666667,195.59304,195.59304,0.583916890784469
"RAB1B",94.93884,95.50058,98.77663,96.40535,123.63863,123.63863,0.781502091285824
"RAB1C",0.48041,0,0,0.160136666666667,0,0,1.16013666666667
"RAB20",3.09781,2.56989,1.90081,2.52283666666667,18.64981,18.64981,0.179280953183093
"RAB21",29.71912,28.04777,22.48201,26.7496333333333,21.00195,21.00195,1.26123517839707
"RAB22A",10.46961,10.55591,9.35112,10.1255466666667,8.2586,8.2586,1.20164459709531
"RAB23",3.99237,4.83582,3.71423,4.18080666666667,5.56149,5.56149,0.789577773747528
"RAB24",44.92656,39.32214,45.26989,43.1728633333333,50.46112,50.46112,0.858373531966139
"RAB25",1.34183,2.92913,1.59493,1.95529666666667,0.09409,0.09409,2.70114585332712
"RAB26",101.0682,90.2779,83.4609,91.6023333333333,16.45449,16.45449,5.30535886945613
"RAB27A",7.10675,9.36768,7.16628,7.88023666666667,4.54746,4.54746,1.60077524969385
"RAB27B",4.95319,3.70286,7.27552,5.31052333333333,2.64484,2.64484,1.73135812088688
"RAB28",383.76428,337.65094,308.17174,343.195653333333,31.77995,31.77995,10.5001884790347
"RAB2A",257.91359,209.54309,321.28078,262.912486666667,87.48894,87.48894,2.98243471632349
"RAB2B",23.12591,24.23438,16.03673,21.13234,21.72327,21.72327,0.973994499911324
"RAB30",9.31,11.19147,10.05027,10.1839133333333,3.21981,3.21981,2.6503357576131
"RAB31",221.73379,336.73904,362.85829,307.110373333333,78.42539,78.42539,3.87924281307694
"RAB32",4.20772,3.75812,4.56632,4.17738666666667,28.9992,28.9992,0.172584157799764
"RAB33A",10.63527,4.83582,13.08719,9.51942666666667,43.20609,43.20609,0.237963291181524
"RAB33B",3.87641,3.23309,4.87219,3.99389666666667,3.69024,3.69024,1.06474224488868
"RAB34",38.68124,42.6934,32.75076,38.0418,97.55608,97.55608,0.396137914576148
"RAB35",25.62736,23.48828,23.18116,24.0989333333333,31.41406,31.41406,0.774322418522497
"RAB36",11.3476,11.44017,10.88051,11.22276,3.80523,3.80523,2.54363682903836
"RAB37",3.06468,2.34883,21.43328,8.94893,22.63276,22.63276,0.420980452558229
"RAB38",0.92769,0.38687,0,0.438186666666667,0.97222,0.97222,0.729222230109555
"RAB39A",0.77859,0.77373,0.19664,0.582986666666667,1.76671,1.76671,0.572154893959492
"RAB39B",7.07361,6.07932,5.54949,6.23414,10.06713,10.06713,0.65365998230797
"RAB3A",435.5491,296.1734,786.60808,506.110193333333,339.13595,339.13595,1.49090442610766
"RAB3B",1.73941,1.0777,1.57309,1.4634,0.62724,0.62724,1.51385167522922
"RAB3C",25.39543,13.98244,13.26198,17.5466166666667,19.64294,19.64294,0.89844841222552
"RAB3D",8.16696,10.11378,6.68561,8.32211666666667,41.90981,41.90981,0.217249078163401
"RAB3GAP1",40.13903,32.16513,50.53536,40.9465066666667,16.45449,16.45449,2.40319291292193
"RAB3GAP2",9.84011,9.36768,8.06206,9.08995,8.87539,8.87539,1.02172673686811
"RAB3IL1",29.23871,22.05135,17.151,22.8136866666667,29.75189,29.75189,0.774381238573196
"RAB3IP",11.14881,17.71293,8.71751,12.5264166666667,23.51089,23.51089,0.55185334627452
"RAB40A",2.84932,1.96196,0.83024,1.88050666666667,0.4077,0.4077,2.04625038478843
"RAB40AL",0,0,0,0,0.01045,0.01045,0.989658073135732
"RAB40B",249.24965,209.84706,124.01154,194.369416666667,23.38544,23.38544,8.01172407250665
"RAB40C",60.2831,51.64658,65.54521,59.1582966666667,35.12521,35.12521,1.66527188815419
"RAB41",2.65053,1.54746,1.3109,1.83629666666667,0.87813,0.87813,1.51017057747156
"RAB42",0.84486,1.02243,1.92266,1.26331666666667,1.00358,1.00358,1.12963628438429
"RAB42P1",0,0,0,0,0,0,1
"RAB43",5.18511,9.14661,8.08391,7.47187666666667,2.85392,2.85392,2.19824922849116
"RAB43P1",0,0,0,0,0.24044,0.24044,0.806165554158202
"RAB44",0,0,2.64366,0.88122,0.07318,0.07318,1.75293986097393
"RAB4A",38.59841,54.54808,75.07112,56.0725366666667,53.8482,53.8482,1.04055441503398
"RAB4B",68.38379,59.41153,98.16488,75.3200666666667,155.90992,155.90992,0.486394146824284
"RAB5A",43.08775,41.89204,44.43965,43.1398133333333,42.5475,42.5475,1.01360154620434
"RAB5B",106.07108,106.74733,62.98895,91.9357866666667,42.28615,42.28615,2.14700976332306
"RAB5C",138.44074,145.26811,165.13024,149.61303,128.40563,128.40563,1.16388313244176
"RAB6A",122.23934,105.33803,103.86731,110.48156,152.6692,152.6692,0.725464569347664
"RAB6B",107.16443,97.71125,191.50126,132.125646666667,224.55042,224.55042,0.590225665138051
"RAB6C",1.67315,1.0777,1.17981,1.31022,0.39725,0.39725,1.65340490248703
"RAB7A",537.89287,673.31228,909.04654,706.750563333333,231.77409,231.77409,3.04050404979924
"RAB7L1",18.8188,18.81826,25.60633,21.08113,6.03192,6.03192,3.14012815845459
"RAB8A",35.66626,25.92001,25.91221,29.16616,22.96728,22.96728,1.25863927821597
"RAB8B",25.01442,22.54875,19.1392,22.2341233333333,10.27621,10.27621,2.06045500512436
"RAB9A",19.26607,20.36572,8.60827,16.08002,23.08228,23.08228,0.709236002571185
"RAB9AP1",0,0,0,0,0,0,1
"RAB9AP2",0,0,0,0,0,0,1
"RAB9AP3",0,0,0,0,0,0,1
"RAB9AP4",0,0,0,0,0,0,1
"RAB9AP5",0,0,0,0,0,0,1
"RAB9B",10.17143,8.87028,8.87045,9.30405333333333,6.13646,6.13646,1.44386058820947
"RAB9BP1",0,0,0,0,0,0,1
"RABAC1",255.04769,238.50276,285.73342,259.76129,1005.31267,1005.31267,0.259125516128104
"RABEP1",49.13429,75.05196,41.796,55.3274166666667,31.59178,31.59178,1.72827064574769
"RABEP2",13.81591,14.4522,14.85691,14.3750066666667,36.21241,36.21241,0.413168796825217
"RABEPK",39.75802,35.53639,32.79445,36.02962,37.6237,37.6237,0.95872793129607
"RABEPKP1",0,0,0,0,0,0,1
"RABGAP1",44.64494,44.8488,39.21788,42.9038733333333,22.90456,22.90456,1.83663172772615
"RABGAP1L",43.76695,43.74347,45.75056,44.4203266666667,52.28011,52.28011,0.852481848604792
"RABGEF1",20.757,14.4522,19.64172,18.28364,12.90015,12.90015,1.38729725938209
"RABGGTA",56.70488,34.20999,53.31011,48.0749933333333,76.15688,76.15688,0.636041702740356
"RABGGTB",39.90711,32.08223,34.12721,35.3721833333333,58.00886,58.00886,0.616385121375558
"RABIF",8.36575,6.52145,8.58642,7.82454,12.85833,12.85833,0.636767922253258
"RABL2A",51.90078,56.64821,37.44816,48.6657166666667,5.91692,5.91692,7.18032255204147
"RABL2B",47.22921,43.2737,49.07151,46.5248066666667,7.66273,7.66273,5.48612350456111
"RABL3",9.67445,11.74414,9.30742,10.2420033333333,12.7747,12.7747,0.81613416868123
"RABL5",53.29231,58.9694,32.31379,48.1918333333333,38.14639,38.14639,1.25661225296466
"RABL6",178.19876,157.78598,118.30911,151.431283333333,89.23475,89.23475,1.68927473432722
"RAC1",207.96757,211.61559,205.76827,208.450476666667,245.79281,245.79281,0.848689541104
"RAC1P1",0,0,0,0,0,0,1
"RAC1P2",1.14304,0.77373,0,0.638923333333333,8.33178,8.33178,0.175628158114886
"RAC1P3",0,0,0,0,0,0,1
"RAC1P4",0,0,0,0,0,0,1
"RAC1P5",0,0,0,0,0,0,1
"RAC1P6",0,0,0,0,0,0,1
"RAC1P7",0,0,0,0,0,0,1
"RAC1P8",0,0,0,0,0,0,1
"RAC2",2.40205,2.34883,5.92092,3.55726666666667,11.20661,11.20661,0.373344168992592
"RAC3",8.49828,8.40051,43.12875,20.00918,121.8092,121.8092,0.171071711239875
"RACGAP1",11.06598,7.95838,7.494,8.83945333333333,6.63825,6.63825,1.28818162973631
"RAD1",17.09595,20.42099,16.03673,17.8512233333333,12.6388,12.6388,1.38217609564869
"RAD17",25.67705,20.39335,12.40989,19.49343,13.94554,13.94554,1.37120706244137
"RAD17P1",0,0,0,0,0,0,1
"RAD17P2",0.13253,0,0,0.0441766666666667,0.01045,0.01045,1.03337786794662
"RAD18",3.26347,1.4093,1.02687,1.89988,2.71802,2.71802,0.779952770560675
"RAD21",56.17477,57.17324,45.96904,53.1056833333333,43.27927,43.27927,1.22191904548863
"RAD21-AS1",0.6295,0.30397,0.37142,0.434963333333333,0.33453,0.33453,1.07525745643285
"RAD21L1",0.06626,0.2487,0.13109,0.148683333333333,0.02091,0.02091,1.12515631479105
"RAD23A",113.69137,101.05487,133.29711,116.01445,108.83587,108.83587,1.0653573372706
"RAD23B",42.1932,37.99575,33.82133,38.0034266666667,53.58685,53.58685,0.714520560660061
"RAD23BLP",0,0,0,0,0,0,1
"RAD50",13.73308,12.84947,8.08391,11.5554866666667,9.15764,9.15764,1.23606336379973
"RAD51",0.92769,0.46977,0.89578,0.764413333333333,2.18487,2.18487,0.553998541018419
"RAD51AP1",1.39153,0.44213,1.3983,1.07732,1.23356,1.23356,0.930048890560361
"RAD51AP2",0,0.22107,0.21848,0.146516666666667,0.01045,0.01045,1.13465947515134
"RAD51B",15.68785,27.13587,23.79291,22.2055433333333,4.42201,4.42201,4.27987837228875
"RAD51C",34.45695,36.97332,52.91683,41.4490333333333,40.15355,40.15355,1.03147926080091
"RAD51D",37.91921,20.22755,16.80142,24.9827266666667,8.59313,8.59313,2.7084722782519
"RAD51L3-RFFL",0,0.02763,0.83024,0.285956666666667,0.10454,0.10454,1.16424635293124
"RAD52",23.73885,25.25681,21.65177,23.5491433333333,3.64842,3.64842,5.2811801285885
"RAD54B",6.46068,3.61996,6.24864,5.44309333333333,1.78762,1.78762,2.3113241163908
"RAD54L",14.04783,6.60435,8.69566,9.78261333333333,1.7249,1.7249,3.95706753764664
"RAD54L2",3.06468,2.65279,2.20669,2.64138666666667,1.00358,1.00358,1.81744011552654
"RAD9A",26.0912,21.24999,27.87856,25.07325,7.3073,7.3073,3.13859497068843
"RAD9B",0.16566,0.96716,0.76469,0.632503333333333,0.21953,0.21953,1.33863318928877
"RADIL",12.62317,5.83062,18.57114,12.3416433333333,7.46411,7.46411,1.57626062673256
"RAE1",21.90004,17.38133,15.90564,18.39567,15.18956,15.18956,1.1980356476643
"RAET1E",0.36445,0.88426,0.32773,0.52548,0.18817,0.18817,1.28389035239065
"RAET1G",2.53457,2.56989,8.71751,4.60732333333333,1.18129,1.18129,2.57064550487708
"RAET1K",0.13253,0.13817,0.32773,0.199476666666667,0.03136,0.03136,1.16300483503982
"RAET1L",0,0,0,0,0.1359,0.1359,0.880359186548112
"RAET1M",0,0,0,0,0,0,1
"RAF1",50.01228,39.87481,42.05818,43.9817566666667,37.7805,37.7805,1.15990656816355
"RAG1",0.19879,0.1658,1.52939,0.631326666666667,0.28226,0.28226,1.27222768133348
"RAG2",0,0,0,0,0.05227,0.05227,0.950326437131155
"RAI1",43.99887,37.69178,55.25461,45.64842,6.23054,6.23054,6.45158176291121
"RAI14",62.48635,88.9515,45.55392,65.6639233333333,35.01021,35.01021,1.85125061290488
"RAI2",9.49223,12.8771,11.6015,11.32361,8.3736,8.3736,1.31471473073312
"RALA",29.5369,31.44666,36.2902,32.4245866666667,41.64846,41.64846,0.783723179375449
"RALB",47.14638,53.74671,48.83118,49.90809,45.19234,45.19234,1.10208943733961
"RALBP1",24.6831,27.13587,28.51217,26.7770466666667,53.85865,53.85865,0.506338502071536
"RALGAPA1",28.47668,19.50909,20.66859,22.8847866666667,15.00139,15.00139,1.49266949100464
"RALGAPA1P",0,0,0,0,0.1359,0.1359,0.880359186548112
"RALGAPA2",7.62029,12.35207,7.42846,9.13360666666667,5.34196,5.34196,1.5978666952593
"RALGAPB",12.82196,9.45058,8.01836,10.0969666666667,10.98708,10.98708,0.925743939864143
"RALGDS",166.22165,128.82631,149.07166,148.039873333333,88.78523,88.78523,1.65995981001924
"RALGPS1",21.73438,31.0598,35.72214,29.50544,12.68062,12.68062,2.22982876507059
"RALGPS2",3.64449,2.59753,2.1193,2.78710666666667,2.82256,2.82256,0.990725238234761
"RALY",87.6333,130.53957,222.76633,146.979733333333,158.09479,158.09479,0.93013563381512
"RALYL",99.37848,65.71192,151.99935,105.696583333333,21.91144,21.91144,4.65691302394495
"RAMP1",285.29692,296.80897,399.76024,327.28871,44.66964,44.66964,7.18833583973948
"RAMP2",31.98864,50.70705,28.35923,37.0183066666667,65.87022,65.87022,0.568538680845774
"RAMP3",13.13671,13.92717,7.60324,11.5557066666667,99.78277,99.78277,0.124581877107234
"RAN",161.26847,125.12345,127.50728,137.9664,377.8155,377.8155,0.366844545695728
"RANBP1",79.41664,95.47295,144.24316,106.377583333333,121.47467,121.47467,0.876732987591094
"RANBP10",12.8054,11.30201,7.73433,10.6139133333333,8.27951,8.27951,1.25156536641841
"RANBP17",2.33578,4.14499,38.49689,14.9925533333333,2.80165,2.80165,4.20674005585294
"RANBP2",9.4591,8.15181,8.2587,8.62320333333333,8.20634,8.20634,1.04528002803865
"RANBP3",104.54703,106.36046,83.22057,98.0426866666667,65.0339,65.0339,1.49987637662877
"RANBP3L",30.33206,32.41383,15.81824,26.1880433333333,0.18817,0.18817,22.8822839604883
"RANBP6",7.86877,6.13459,6.8604,6.95458666666667,16.66356,16.66356,0.450338814297156
"RANBP9",29.76882,29.34653,34.41124,31.17553,27.55656,27.55656,1.12672990024009
"RANGAP1",233.41271,169.11562,271.57566,224.70133,128.35336,128.35336,1.74484319541448
"RANGRF",66.26337,58.44437,35.98432,53.56402,48.62123,48.62123,1.09961038853733
"RANP1",0,0,0,0,1.14993,1.14993,0.465131422883536
"RANP2",0,0,0,0,0,0,1
"RANP3",0,0,0,0,0,0,1
"RANP4",2.55114,6.24512,2.64366,3.81330666666667,0.53315,0.53315,3.13948841709335
"RANP5",0,0,0,0,0,0,1
"RANP6",0,0,0,0,0,0,1
"RANP7",0,0,0,0,0,0,1
"RANP8",0,0.2487,0,0.0829,0,0,1.0829
"RANP9",0,0,0,0,0,0,1
"RAP1A",51.83452,55.90211,43.89344,50.5433566666667,40.20582,40.20582,1.25087564491294
"RAP1AP",0,0.4974,0,0.1658,0.08363,0.08363,1.07582846543562
"RAP1B",32.98259,40.20641,20.25347,31.14749,45.51641,45.51641,0.691099979555602
"RAP1GAP",744.91619,505.4678,209.00183,486.46194,52.18602,52.18602,9.16522687728843
"RAP1GAP2",21.61842,14.83907,48.48161,28.3130333333333,13.07787,13.07787,2.08220656486623
"RAP1GDS1",70.50422,75.43883,84.74996,76.89767,222.27147,222.27147,0.348892180447417
"RAP2A",34.92079,32.05459,45.92534,37.6335733333333,20.63606,20.63606,1.7856103806947
"RAP2B",6.12936,5.80299,5.02513,5.65249333333333,4.04567,4.04567,1.31845589056227
"RAP2C",11.36417,17.10499,11.71074,13.3933,9.69079,9.69079,1.34632707218082
"RAPGEF1",86.70561,94.06365,36.04987,72.2730433333333,29.77279,29.77279,2.38109847476726
"RAPGEF2",35.30181,42.38944,54.44622,44.0458233333333,7.12958,7.12958,5.54097792669896
"RAPGEF3",81.48737,95.36242,85.09953,87.31644,12.55517,12.55517,6.5153325262612
"RAPGEF4",329.46145,79.30749,1740.74972,716.50622,15.46136,15.46136,43.5872989838021
"RAPGEF5",37.73699,21.94082,22.15428,27.2773633333333,9.61762,9.61762,2.66324876321938
"RAPGEF6",4.20772,3.06729,3.64868,3.64123,11.24843,11.24843,0.378924482566337
"RAPGEFL1",82.01748,56.34424,87.80873,75.39015,1.90262,1.90262,26.3176543949949
"RAPH1",3.90954,4.86346,6.31419,5.02906333333333,5.91692,5.91692,0.871639882105523
"RAPSN",1.20931,0.63557,0.54621,0.79703,4.29657,4.29657,0.339281837113453
"RARA",5.59925,7.48862,15.53422,9.54069666666667,15.98406,15.98406,0.620622905634263
"RARB",62.40352,49.13196,22.41646,44.6506466666667,1.95488,1.95488,15.4492387733738
"RARG",15.22401,17.93399,8.80491,13.9876366666667,6.85778,6.85778,1.90736272416213
"RARRES1",1.62345,0.71847,3.64868,1.99686666666667,20.2179,20.2179,0.141242378683407
"RARRES2",50.60865,103.9011,57.61424,70.7079966666667,501.83047,501.83047,0.142608694072709
"RARRES3",45.68859,34.54159,35.37257,38.53425,58.18658,58.18658,0.667959696268985
"RARS",16.97999,13.2087,13.56786,14.5855166666667,35.54336,35.54336,0.426493805349773
"RARS2",13.36863,17.93399,15.81824,15.7069533333333,38.40774,38.40774,0.423951064773908
"RASA1",11.447,9.53348,11.95108,10.9771866666667,16.50676,16.50676,0.684146390689463
"RASA2",4.27399,3.73049,4.89404,4.29950666666667,3.34526,3.34526,1.21960634499815
"RASA3",10.20456,10.39011,21.95765,14.1841066666667,10.60029,10.60029,1.30894198909395
"RASA4",36.7596,28.04777,59.55875,41.4553733333333,26.60525,26.60525,1.53794562024736
"RASA4B",6.80856,6.35565,12.03847,8.40089333333333,2.45667,2.45667,2.71963865030024
"RASA4CP",9.3597,9.03608,14.26701,10.8875966666667,9.59671,9.59671,1.12181957104296
"RASA4DP",0.0994,0.63557,0,0.24499,1.70399,1.70399,0.460426998620557
"RASAL1",33.23108,23.18431,39.10864,31.8413433333333,0.56451,0.56451,20.9914563239182
"RASAL2",5.79804,5.58192,5.35286,5.57760666666667,3.53343,3.53343,1.45091170850033
"RASAL3",2.68367,1.4922,1.42015,1.86534,5.04925,5.04925,0.473668636607844
"RASD1",81.0401,39.79191,90.93306,70.5883566666667,75.15331,75.15331,0.940055746318402
"RASD2",246.59912,224.90719,29.91046,167.138923333333,10.56892,10.56892,14.5336749958798
"RASEF",2.28609,2.62516,2.27223,2.39449333333333,0.56451,0.56451,2.16968465099829
"RASGEF1A",24.20269,19.95122,18.96441,21.03944,16.23495,16.23495,1.27876437123403
"RASGEF1B",18.70283,11.05331,4.36968,11.3752733333333,30.37912,30.37912,0.394379234769278
"RASGEF1C",5.4336,3.31599,14.52919,7.75959333333333,11.10207,11.10207,0.723809508070382
"RASGRF1",13.50116,5.99642,20.51565,13.3377433333333,1.13948,1.13948,6.70150846623167
