"Hs_symbol","Heart","dHs_Avg_TPM","Brain_2_Hippocampus","dHs_Avg__TPM","FoldChange"
"DHX35",15.80082,15.80082,9.95775,9.95775,1.53323629394721
"DHX36",70.18651,70.18651,27.59126,27.59126,2.48979968004208
"DHX37",0.96146,0.96146,9.08644,9.08644,0.194465044158296
"DHX38",34.94145,34.94145,65.94933,65.94933,0.536845551703057
"DHX40",22.8473,22.8473,9.72955,9.72955,2.22258156213448
"DHX57",11.05678,11.05678,13.15252,13.15252,0.851917538360659
"DHX58",3.08679,3.08679,14.56321,14.56321,0.262592999773183
"DHX8",17.35687,17.35687,16.47177,16.47177,1.05065886283988
"DHX9",66.83406,66.83406,68.12759,68.12759,0.981287789723322
"DHX9P1",0,0,0,0,1
"DIABLO",70.89496,70.89496,48.08762,48.08762,1.46462509284418
"DIAPH1",36.86437,36.86437,12.77911,12.77911,2.74795469373566
"DIAPH2",8.0712,8.0712,4.99962,4.99962,1.51196242428687
"DIAPH3",0.03795,0.03795,1.24472,1.24472,0.462396200862468
"DICER1",14.19417,14.19417,16.88668,16.88668,0.849468431257226
"DIDO1",38.88849,38.88849,23.60816,23.60816,1.62094565379939
"DIEXF",10.14592,10.14592,3.65117,3.65117,2.39636908562792
"DIMT1",28.99558,28.99558,14.68768,14.68768,1.91204690559726
"DIO1",0.16446,0.16446,1.12025,1.12025,0.549208819714656
"DIO2",5.36393,5.36393,8.06992,8.06992,0.701652274771994
"DIO3",0,0,0.39416,0.39416,0.717277787341482
"DIO3OS",0.99941,0.99941,8.50558,8.50558,0.210340663063169
"DIP2A",30.0456,30.0456,40.32888,40.32888,0.751184159841738
"DIP2B",9.31097,9.31097,26.65772,26.65772,0.37280621829999
"DIP2C",16.16769,16.16769,21.22245,21.22245,0.772538131484152
"DIRAS1",90.63017,90.63017,53.41917,53.41917,1.68378477657781
"DIRAS2",0,0,33.31696,33.31696,0.0291401103128016
"DIRAS3",10.37364,10.37364,2.30273,2.30273,3.4437086894781
"DIRC1",0,0,0,0,1
"DIRC2",21.55692,21.55692,4.14906,4.14906,4.38078406544107
"DIRC3",1.77111,1.77111,0.66385,0.66385,1.66548066231932
"DIS3",21.26596,21.26596,8.21514,8.21514,2.41623675820443
"DIS3L",44.46748,44.46748,35.43299,35.43299,1.24797552987004
"DIS3L2",17.05325,17.05325,116.00776,116.00776,0.154291048730443
"DIS3L2P1",0,0,0,0,1
"DISC1",3.09944,3.09944,19.04419,19.04419,0.204520112810745
"DISP1",4.26331,4.26331,3.9831,3.9831,1.0562320643776
"DISP2",0.70844,0.70844,12.86209,12.86209,0.123245484627498
"DIXDC1",22.37923,22.37923,27.71573,27.71573,0.814161088713399
"DKC1",36.72521,36.72521,35.08032,35.08032,1.04558967326232
"DKK1",0.44278,0.44278,4.48099,4.48099,0.263233466946665
"DKK2",1.25243,1.25243,0.93354,0.93354,1.16492547348387
"DKK3",912.60179,912.60179,483.09598,483.09598,1.88723275495905
"DKK4",0,0,0,0,1
"DKKL1",0.10121,0.10121,0,0,1.10121
"DKKL1P1",0,0,0,0,1
"DLAT",275.0026,275.0026,7.9662,7.9662,30.7825611741875
"DLC1",27.86966,27.86966,58.27357,58.27357,0.48705789106342
"DLD",554.43297,554.43297,18.7745,18.7745,28.0883445851981
"DLEC1",1.45484,1.45484,1.45217,1.45217,1.00108883152473
"DLEU1",41.4819,41.4819,6.1821,6.1821,5.91496915943805
"DLEU2",2.96028,2.96028,4.75068,4.75068,0.688662905951992
"DLEU2L",0.25302,0.25302,0,0,1.25302
"DLEU7",0.24036,0.24036,2.71764,2.71764,0.333641772737543
"DLG1",52.8676,52.8676,294.58337,294.58337,0.182241646409269
"DLG2",5.19947,5.19947,293.62908,293.62908,0.021041609334693
"DLG3",21.51897,21.51897,16.94892,16.94892,1.25461420520009
"DLG4",4.36452,4.36452,188.90677,188.90677,0.0282481767237682
"DLG5",7.17299,7.17299,12.15675,12.15675,0.621201284511752
"DLGAP1",0.13916,0.13916,102.75151,102.75151,0.0109796956208155
"DLGAP2",0.01265,0.01265,1.59739,1.59739,0.389872140879883
"DLGAP3",0,0,39.5613,39.5613,0.0246540421534813
"DLGAP4",16.30685,16.30685,64.14449,64.14449,0.265668669752423
"DLGAP5",0.39217,0.39217,0,0,1.39217
"DLGAP5P1",0,0,0,0,1
"DLK1",4.99706,4.99706,0.41491,0.41491,4.23847453194903
"DLK2",0.44278,0.44278,5.60123,5.60123,0.218562298238359
"DLL1",0.73375,0.73375,18.21438,18.21438,0.090231899233803
"DLL3",0,0,12.15675,12.15675,0.076006612575294
"DLL4",1.5687,1.5687,4.46024,4.46024,0.47043719689977
"DLST",194.69547,194.69547,29.93548,29.93548,6.32592317946901
"DLX1",0.08856,0.08856,6.43105,6.43105,0.1464880467767
"DLX2",0,0,2.07453,2.07453,0.325252965493913
"DLX3",0,0,0.18671,0.18671,0.842665857707443
"DLX4",0,0,0,0,1
"DLX5",0.0506,0.0506,2.4272,2.4272,0.306547619047619
"DLX6",0,0,1.7841,1.7841,0.359182500628569
"DLX6-AS1",0.0506,0.0506,4.64695,4.64695,0.18604733528719
"DMAP1",22.54369,22.54369,51.03346,51.03346,0.452472120823793
"DMBT1",0.13916,0.13916,0.6846,0.6846,0.676219874154102
"DMBX1",0,0,0,0,1
"DMC1",2.94763,2.94763,0.8713,0.8713,2.10956554267087
"DMD",145.80021,145.80021,34.74839,34.74839,4.10648451580617
"DMGDH",1.72051,1.72051,3.87937,3.87937,0.557553536624605
"DMKN",18.84966,18.84966,52.31967,52.31967,0.372276497585225
"DMP1",0.03795,0.03795,0.08298,0.08298,0.958420284769802
"DMPK",14.37128,14.37128,65.55517,65.55517,0.230955461461521
"DMRT1",0,0,0,0,1
"DMRT2",0.08856,0.08856,6.11987,6.11987,0.152890431988224
"DMRT3",0,0,0.58087,0.58087,0.632563082353388
"DMRTA1",1.58135,1.58135,0.74683,0.74683,1.47773395235942
"DMRTA2",0,0,1.45217,1.45217,0.407802069187699
"DMRTB1",0,0,0,0,1
"DMRTC1",0,0,0,0,1
"DMRTC1-AS1",0,0,0,0,1
"DMRTC1B",0,0,0,0,1
"DMRTC2",0,0,0,0,1
"DMTF1",68.50396,68.50396,147.91404,147.91404,0.466738797765476
"DMWD",3.99765,3.99765,71.73727,71.73727,0.0687082426931888
"DMXL1",24.28949,24.28949,19.21015,19.21015,1.25132619005797
"DMXL2",17.10385,17.10385,46.75992,46.75992,0.379059470786383
"DNA2",3.51692,3.51692,6.26508,6.26508,0.621730249357199
"DNAAF1",0.61989,0.61989,7.21937,7.21937,0.197082014801621
"DNAAF2",7.3501,7.3501,2.67614,2.67614,2.27143144711572
"DNAAF3",5.71815,5.71815,1.86708,1.86708,2.34320284052067
"DNAH1",1.51809,1.51809,8.48483,8.48483,0.265486044557467
"DNAH10",0.40482,0.40482,2.13677,2.13677,0.447855596680662
"DNAH10OS",1.32833,1.32833,4.58471,4.58471,0.416911531664133
"DNAH11",0.63254,0.63254,0.72609,0.72609,0.945802362565104
"DNAH12",0.16446,0.16446,0.35267,0.35267,0.860860372448565
"DNAH14",1.16387,1.16387,3.65117,3.65117,0.46523132889144
"DNAH17",0.36687,0.36687,31.65734,31.65734,0.0418549091873374
"DNAH2",0.0253,0.0253,1.26546,1.26546,0.452579167144862
"DNAH3",0.46808,0.46808,0.31118,0.31118,1.11966320413673
"DNAH5",0,0,0.47714,0.47714,0.676983901322827
"DNAH6",0.21506,0.21506,0.37342,0.37342,0.884696596816706
"DNAH7",0.32892,0.32892,6.09912,6.09912,0.187195032623762
"DNAH8",0.35422,0.35422,0.02075,0.02075,1.32669115846192
"DNAH9",0.0506,0.0506,4.10757,4.10757,0.205694684556452
"DNAI1",0.22771,0.22771,4.33577,4.33577,0.230090502401715
"DNAI2",0,0,0.12447,0.12447,0.889307851699023
"DNAJA1",91.55368,91.55368,93.22941,93.22941,0.982216486339031
"DNAJA1P1",0,0,0,0,1
"DNAJA1P2",0,0,0,0,1
"DNAJA1P3",0,0,0.24894,0.24894,0.800678975771454
"DNAJA1P4",0,0,0,0,1
"DNAJA1P5",0,0,0,0,1
"DNAJA1P6",0,0,0,0,1
"DNAJA2",112.17444,112.17444,36.88516,36.88516,2.98730267999396
"DNAJA3",49.47719,49.47719,24.91511,24.91511,1.94778991869994
"DNAJA4",130.11325,130.11325,45.57744,45.57744,2.81495183075755
"DNAJB1",28.05942,28.05942,280.45581,280.45581,0.103246829404588
"DNAJB11",80.91437,80.91437,38.58627,38.58627,2.06926214568839
"DNAJB12",11.4363,11.4363,18.79525,18.79525,0.628246675338781
"DNAJB13",0,0,0.29043,0.29043,0.774935486620739
"DNAJB14",12.14475,12.14475,8.40185,8.40185,1.39810250110351
"DNAJB1P1",0,0,0,0,1
"DNAJB2",36.91497,36.91497,440.63033,440.63033,0.0858522783070628
"DNAJB3",0,0,0,0,1
"DNAJB4",88.94762,88.94762,19.08568,19.08568,4.47819640659415
"DNAJB5",113.43952,113.43952,18.04842,18.04842,6.00782217107771
"DNAJB6",226.63868,226.63868,97.15028,97.15028,2.31928711767302
"DNAJB7",0.30362,0.30362,1.05801,1.05801,0.633437155310227
"DNAJB8",0.0253,0.0253,0,0,1.0253
"DNAJB9",49.99587,49.99587,14.43873,14.43873,3.30311301512495
"DNAJC1",15.16828,15.16828,56.98736,56.98736,0.27882421272498
"DNAJC10",52.99411,52.99411,12.5924,12.5924,3.97237500367853
"DNAJC11",85.97468,85.97468,24.02307,24.02307,3.47577975044629
"DNAJC12",8.50132,8.50132,23.91934,23.91934,0.381282971378857
"DNAJC13",23.20153,23.20153,15.78718,15.78718,1.44166739142608
"DNAJC14",15.69961,15.69961,14.81215,14.81215,1.05612519486597
"DNAJC15",88.83376,88.83376,41.01347,41.01347,2.13821329207038
"DNAJC16",11.05678,11.05678,7.15713,7.15713,1.47806642777546
"DNAJC17",5.54104,5.54104,13.89936,13.89936,0.439014830167202
"DNAJC18",16.04119,16.04119,14.91588,14.91588,1.07070359917265
"DNAJC19",179.38802,179.38802,22.69537,22.69537,7.61279608632404
"DNAJC2",38.28125,38.28125,14.81215,14.81215,2.48424471055486
"DNAJC21",73.43776,73.43776,15.64196,15.64196,4.47289622135854
"DNAJC22",0,0,8.23589,8.23589,0.108273268737501
"DNAJC24",19.39364,19.39364,28.02691,28.02691,0.702577022493955
"DNAJC25",14.32068,14.32068,10.22744,10.22744,1.36457464925219
"DNAJC25-GNG10",42.60782,42.60782,6.6385,6.6385,5.70895071021797
"DNAJC27",11.89173,11.89173,6.65924,6.65924,1.68316047022942
"DNAJC28",15.18093,15.18093,1.99155,1.99155,5.40887834065952
"DNAJC3",10.81641,10.81641,3.07031,3.07031,2.90307372165756
"DNAJC30",18.05266,18.05266,14.27277,14.27277,1.24749210523042
"DNAJC4",20.96234,20.96234,102.85523,102.85523,0.211470717459294
"DNAJC5",8.77964,8.77964,51.30315,51.30315,0.186979942890629
"DNAJC5B",0.30362,0.30362,0.93354,0.93354,0.674214135730319
"DNAJC5G",3.49161,3.49161,0.16596,0.16596,3.85228481251501
"DNAJC6",4.32657,4.32657,138.76536,138.76536,0.0381108022760432
"DNAJC7",151.29065,151.29065,412.6864,412.6864,0.368130666127772
"DNAJC8",151.80933,151.80933,76.90286,76.90286,1.96153684216472
"DNAJC9",13.83995,13.83995,14.62544,14.62544,0.949730055601634
"DNAJC9-AS1",88.53014,88.53014,55.74264,55.74264,1.57782824345149
"DNAL1",17.0406,17.0406,9.91626,9.91626,1.65263560963187
"DNAL4",5.57899,5.57899,17.75798,17.75798,0.350730195895294
"DNALI1",3.2133,3.2133,19.79102,19.79102,0.202649990236169
"DNASE1",2.20124,2.20124,12.11526,12.11526,0.24408513441594
"DNASE1L1",28.54015,28.54015,18.29736,18.29736,1.5307871128486
"DNASE1L2",0,0,8.25663,8.25663,0.108030676390868
"DNASE1L3",4.51633,4.51633,0.12447,0.12447,4.90571558156287
"DNASE2",6.40129,6.40129,9.41837,9.41837,0.710407674137125
"DNASE2B",0,0,0.24894,0.24894,0.800678975771454
"DND1",1.26508,1.26508,8.27738,8.27738,0.2441508270654
"DND1P1",0,0,10.72532,10.72532,0.0852855188600396
"DNER",0.16446,0.16446,157.45688,157.45688,0.00734875001956368
"DNHD1",4.0862,4.0862,18.83674,18.83674,0.256403017834584
"DNLZ",1.96087,1.96087,52.87979,52.87979,0.0549532579841161
"DNM1",2.26449,2.26449,160.17452,160.17452,0.0202543801588489
"DNM1L",106.10207,106.10207,53.35693,53.35693,1.97034803106062
"DNM1P17",0,0,0,0,1
"DNM1P24",0,0,0,0,1
"DNM1P30",0,0,0,0,1
"DNM1P31",0,0,0,0,1
"DNM1P32",0,0,1.36919,1.36919,0.422085185232084
"DNM1P33",0,0,0,0,1
"DNM1P34",0,0,0.33192,0.33192,0.75079584359421
"DNM1P35",0,0,0,0,1
"DNM1P38",0,0,0,0,1
"DNM1P42",0,0,0,0,1
"DNM1P44",0,0,0,0,1
"DNM1P46",0.0506,0.0506,1.3277,1.3277,0.451346823044207
"DNM1P48",0,0,0,0,1
"DNM2",53.29773,53.29773,248.15537,248.15537,0.217927191374603
"DNM3",1.49279,1.49279,37.3623,37.3623,0.0649802019169862
"DNMBP",9.91821,9.91821,1.68037,1.68037,4.07339658330753
"DNMBP-AS1",0.67049,0.67049,0.12447,0.12447,1.4855798731847
"DNMT1",31.23477,31.23477,73.41764,73.41764,0.433160336715865
"DNMT3A",5.61695,5.61695,12.26048,12.26048,0.498997773836241
"DNMT3B",1.82171,1.82171,0.82981,0.82981,1.54207813926036
"DNMT3L",0,0,0,0,1
"DNPEP",27.66725,27.66725,39.76875,39.76875,0.703167254330829
"DNTT",0.0506,0.0506,0,0,1.0506
"DNTTIP1",11.4616,11.4616,21.94854,21.94854,0.543023652049324
"DNTTIP2",56.70078,56.70078,19.97773,19.97773,2.75057310776714
"DOC2A",0.39217,0.39217,31.71958,31.71958,0.0425485290459107
"DOC2B",0.29097,0.29097,38.93894,38.93894,0.0323235919631317
"DOC2GP",0.24036,0.24036,2.26124,2.26124,0.380333860740087
"DOCK1",13.39717,13.39717,169.40618,169.40618,0.08448737011768
"DOCK10",1.17652,1.17652,108.26976,108.26976,0.0199187771621353
"DOCK11",2.5175,2.5175,2.13677,2.13677,1.12137644774721
"DOCK2",2.4163,2.4163,8.50558,8.50558,0.359399426442153
"DOCK3",2.40365,2.40365,18.33885,18.33885,0.176000641196348
"DOCK4",10.13327,10.13327,33.73187,33.73187,0.320549109506629
"DOCK5",16.73698,16.73698,48.93818,48.93818,0.355178742997843
"DOCK6",14.91527,14.91527,22.7576,22.7576,0.669902262854834
"DOCK7",10.5381,10.5381,5.0826,5.0826,1.89690264031828
"DOCK8",3.03619,3.03619,12.34346,12.34346,0.302484513012367
"DOCK9",72.07148,72.07148,77.42149,77.42149,0.93177877645528
"DOHH",0.15181,0.15181,163.82569,163.82569,0.00698804901104919
"DOK1",0.94881,0.94881,8.52632,8.52632,0.204571125051436
"DOK2",0.86025,0.86025,1.90857,1.90857,0.639575461481071
"DOK3",1.36628,1.36628,8.33961,8.33961,0.25335961565847
"DOK4",2.391,2.391,14.04457,14.04457,0.225396937233833
"DOK5",22.7714,22.7714,18.56705,18.56705,1.21486887394881
"DOK6",0.80965,0.80965,43.37844,43.37844,0.0407776839384169
"DOK7",0.31627,0.31627,4.08683,4.08683,0.258760367458712
"DOLK",6.89467,6.89467,4.04533,4.04533,1.56474799468023
"DOLPP1",4.26331,4.26331,12.61315,12.61315,0.3866342470332
"DOM3Z",7.2995,7.2995,38.52404,38.52404,0.209986124900187
"DONSON",13.28332,13.28332,17.13562,17.13562,0.787583771605272
"DOPEY1",13.91586,13.91586,7.40607,7.40607,1.77441539268648
"DOPEY2",6.80612,6.80612,4.06608,4.06608,1.54085999431513
"DOT1L",1.77111,1.77111,17.0319,17.0319,0.153678203628015
"DPAGT1",29.36245,29.36245,18.52556,18.52556,1.55501045808673
"DPCD",26.42747,26.42747,42.65235,42.65235,0.628316001314935
"DPCR1",0.03795,0.03795,0.04149,0.04149,0.996601023533591
"DPEP1",0,0,0,0,1
"DPEP2",0.58194,0.58194,3.48521,3.48521,0.352701434269521
"DPEP3",0.0506,0.0506,0.89205,0.89205,0.555270738088317
"DPF1",0,0,29.74877,29.74877,0.0325216260682948
"DPF2",29.57752,29.57752,43.3162,43.3162,0.689985152156548
"DPF3",35.27037,35.27037,14.08606,14.08606,2.40423079319584
"DPH1",13.70079,13.70079,53.54364,53.54364,0.269523449480086
"DPH2",6.78082,6.78082,14.35575,14.35575,0.506704003386354
"DPH3",38.40776,38.40776,10.89129,10.89129,3.31400209733343
"DPH3P1",2.04943,2.04943,33.10951,33.10951,0.0894011670059171
"DPH3P2",0,0,0,0,1
"DPH5",59.24359,59.24359,15.22706,15.22706,3.712538808632
"DPM1",110.30213,110.30213,22.69537,22.69537,4.69721004567559
"DPM2",7.2995,7.2995,42.17521,42.17521,0.19222836437854
"DPM3",0.24036,0.24036,73.60435,73.60435,0.0166258401822414
"DPP10",0.03795,0.03795,73.14795,73.14795,0.0139983640815424
"DPP3",3.2133,3.2133,23.13102,23.13102,0.174600990757954
"DPP4",9.7411,9.7411,0.6846,0.6846,6.37605366259053
"DPP6",0.72109,0.72109,114.09919,114.09919,0.0149531026239194
"DPP7",2.61871,2.61871,346.88229,346.88229,0.0104021104379875
"DPP8",22.50573,22.50573,6.36881,6.36881,3.18989497625804
"DPP9",6.84407,6.84407,19.85326,19.85326,0.376155574715896
"DPPA2",0,0,0,0,1
"DPPA2P1",0,0,0,0,1
"DPPA3",0,0,0,0,1
"DPPA3P1",0,0,0,0,1
"DPPA3P2",0.0759,0.0759,0,0,1.0759
"DPPA4",0,0,0.24894,0.24894,0.800678975771454
"DPPA5",0,0,0,0,1
"DPPA5P2",0,0,0,0,1
"DPRX",0,0,0,0,1
"DPRXP4",0.41748,0.41748,1.26546,1.26546,0.62569191245928
"DPT",58.88937,58.88937,2.98732,2.98732,15.0199557597584
"DPY19L1",19.84907,19.84907,28.67002,28.67002,0.702698211865041
"DPY19L2",102.98998,102.98998,4.8544,4.8544,17.7627049740366
"DPY19L2P1",56.48572,56.48572,3.21552,3.21552,13.6366853911261
"DPY19L2P2",2.03678,2.03678,4.23204,4.23204,0.580419874465792
"DPY19L2P4",14.47249,14.47249,10.3934,10.3934,1.35802218828445
"DPY19L3",5.83201,5.83201,9.08644,9.08644,0.677346020994523
"DPY19L4",27.6546,27.6546,5.43527,5.43527,4.45274246457414
"DPY30",76.05647,76.05647,53.73035,53.73035,1.40792942124434
"DPYD",12.46102,12.46102,31.22169,31.22169,0.417762693390694
"DPYS",0.26567,0.26567,0.2282,0.2282,1.03050806057645
"DPYSL2",69.54132,69.54132,222.78386,222.78386,0.315220767038338
"DPYSL3",18.33098,18.33098,36.15907,36.15907,0.520222384467641
"DPYSL4",8.95675,8.95675,49.33234,49.33234,0.197820129165463
"DPYSL5",0,0,109.14106,109.14106,0.00907926617012765
"DQX1",0.06325,0.06325,0.62236,0.62236,0.655372420424567
"DR1",31.48779,31.48779,19.0027,19.0027,1.624170237018
"DRAM1",10.81641,10.81641,9.81253,9.81253,1.09284413546136
"DRAM2",75.67695,75.67695,16.43028,16.43028,4.39906587845978
"DRAP1",23.84672,23.84672,227.84571,227.84571,0.108574113100045
"DRAXIN",0.06325,0.06325,1.16174,1.16174,0.491849158548207
"DRAXINP1",0,0,0,0,1
"DRD1",0,0,0.10373,0.10373,0.906018682105225
"DRD2",0,0,5.26931,5.26931,0.159507186596292
"DRD3",0,0,0,0,1
"DRD4",0,0,4.41875,4.41875,0.184544405997693
"DRD5",0,0,3.46447,3.46447,0.223990753661689
"DRD5P1",0,0,0.18671,0.18671,0.842665857707443
"DRD5P2",0,0,0,0,1
"DRG1",100.42187,100.42187,48.8552,48.8552,2.03432881625187
"DRG2",8.41277,8.41277,29.70728,29.70728,0.306532196925289
"DRGX",0,0,0.08298,0.08298,0.923378086391254
"DROSHA",76.99263,76.99263,64.87058,64.87058,1.18402828698335
"DRP2",0.03795,0.03795,3.60968,3.60968,0.225167473664115
"DSC1",3.87114,3.87114,0.4564,0.4564,3.34464432848119
"DSC2",20.97499,20.97499,0.6846,0.6846,13.0446337409474
"DSC3",0,0,1.22397,1.22397,0.449646353143253
"DSCAM",0,0,9.35613,9.35613,0.0965611671541396
"DSCAML1",0.22771,0.22771,27.15561,27.15561,0.0436044539613953
"DSCC1",3.87114,3.87114,1.65962,1.65962,1.83151728442409
"DSCR10",0,0,0,0,1
"DSCR3",44.01205,44.01205,12.136,12.136,3.42661769183922
"DSCR4",0,0,0,0,1
"DSCR6",0,0,0,0,1
"DSCR8",0,0,0,0,1
"DSCR9",0,0,0.49789,0.49789,0.66760576544339
"DSE",9.09591,9.09591,5.49751,5.49751,1.5538121526554
"DSEL",1.35363,1.35363,7.0534,7.0534,0.292252961482107
"DSG1",0.31627,0.31627,0.97503,0.97503,0.666455699407098
"DSG2",33.66372,33.66372,0.58087,0.58087,21.9269895690348
"DSG3",0.0253,0.0253,0.72609,0.72609,0.594001471533929
"DSG4",0,0,0,0,1
"DSN1",8.41277,8.41277,5.43527,5.43527,1.46268454936623
"DSP",173.97349,173.97349,4.6262,4.6262,31.0997636059863
"DSPP",0,0,0,0,1
"DST",432.21381,432.21381,422.58191,422.58191,1.02273916749655
"DSTN",863.52942,863.52942,117.02428,117.02428,7.32501329387479
"DSTNP1",3.93439,3.93439,7.98694,7.98694,0.549062305968439
"DSTNP2",5.76875,5.76875,18.67078,18.67078,0.344101759055818
"DSTYK",6.46455,6.46455,10.80831,10.80831,0.632143803812739
"DTD1",21.08885,21.08885,156.19142,156.19142,0.140521982688368
"DTHD1",0.03795,0.03795,0.62236,0.62236,0.639777854483592
"DTL",0.11386,0.11386,0.39416,0.39416,0.798947036208183
"DTNA",256.84874,256.84874,275.53917,275.53917,0.932413082747012
"DTNB",9.98146,9.98146,106.07076,106.07076,0.102562641752053
"DTNBP1",13.58694,13.58694,109.45224,109.45224,0.132065587805191
"DTWD1",27.604,27.604,9.04495,9.04495,2.84760003782995
"DTWD2",16.81288,16.81288,4.56397,4.56397,3.20146945436442
"DTX1",0.56928,0.56928,22.25971,22.25971,0.0674677371299986
"DTX2",1.53074,1.53074,33.98081,33.98081,0.0723465237082846
"DTX2P1",1.22713,1.22713,15.41376,15.41376,0.135686765250619
"DTX3",32.72756,32.72756,81.46682,81.46682,0.408983394776226
"DTX3L",10.20918,10.20918,2.30273,2.30273,3.39391352002737
"DTX4",2.30244,2.30244,21.18096,21.18096,0.1488862519927
"DTYMK",4.79464,4.79464,35.05957,35.05957,0.160696314459657
"DUOX1",0.53133,0.53133,27.25933,27.25933,0.0541884750983127
"DUOX2",0.24036,0.24036,1.05801,1.05801,0.602698723524181
"DUOXA1",0.12651,0.12651,3.90012,3.90012,0.229894369933798
"DUOXA2",0,0,0.14522,0.14522,0.873194670019734
"DUPD1",0.16446,0.16446,0,0,1.16446
"DUS1L",15.69961,15.69961,96.36195,96.36195,0.171520907294893
"DUS2L",8.00794,8.00794,10.47638,10.47638,0.784911269930065
"DUS3L",1.16387,1.16387,45.12104,45.12104,0.0469171987448679
"DUS4L",16.76228,16.76228,4.93738,4.93738,2.991602356595
"DUSP1",32.55045,32.55045,104.09995,104.09995,0.319224224178984
"DUSP10",3.84584,3.84584,20.35115,20.35115,0.226959203602616
"DUSP11",18.97617,18.97617,7.53055,7.53055,2.34172122547784
"DUSP12",18.87496,18.87496,15.20631,15.20631,1.22637170336739
"DUSP13",8.72904,8.72904,1.3277,1.3277,4.1796795119646
"DUSP14",12.2586,12.2586,6.78372,6.78372,1.70337576377362
"DUSP15",2.35304,2.35304,16.26432,16.26432,0.194217901429075
"DUSP16",6.80612,6.80612,11.0365,11.0365,0.648537365513231
"DUSP18",1.89762,1.89762,6.61775,6.61775,0.380377408027305
"DUSP19",7.03383,7.03383,1.41068,1.41068,3.33259910066869
"DUSP2",0.16446,0.16446,6.65924,6.65924,0.15203336101232
"DUSP21",0,0,0,0,1
"DUSP22",39.69814,39.69814,47.56899,47.56899,0.837944952118626
"DUSP23",10.24713,10.24713,30.18442,30.18442,0.360665037220509
"DUSP26",27.97087,27.97087,42.50714,42.50714,0.665887714062565
"DUSP27",70.79375,70.79375,0.37342,0.37342,52.2737036012291
"DUSP28",21.80994,21.80994,13.29774,13.29774,1.59535283198603
"DUSP3",323.48038,323.48038,89.22557,89.22557,3.5963239689148
"DUSP4",0.73375,0.73375,1.84633,1.84633,0.609117705958199
"DUSP5",8.98205,8.98205,4.97887,4.97887,1.66955461483524
"DUSP5P",0.11386,0.11386,0.35267,0.35267,0.823452874684882
"DUSP6",11.39835,11.39835,14.74991,14.74991,0.787201323690104
"DUSP7",7.3501,7.3501,44.89285,44.89285,0.181947732598869
"DUSP8",1.01206,1.01206,51.5106,51.5106,0.0383172159525886
"DUSP9",0,0,3.09105,3.09105,0.244436024981362
"DUT",110.15032,110.15032,185.8987,185.8987,0.594708898456758
"DUTP1",0.55663,0.55663,0,0,1.55663
"DUTP2",0,0,0,0,1
"DUTP3",0,0,0,0,1
"DUTP4",0,0,0,0,1
"DUTP5",0,0,0,0,1
"DUTP6",1.13857,1.13857,2.61391,2.61391,0.591760724533815
"DUTP7",0,0,0,0,1
"DUTP8",0,0,0,0,1
"DUX4",0,0,0,0,1
"DUX4L10",0,0,0,0,1
"DUX4L12",0,0,0,0,1
"DUX4L14",0,0,0,0,1
"DUX4L15",0,0,0,0,1
"DUX4L2",0,0,0,0,1
"DUX4L3",0,0,0,0,1
"DUX4L4",0,0,0,0,1
"DUX4L5",0,0,0,0,1
"DUX4L6",0,0,0,0,1
"DUX4L7",0,0,0,0,1
"DUX4L8",0,0,0.18671,0.18671,0.842665857707443
"DUX4L9",0,0,0,0,1
"DUXA",0,0,0,0,1
"DUXAP1",0,0,0,0,1
"DUXAP5",0,0,0,0,1
"DUXAP7",0,0,0,0,1
"DVL1",1.36628,1.36628,102.75151,102.75151,0.0228071861315561
"DVL2",3.76993,3.76993,44.58167,44.58167,0.104645792925095
"DVL3",34.54927,34.54927,44.229,44.229,0.785983992571138
"DYDC1",0,0,0.41491,0.41491,0.706758733771053
"DYDC2",0.10121,0.10121,2.98732,2.98732,0.276177984209946
"DYM",35.54868,35.54868,72.96125,72.96125,0.494159847217293
"DYNC1H1",182.1965,182.1965,285.72512,285.72512,0.638927276410243
"DYNC1I1",48.76875,48.76875,179.28095,179.28095,0.276062168520856
"DYNC1I2",117.1715,117.1715,133.10189,133.10189,0.88120681968017
"DYNC1LI1",84.70961,84.70961,18.96121,18.96121,4.29380834127791
"DYNC1LI2",68.2636,68.2636,345.65831,345.65831,0.199803662574828
"DYNC2H1",9.14651,9.14651,9.75029,9.75029,0.943835933728299
"DYNC2LI1",26.76905,26.76905,20.74531,20.74531,1.27701329620042
"DYNLL1",236.74665,236.74665,549.04531,549.04531,0.432231028385643
"DYNLL1P1",0,0,0,0,1
"DYNLL2",288.66544,288.66544,192.51645,192.51645,1.49685176634855
"DYNLRB1",174.9223,174.9223,303.00596,303.00596,0.578680431133653
"DYNLRB2",0.51868,0.51868,11.2647,11.2647,0.123825287206373
"DYNLT1",284.94611,284.94611,34.06379,34.06379,8.15502574022945
"DYNLT3",41.78552,41.78552,21.67885,21.67885,1.88658243253075
"DYNLT3P1",0,0,0,0,1
"DYNLT3P2",0.67049,0.67049,0,0,1.67049
"DYRK1A",44.96086,44.96086,66.86213,66.86213,0.677268161196827
"DYRK1B",2.45425,2.45425,18.02767,18.02767,0.181538254552449
"DYRK2",13.7514,13.7514,4.16981,4.16981,2.85337372166482
"DYRK3",18.22977,18.22977,2.46869,2.46869,5.54381337046551
