"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Heart","dHs_Avg__TPM","FoldChange"
"A1BG",8.87899,8.87899,0,0,9.87899
"A1CF",0,0,0,0,1
"A2LD1",21.24319,21.24319,3.99765,3.99765,4.45072984302622
"A2M",91.00966,91.00966,723.94074,723.94074,0.126920250060715
"A2ML1",3.36074,3.36074,0.46808,0.46808,2.97036946215465
"A2MP1",0.6846,0.6846,2.11268,2.11268,0.541205649151214
"A3GALT2P",0.93354,0.93354,0,0,1.93354
"A4GALT",3.21552,3.21552,7.94469,7.94469,0.47128743422075
"A4GNT",0.14522,0.14522,0.10121,0.10121,1.0399651292669
"AAAS",41.49062,41.49062,40.00176,40.00176,1.03631209977328
"AACP",0,0,0,0,1
"AACS",19.77028,19.77028,7.10974,7.10974,2.56115239206189
"AACSP1",0,0,0,0,1
"AADAC",0,0,0.11386,0.11386,0.897778895013736
"AADACL2",0,0,0,0,1
"AADACL3",0,0,0,0,1
"AADACL4",0,0,0.06325,0.06325,0.940512579355749
"AADAT",9.04495,9.04495,4.46572,4.46572,1.83780910840658
"AAED1",4.06608,4.06608,18.7358,18.7358,0.256694940159507
"AAGAB",13.06954,13.06954,32.38599,32.38599,0.421420482064483
"AAK1",24.23052,24.23052,11.08208,11.08208,2.08825963741343
"AAMP",147.04274,147.04274,28.35039,28.35039,5.04397863197048
"AANAT",1.70112,1.70112,0.08856,0.08856,2.48136988314838
"AAR2",10.64234,10.64234,11.34775,11.34775,0.942871373327124
"AARD",3.92086,3.92086,0.11386,0.11386,4.41784425331729
"AARS",80.9067,80.9067,45.03677,45.03677,1.77915826848843
"AARS2",13.38072,13.38072,2.13798,2.13798,4.58279530143596
"AARSD1",16.24358,16.24358,28.29979,28.29979,0.588522306815168
"AASDH",2.40646,2.40646,8.52662,8.52662,0.357572780272542
"AASDHPPT",24.45872,24.45872,40.52044,40.52044,0.613161132203801
"AASS",13.17327,13.17327,43.22771,43.22771,0.320461312602439
"AATF",41.20018,41.20018,24.35275,24.35275,1.66452081135183
"AATK",483.11672,483.11672,0.83495,0.83495,263.831014469059
"AB019438.63",0,0,0,0,1
"AB019438.66",0,0,0,0,1
"AB019439.68",0,0,0,0,1
"AB019441.29",1.12025,1.12025,0.17711,0.17711,1.80123352957668
"ABAT",82.52483,82.52483,46.07413,46.07413,1.77432551594687
"ABC11-48400900C8.1",1.12025,1.12025,0,0,2.12025
"ABC12-47043100G14.2",0,0,0,0,1
"ABC7-42389800N19.1",25.76567,25.76567,2.56811,2.56811,7.50135786172511
"ABCA1",2.48944,2.48944,15.72492,15.72492,0.208637171358667
"ABCA10",5.33154,5.33154,28.56546,28.56546,0.214153272095208
"ABCA11P",6.26508,6.26508,9.27302,9.27302,0.707200024919644
"ABCA12",0.20745,0.20745,0,0,1.20745
"ABCA13",0.37342,0.37342,0.0253,0.0253,1.33952989368965
"ABCA17P",10.01998,10.01998,1.08797,1.08797,5.27784403032611
"ABCA2",1729.4948,1729.4948,0.78435,0.78435,969.818028974136
"ABCA3",41.46987,41.46987,1.10062,1.10062,20.2177785606154
"ABCA4",0.04149,0.04149,0.0506,0.0506,0.991328764515515
"ABCA5",15.64196,15.64196,33.05648,33.05648,0.488657665149187
"ABCA6",9.25241,9.25241,30.9185,30.9185,0.321205883735138
"ABCA7",20.53785,20.53785,1.44219,1.44219,8.81907222615767
"ABCA8",43.39918,43.39918,93.07177,93.07177,0.471971346983266
"ABCA9",3.17403,3.17403,44.49278,44.49278,0.0917514823231291
"ABCB1",22.50866,22.50866,11.91703,11.91703,1.81997409621252
"ABCB10",4.64695,4.64695,14.34598,14.34598,0.367975847746446
"ABCB10P1",0,0,0.0759,0.0759,0.929454410261177
"ABCB10P3",0,0,0,0,1
"ABCB10P4",0,0,0.20241,0.20241,0.831663076654386
"ABCB11",0.14522,0.14522,0.06325,0.06325,1.07709381612979
"ABCB4",2.38571,2.38571,7.66637,7.66637,0.390672219164425
"ABCB5",0.08298,0.08298,0,0,1.08298
"ABCB6",42.36192,42.36192,17.10385,17.10385,2.39517671655477
"ABCB7",9.43911,9.43911,55.72667,55.72667,0.184024727698629
"ABCB8",23.23474,23.23474,6.61636,6.61636,3.18193205153118
"ABCB9",23.31773,23.31773,0.8223,0.8223,13.3445261482742
"ABCC1",2.15751,2.15751,6.17358,6.17358,0.440158191586349
"ABCC10",32.79833,32.79833,5.79406,5.79406,4.97468818350147
"ABCC11",0.70534,0.70534,0.10121,0.10121,1.5486056247219
"ABCC12",0.85056,0.85056,0.24036,0.24036,1.49195394885356
"ABCC13",0,0,0,0,1
"ABCC2",0.47714,0.47714,0.22771,0.22771,1.20316687165536
"ABCC3",3.25701,3.25701,1.12592,1.12592,2.00243188831188
"ABCC4",2.67614,2.67614,2.60606,2.60606,1.01943395284604
"ABCC5",24.9566,24.9566,58.93997,58.93997,0.433043259781411
"ABCC6",0.18671,0.18671,0.55663,0.55663,0.762358428142847
"ABCC6P1",0.4564,0.4564,0.16446,0.16446,1.25070848290195
"ABCC6P2",0.58087,0.58087,0.15181,0.15181,1.37250935484151
"ABCC8",42.46564,42.46564,1.54339,1.54339,17.0896480681295
"ABCC9",2.36497,2.36497,61.837,61.837,0.0535507742253768
"ABCD1",4.41875,4.41875,0.64519,0.64519,3.29369252183638
"ABCD1P2",0,0,0,0,1
"ABCD1P3",0,0,0,0,1
"ABCD1P4",0,0,0,0,1
"ABCD1P5",0,0,0,0,1
"ABCD2",0.6846,0.6846,4.75669,4.75669,0.292633440397173
"ABCD3",18.04842,18.04842,69.59193,69.59193,0.269838492870219
"ABCD4",110.40653,110.40653,31.47513,31.47513,3.43051836897959
"ABCE1",12.79985,12.79985,44.60664,44.60664,0.302584228963151
"ABCF1",50.45259,50.45259,71.80581,71.80581,0.706709945263984
"ABCF2",18.83674,18.83674,34.68843,34.68843,0.555831119497271
"ABCF3",38.0054,38.0054,31.91791,31.91791,1.18492941988115
"ABCG1",17.71649,17.71649,14.34598,14.34598,1.21963471866899
"ABCG2",17.34308,17.34308,2.97293,2.97293,4.61701565343462
"ABCG4",5.18633,5.18633,1.02471,1.02471,3.0554153434319
"ABCG5",0.10373,0.10373,0.06325,0.06325,1.03807194921232
"ABCG8",0.18671,0.18671,0,0,1.18671
"ABHD1",7.0949,7.0949,11.14533,11.14533,0.666503092135002
"ABHD10",14.95737,14.95737,71.17327,71.17327,0.221098060265248
"ABHD11",16.18134,16.18134,9.04531,9.04531,1.71038424896793
"ABHD12",147.18796,147.18796,28.31244,28.31244,5.05546314124652
"ABHD12B",6.05763,6.05763,0.43013,0.43013,4.93495696195451
"ABHD13",1.72186,1.72186,8.53927,8.53927,0.285332106125521
"ABHD14A",73.3969,73.3969,3.30185,3.30185,17.2941641386845
"ABHD14A-ACY1",0.78832,0.78832,0.29097,0.29097,1.38525294933267
"ABHD14B",11.78333,11.78333,13.7514,13.7514,0.866584188619385
"ABHD15",2.28198,2.28198,4.35187,4.35187,0.613239858217782
"ABHD16A",50.39035,50.39035,17.74904,17.74904,2.74095900376766
"ABHD16B",4.23204,4.23204,0.0506,0.0506,4.98004949552637
"ABHD2",9.37688,9.37688,18.11591,18.11591,0.542839969428607
"ABHD3",4.41875,4.41875,11.79052,11.79052,0.42365361220654
"ABHD4",21.57512,21.57512,10.93027,10.93027,1.89225558180997
"ABHD5",4.89589,4.89589,29.64077,29.64077,0.192419772740698
"ABHD6",33.79411,33.79411,6.11033,6.11033,4.89345923466281
"ABHD8",42.59012,42.59012,0.37952,0.37952,31.598034098817
"ABI1",26.90666,26.90666,24.88408,24.88408,1.07813992229973
"ABI2",41.15869,41.15869,57.51043,57.51043,0.720532903278954
"ABI3",5.29005,5.29005,1.26508,1.26508,2.77696593497801
"ABI3BP",6.14061,6.14061,33.27154,33.27154,0.208353928653337
"ABL1",41.69807,41.69807,13.83995,13.83995,2.87723813085624
"ABL2",4.06608,4.06608,3.52957,3.52957,1.1184461218173
"ABLIM1",28.96045,28.96045,752.16463,752.16463,0.0397794171508027
"ABLIM2",57.71345,57.71345,7.41336,7.41336,6.97859713598372
"ABLIM3",20.45487,20.45487,133.68077,133.68077,0.159301658284252
"ABO",1.24472,1.24472,0.17711,0.17711,1.9069755587838
"ABP1",0.31118,0.31118,0.0253,0.0253,1.27882570954842
"ABR",149.67739,149.67739,99.67548,99.67548,1.4966642324427
"ABRA",0.26969,0.26969,26.17446,26.17446,0.0467236515463417
"ABRACL",10.60085,10.60085,12.22065,12.22065,0.877479549038814
"ABT1",5.91241,5.91241,6.18623,6.18623,0.961896571637702
"ABT1P1",0,0,0,0,1
"ABTB1",51.5106,51.5106,4.75669,4.75669,9.12166540147203
"ABTB2",17.65426,17.65426,9.24772,9.24772,1.82033271791189
"AC000041.8",0,0,0,0,1
"AC000059.1",0,0,0.17711,0.17711,0.849538275947023
"AC000077.2",0,0,0,0,1
"AC000078.5",0.93354,0.93354,0,0,1.93354
"AC000081.2",0,0,0,0,1
"AC000089.3",0.39416,0.39416,0,0,1.39416
"AC000094.3",0,0,0,0,1
"AC000110.1",0,0,0,0,1
"AC000111.4",0,0,0,0,1
"AC000111.5",0,0,0,0,1
"AC000362.1",0,0,0,0,1
"AC000367.1",0,0,0,0,1
"AC000374.1",0,0,0.36687,0.36687,0.731598469496002
"AC002055.4",14.21054,14.21054,16.2436,16.2436,0.882097705815491
"AC002056.3",0,0,0,0,1
"AC002069.5",0,0,0,0,1
"AC002069.6",0,0,0,0,1
"AC002075.3",0,0,0,0,1
"AC002075.4",0,0,0,0,1
"AC002076.9",0,0,0,0,1
"AC002127.2",0,0,0,0,1
"AC002128.4",0.43565,0.43565,0.15181,0.15181,1.24642953264861
"AC002310.10",0,0,0.15181,0.15181,0.868198748057405
"AC002310.11",2.92509,2.92509,0,0,3.92509
"AC002310.13",0,0,0,0,1
"AC002310.17",0,0,0.92351,0.92351,0.519882922365883
"AC002314.4",0,0,0,0,1
"AC002365.1",0,0,0,0,1
"AC002366.3",0,0,0,0,1
"AC002398.9",3.73416,3.73416,0,0,4.73416
"AC002400.1",0,0,0.55663,0.55663,0.64241341873149
"AC002429.4",32.42492,32.42492,0,0,33.42492
"AC002472.13",1.05801,1.05801,0,0,2.05801
"AC002486.2",0,0,0,0,1
"AC002486.3",0,0,0,0,1
"AC002511.4",0.06224,0.06224,0.0759,0.0759,0.987303652755832
"AC002519.6",0,0,0,0,1
"AC002523.1",0,0,0,0,1
"AC002542.2",0,0,0,0,1
"AC002543.2",0,0,0.0506,0.0506,0.951837045497811
"AC002553.1",0,0,0,0,1
"AC002553.4",0,0,0,0,1
"AC002984.2",0,0,0.30362,0.30362,0.767094705512343
"AC002994.1",1.07876,1.07876,0.17711,0.17711,1.76598618650763
"AC003009.2",0,0,0,0,1
"AC003029.1",7.65502,7.65502,3.39041,3.39041,1.97134663960769
"AC003045.1",0,0,0,0,1
"AC003079.1",2.6554,2.6554,0,0,3.6554
"AC003080.4",0,0,0,0,1
"AC003087.4",0,0,0,0,1
"AC003101.1",0,0,0,0,1
"AC003102.1",0.43565,0.43565,0.03795,0.03795,1.38315911171058
"AC003682.1",0.02075,0.02075,0.48073,0.48073,0.689355925793359
"AC003958.6",0,0,0,0,1
"AC003989.3",0,0,0,0,1
"AC003989.4",0,0,0.24036,0.24036,0.806217549743623
"AC004006.2",0,0,0,0,1
"AC004014.4",0,0,0,0,1
"AC004016.2",0,0,0,0,1
"AC004017.1",1.65962,1.65962,4.87055,4.87055,0.453044433656131
"AC004019.10",0.24894,0.24894,0,0,1.24894
"AC004022.7",0,0,0,0,1
"AC004022.8",0,0,0,0,1
"AC004057.1",0,0,11.71462,11.71462,0.07864961752691
"AC004062.2",0,0,0,0,1
"AC004066.2",0,0,0,0,1
"AC004069.1",0,0,0,0,1
"AC004074.3",0,0,0,0,1
"AC004074.4",0,0,0,0,1
"AC004112.5",0,0,0,0,1
"AC004112.7",0,0,0,0,1
"AC004129.7",0,0,0,0,1
"AC004129.9",0,0,0,0,1
"AC004148.1",12.57166,12.57166,5.95852,5.95852,1.95036588240028
"AC004152.5",18.85748,18.85748,0,0,19.85748
"AC004159.1",0,0,0,0,1
"AC004161.4",0,0,0,0,1
"AC004166.6",4.83366,4.83366,0.75905,0.75905,3.3163696313351
"AC004166.7",19.33463,19.33463,13.30862,13.30862,1.42114543540887
"AC004258.1",28.85672,28.85672,0,0,29.85672
"AC004381.6",1.38994,1.38994,10.17123,10.17123,0.213937050799241
"AC004383.3",5.16558,5.16558,3.49161,3.49161,1.37268818975824
"AC004386.3",0,0,0,0,1
"AC004386.4",0,0,0,0,1
"AC004453.8",4.58471,4.58471,0,0,5.58471
"AC004461.4",0,0,0,0,1
"AC004478.2",0,0,0,0,1
"AC004507.1",0.16596,0.16596,2.74522,2.74522,0.311319495249945
"AC004510.2",0,0,0,0,1
"AC004593.2",0,0,0.11386,0.11386,0.897778895013736
"AC004659.1",0,0,0,0,1
"AC004692.5",0,0,0,0,1
"AC004706.1",8.02843,8.02843,0.36687,0.36687,6.60518556995179
"AC004771.1",1.22397,1.22397,0,0,2.22397
"AC004790.4",0,0,0,0,1
"AC004790.5",0,0,0,0,1
"AC004797.1",0.51863,0.51863,1.39159,1.39159,0.634987602390042
"AC004832.1",0,0,0,0,1
"AC004837.3",0.62236,0.62236,0,0,1.62236
"AC004854.5",0,0,0.46808,0.46808,0.681161789548253
"AC004866.1",0,0,0,0,1
"AC004866.3",0,0,0,0,1
"AC004870.5",0,0,0.11386,0.11386,0.897778895013736
"AC004876.1",0,0,0,0,1
"AC004878.3",0.76758,0.76758,0,0,1.76758
"AC004878.5",0,0,0,0,1
"AC004878.6",0,0,0,0,1
"AC004889.1",0,0,0,0,1
"AC004893.10",0,0,0.20241,0.20241,0.831663076654386
"AC004894.2",0,0,0,0,1
"AC004899.3",0.31118,0.31118,0,0,1.31118
"AC004907.2",0,0,0,0,1
"AC004909.3",0,0,0,0,1
"AC004911.2",0,0,0,0,1
"AC004917.1",0.66385,0.66385,0,0,1.66385
"AC004920.2",0,0,0,0,1
"AC004938.5",0,0,0,0,1
"AC004941.5",0,0,0,0,1
"AC004945.1",0,0,0,0,1
"AC004951.5",1.03727,1.03727,0,0,2.03727
"AC004954.2",0,0,0,0,1
"AC004957.5",0,0,0,0,1
"AC004967.11",1.14099,1.14099,0.78435,0.78435,1.19987110152156
"AC004967.7",28.19287,28.19287,0.59459,0.59459,18.307445801115
"AC004967.8",6.16136,6.16136,10.46219,10.46219,0.624781128213718
"AC004980.10",2.34422,2.34422,0.50603,0.50603,2.22055337543077
"AC004980.11",1.01652,1.01652,0.22771,0.22771,1.64250515186811
"AC004980.7",19.16866,19.16866,2.34039,2.34039,6.0378159436473
"AC004980.8",0,0,0,0,1
"AC004980.9",12.88284,12.88284,0.43013,0.43013,9.70739722962248
"AC004985.12",1.49366,1.49366,0,0,2.49366
"AC004987.10",0,0,0,0,1
"AC004987.8",1.24472,1.24472,0,0,2.24472
"AC004987.9",0,0,0,0,1
"AC004996.1",0,0,0,0,1
"AC005000.1",0,0,0.65784,0.65784,0.603194518168219
"AC005003.1",5.45602,5.45602,0.96146,0.96146,3.29143597116434
"AC005007.3",0,0,0,0,1
"AC005008.2",0,0,0,0,1
"AC005008.3",0,0,0,0,1
"AC005013.1",0,0,0,0,1
"AC005014.5",0,0,0,0,1
"AC005017.2",0,0,0,0,1
"AC005019.2",0,0,0,0,1
"AC005033.6",0,0,0,0,1
"AC005034.2",0,0,0,0,1
"AC005034.3",0,0,0,0,1
"AC005035.1",195.54527,195.54527,69.64253,69.64253,2.78225128686642
"AC005037.1",0,0,0,0,1
"AC005037.4",0,0,0,0,1
"AC005037.6",0,0,0,0,1
"AC005040.3",0,0,0,0,1
"AC005041.11",0,0,0,0,1
"AC005042.2",0.39416,0.39416,0.51868,0.51868,0.918007743566782
"AC005042.3",0,0,0,0,1
"AC005046.5",0,0,0,0,1
"AC005071.2",15.80792,15.80792,1.26508,1.26508,7.42045314072792
"AC005077.12",4.12832,4.12832,0.03795,0.03795,4.94081603160075
"AC005077.14",2.26124,2.26124,0,0,3.26124
"AC005077.5",2.46869,2.46869,0,0,3.46869
"AC005077.7",2.21975,2.21975,0,0,3.21975
"AC005077.8",1.3277,1.3277,0,0,2.3277
"AC005077.9",0,0,0,0,1
"AC005082.1",0.41491,0.41491,0,0,1.41491
"AC005086.1",0,0,0,0,1
"AC005086.2",12.77911,12.77911,0,0,13.77911
"AC005086.3",0,0,0,0,1
"AC005086.4",0,0,0,0,1
"AC005094.2",0,0,0,0,1
"AC005102.1",0,0,0,0,1
"AC005105.2",0,0,0,0,1
"AC005154.7",3.54745,3.54745,2.26449,2.26449,1.39300472661886
"AC005154.8",0,0,0.797,0.797,0.556483027267668
"AC005178.1",0,0,0,0,1
"AC005189.6",0,0,0,0,1
"AC005204.2",1.57664,1.57664,0,0,2.57664
"AC005205.2",0,0,0,0,1
"AC005205.3",0,0,0,0,1
"AC005205.4",0,0,0,0,1
"AC005215.1",0,0,0,0,1
"AC005229.5",0,0,0,0,1
"AC005229.7",0,0,0,0,1
"AC005237.2",0,0,0,0,1
"AC005251.4",0,0,0,0,1
"AC005255.1",0,0,0.55663,0.55663,0.64241341873149
"AC005262.4",1.53515,1.53515,0,0,2.53515
"AC005280.1",0.02075,0.02075,0,0,1.02075
"AC005300.5",0,0,0,0,1
"AC005324.8-001",0.14522,0.14522,0,0,1.14522
"AC005326.2",0,0,0,0,1
"AC005329.1",30.80678,30.80678,0.51868,0.51868,20.9437011088577
"AC005336.2",0,0,0,0,1
"AC005336.4",0.20745,0.20745,0.0759,0.0759,1.12226972766986
"AC005336.5",0.62236,0.62236,0,0,1.62236
"AC005351.1",0,0,0,0,1
"AC005357.1",0,0,0,0,1
"AC005363.9",0,0,0.44278,0.44278,0.693106364102635
"AC005392.1",0,0,0,0,1
"AC005392.8",0,0,0,0,1
"AC005481.5",0.06224,0.06224,0.0253,0.0253,1.03602847946942
"AC005488.11",0,0,0,0,1
"AC005488.12",0,0,0,0,1
"AC005488.13",0,0,0,0,1
"AC005493.1",0,0,0,0,1
"AC005510.1",0,0,0,0,1
"AC005517.3",3.21552,3.21552,2.59341,2.59341,1.17312524871918
"AC005522.6",0,0,0,0,1
"AC005534.6",0,0,0,0,1
"AC005537.2",0.56012,0.56012,0.0759,0.0759,1.45006041453667
"AC005539.2",0,0,0,0,1
"AC005544.1",0,0,0,0,1
"AC005550.6",0,0,0,0,1
"AC005559.3",6.72148,6.72148,0,0,7.72148
"AC005562.2",0,0,0,0,1
"AC005588.2",0,0,0,0,1
"AC005594.1",1.26546,1.26546,0.11386,0.11386,2.03388217549782
"AC005609.1",0.33192,0.33192,0,0,1.33192
"AC005609.2",0,0,0,0,1
"AC005618.1",1.63888,1.63888,1.27773,1.27773,1.15855698436601
"AC005682.6",0,0,0.18976,0.18976,0.840505648197956
"AC005682.7",0,0,0.25302,0.25302,0.798071858390129
"AC005722.4",0,0,0,0,1
"AC005730.2",0,0,0,0,1
"AC005740.3",0.72609,0.72609,0.24036,0.24036,1.39160405043697
"AC005740.4",0,0,0,0,1
"AC005741.2",0,0,0,0,1
"AC005754.1",0.2282,0.2282,0.0253,0.0253,1.19789329952209
"AC005758.1",0,0,0,0,1
"AC005777.3",0,0,0,0,1
"AC005779.1",0,0,0,0,1
"AC005779.2",0,0,0,0,1
"AC005786.3",26.9689,26.9689,0,0,27.9689
"AC005822.1",0,0,0.10121,0.10121,0.908092007882239
"AC005831.1",0.14522,0.14522,0,0,1.14522
"AC005838.1",0,0,0,0,1
"AC005838.2",0,0,0,0,1
"AC005841.1",0.31118,0.31118,0.10121,0.10121,1.19067207889503
"AC005884.1",8.85825,8.85825,0.27832,0.27832,7.71187965454659
"AC005943.2",22.32195,22.32195,22.822,22.822,0.979008899336748
"AC006001.1",0,0,0,0,1
"AC006011.4",0.43565,0.43565,0,0,1.43565
"AC006014.10",0,0,0,0,1
"AC006014.7",0.37342,0.37342,0.27832,0.27832,1.07439451780462
"AC006014.8",1.14099,1.14099,0.30362,0.30362,1.64234209355487
"AC006022.4",0,0,0,0,1
"AC006023.8",0,0,0,0,1
"AC006024.4",0.33192,0.33192,0,0,1.33192
"AC006026.10",0,0,0.0759,0.0759,0.929454410261177
"AC006026.11",0,0,0.20241,0.20241,0.831663076654386
"AC006026.12",0,0,0,0,1
"AC006026.9",0,0,0,0,1
"AC006028.11",0,0,0,0,1
"AC006030.1",0,0,0,0,1
"AC006033.22",0,0,0,0,1
"AC006035.1",0.66385,0.66385,0.41748,0.41748,1.17380844879646
"AC006035.2",0.85056,0.85056,0.51868,0.51868,1.21853188295098
"AC006042.8",0.16596,0.16596,0.06325,0.06325,1.09660004702563
"AC006045.3",0,0,0,0,1
"AC006052.1",0,0,0,0,1
"AC006070.11",0,0,0,0,1
"AC006070.12",0,0,0,0,1
"AC006070.13",0,0,0,0,1
"AC006111.1",2.6554,2.6554,0.39217,0.39217,2.62568508156331
"AC006116.13",0,0,0.40482,0.40482,0.711834968180977
"AC006116.14",0,0,0,0,1
"AC006116.20",0,0,0.72109,0.72109,0.581027139777699
"AC006116.22",0,0,0.29097,0.29097,0.774611338760777
"AC006116.26",0.8713,0.8713,0,0,1.8713
"AC006116.27",11.84557,11.84557,39.72344,39.72344,0.315434305156932
"AC006126.3",0,0,0.22771,0.22771,0.814524602715625
"AC006130.4",0,0,0,0,1
"AC006132.1",35.76491,35.76491,0,0,36.76491
"AC006133.3",0,0,0,0,1
"AC006153.3",0,0,0,0,1
"AC006156.1",0,0,0,0,1
"AC006160.4",0,0,0,0,1
"AC006195.2",0,0,0,0,1
"AC006230.4",0,0,0,0,1
"AC006326.3",0,0,0,0,1
"AC006326.5",0,0,0,0,1
"AC006328.9",0,0,0,0,1
"AC006335.10",0,0,0,0,1
"AC006335.11",0,0,0,0,1
"AC006335.2",0,0,0,0,1
"AC006335.6",0,0,0,0,1
"AC006335.7",0,0,0,0,1
"AC006355.3",0,0,0,0,1
"AC006366.3",0,0,0,0,1
"AC006372.1",0,0,0,0,1
"AC006374.2",0,0,0,0,1
"AC006390.3",0,0,0,0,1
"AC006390.4",0,0,0,0,1
"AC006427.1",0,0,0,0,1
"AC006427.2",0,0,0,0,1
"AC006445.6",0,0,0,0,1
"AC006445.7",1.70112,1.70112,0,0,2.70112
"AC006455.1",0,0,0,0,1
"AC006461.2",0,0,0,0,1
"AC006465.3",100.24133,100.24133,21.79729,21.79729,4.4409370587469
"AC006465.4",0,0,0,0,1
"AC006466.5",0,0,0,0,1
"AC006483.5",0,0,0,0,1
"AC006486.1",0.2282,0.2282,0.12651,0.12651,1.09026994877986
"AC006499.1",0,0,0,0,1
"AC006499.2",0,0,0,0,1
"AC006499.3",0,0,0,0,1
"AC006499.4",0,0,0,0,1
"AC006499.5",0,0,0,0,1
"AC006499.6",0,0,0,0,1
"AC006499.7",0,0,0,0,1
"AC006499.8",0,0,0,0,1
"AC006509.4",0,0,0,0,1
"AC006509.7",0,0,0,0,1
"AC006538.4",0,0,0,0,1
"AC006539.2",0,0,0,0,1
"AC006547.14",3.54745,3.54745,0,0,4.54745
"AC006548.19",0,0,0,0,1
"AC006548.20",0,0,0,0,1
"AC006946.12",0,0,0,0,1
"AC006946.15",1.92931,1.92931,0.16446,0.16446,2.51559521151435
"AC006960.5",0,0,0,0,1
"AC006978.6",4.39801,4.39801,5.80671,5.80671,0.793042453696426
"AC006987.4",0,0,0,0,1
"AC006987.5",0,0,0,0,1
"AC006987.6",0,0,0,0,1
"AC006987.7",0,0,0,0,1
"AC006989.2",0,0,0,0,1
"AC006994.1",0,0,0,0,1
"AC006995.8",0,0,0,0,1
"AC007000.10",0,0,0.51868,0.51868,0.658466563067927
"AC007000.11",161.70967,161.70967,0,0,162.70967
"AC007000.12",0.6431,0.6431,0.31627,0.31627,1.24830012079589
"AC007014.1",0,0,0,0,1
"AC007016.3",0,0,0,0,1
"AC007040.10",0,0,0,0,1
"AC007041.2",0,0,0,0,1
"AC007050.18",0.47714,0.47714,0.08856,0.08856,1.35696700227824
"AC007064.22",0,0,0,0,1
"AC007064.25",0,0,0,0,1
"AC007115.3",0,0,0,0,1
"AC007136.1",0,0,0,0,1
"AC007161.5",0,0,0,0,1
"AC007163.10",0,0,0,0,1
"AC007163.11",0,0,0,0,1
"AC007163.4",1.01652,1.01652,0,0,2.01652
"AC007163.8",0.97503,0.97503,0.49338,0.49338,1.3225234032865
"AC007163.9",0,0,0,0,1
"AC007189.2",0,0,0,0,1
"AC007229.3",1.0995,1.0995,0,0,2.0995
"AC007237.2",0,0,0,0,1
"AC007238.1",0,0,0.26567,0.26567,0.790095364510496
"AC007241.3",0,0,0,0,1
"AC007242.3",0,0,0,0,1
"AC007248.6",0,0,0,0,1
"AC007248.7",0,0,0,0,1
"AC007253.1",0,0,0,0,1
"AC007256.5",0,0,0.29097,0.29097,0.774611338760777
"AC007272.1",0,0,0,0,1
"AC007272.2",0.31118,0.31118,0.10121,0.10121,1.19067207889503
"AC007272.3",2.17826,2.17826,0.86025,0.86025,1.70851229673431
"AC007274.2",0,0,0,0,1
"AC007274.5",0,0,0,0,1
"AC007276.5",1.74261,1.74261,0.34157,0.34157,2.04432865970467
"AC007279.2",0.37342,0.37342,0,0,1.37342
"AC007282.6",0,0,0.93616,0.93616,0.516486240806545
"AC007283.4",0,0,4.42777,4.42777,0.184237725622125
"AC007308.1",1.53515,1.53515,0.15181,0.15181,2.20101405613773
"AC007312.3",0,0,0,0,1
"AC007316.3",0,0,0,0,1
"AC007318.5",0.70534,0.70534,3.78258,3.78258,0.356573230348473
"AC007322.1",0,0,0,0,1
"AC007322.3",0,0,0,0,1
"AC007322.5",0,0,0,0,1
"AC007322.7",0,0,0,0,1
"AC007327.6",0,0,0,0,1
"AC007347.1",54.08302,54.08302,6.28744,6.28744,7.5586241533378
"AC007362.1",3.73416,3.73416,2.15063,2.15063,1.50260741502493
"AC007365.4",0,0,0,0,1
"AC007383.6",0,0,0,0,1
"AC007386.3",0,0,0,0,1
"AC007387.2",0,0,0,0,1
"AC007389.1",0,0,0,0,1
"AC007389.2",0,0,0,0,1
"AC007389.4",0,0,0,0,1
"AC007390.4",0,0,0,0,1
"AC007390.5",108.29051,108.29051,83.34332,83.34332,1.29578145607738
"AC007394.3",0,0,0,0,1
"AC007395.4",0,0,0,0,1
"AC007401.1",0,0,0,0,1
"AC007401.2",0,0,0,0,1
"AC007405.2",0.12447,0.12447,0.03795,0.03795,1.08335661640734
"AC007405.7",5.22782,5.22782,1.92292,1.92292,2.13068438410904
"AC007431.1",0,0,0,0,1
"AC007551.2",0,0,0.24036,0.24036,0.806217549743623
"AC007556.2",0,0,0,0,1
"AC007557.1",0,0,0,0,1
"AC007559.1",0,0,0,0,1
"AC007560.1",0,0,0,0,1
"AC007562.1",0,0,0,0,1
"AC007563.4",1.45217,1.45217,0.41748,0.41748,1.72995033439625
"AC007566.11",0.2282,0.2282,0,0,1.2282
"AC007568.1",0.89205,0.89205,0,0,1.89205
"AC007618.3",2.71764,2.71764,0,0,3.71764
"AC007663.1",0,0,0,0,1
"AC007677.2",0,0,0,0,1
"AC007679.1",0,0,0,0,1
"AC007679.4",0,0,0,0,1
"AC007690.1",0.26969,0.26969,0.54398,0.54398,0.822348735087242
"AC007731.1",0.20745,0.20745,0.01265,0.01265,1.19236656297832
"AC007742.3",0,0,0,0,1
"AC007742.7",0,0,0,0,1
"AC007742.8",0,0,0,0,1
"AC007790.4",0,0,0,0,1
"AC007842.1",0.31118,0.31118,0.10121,0.10121,1.19067207889503
"AC007875.2",0,0,1.85966,1.85966,0.349691921417231
"AC007875.3",0.76758,0.76758,0.24036,0.24036,1.42505401657583
"AC007881.4",11.74184,11.74184,0,0,12.74184
