"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","FoldChange"
"FAM193B",115.87806,79.19696,137.01134,110.695453333333,52.515676,54.689599,70.266762,59.1573456666667,1.85672177014326
"FAM199X",13.16984,14.09297,11.66705,12.97662,10.923781,10.229398,12.089106,11.0807616666667,1.1569320201527
"FAM200A",5.41703,4.47659,3.34281,4.41214333333333,3.875504,5.276891,5.344101,4.83216533333333,0.927981808471822
"FAM200B",61.97281,55.81921,44.57074,54.12092,35.61248,34.318436,36.485881,35.4722656666667,1.51131055316854
"FAM204A",47.16295,76.93103,52.08659,58.7268566666667,37.968286,30.763476,35.640473,34.790745,1.66877936367814
"FAM205A",0.01657,0,0,0.00552333333333333,0.017521,0.016027,0,0.0111826666666667,0.994403253220322
"FAM207A",47.34517,54.07831,47.49843,49.6406366666667,8.622766,9.854051,5.965934,8.14758366666667,5.53595774709321
"FAM209A",0.33132,0,1.3546,0.561973333333333,0,0.317402,0.474254,0.263885333333333,1.23585050964539
"FAM209B",1.14304,1.10533,1.09242,1.11359666666667,0,0.291167,0.22364,0.171602333333333,1.80402224076599
"FAM20A",1.90507,0.829,0.78654,1.17353666666667,0.260289,0.374,0.35048,0.328256333333333,1.63638343904
"FAM20B",22.7946,19.70252,19.70726,20.7347933333333,14.878918,16.80004,16.76717,16.1487093333333,1.26743027191473
"FAM20C",61.97281,67.70151,50.84124,60.1718533333333,30.033854,46.286348,34.226914,36.8490386666667,1.6162062627817
"FAM210A",3.90954,5.19505,4.36968,4.49142333333333,5.693697,6.549239,6.245537,6.16282433333333,0.766656150951257
"FAM210B",44.82717,44.7659,32.11715,40.5700733333333,4.339734,5.751319,5.411089,5.16738066666667,6.74031255408158
"FAM214A",34.37412,34.67976,27.92226,32.32538,25.746684,25.186405,34.345753,28.4262806666667,1.13250398096522
"FAM214B",23.12591,24.75941,20.69044,22.8585866666667,16.624554,16.855938,14.008989,15.829827,1.41763707176946
"FAM215A",1.54062,1.4922,2.68735,1.90672333333333,0.428314,0.360492,0,0.262935333333333,2.30156149457111
"FAM216A",35.10302,19.73016,38.93386,31.25568,42.827307,44.175293,41.415201,42.8059336666667,0.736331298071256
"FAM216B",0.23192,1.9067,0.06555,0.734723333333333,0.069467,0.021487,0,0.030318,1.68367759597846
"FAM217A",0.06626,0,0.08739,0.0512166666666667,0,0.038317,0,0.0127723333333333,1.03795950192162
"FAM217B",10.33709,13.76137,22.13243,15.4102966666667,10.408646,7.57343,9.129226,9.03710066666667,1.63496384181594
"FAM218A",2.31922,1.93433,1.85711,2.03688666666667,0.591712,1.039373,0.92443,0.851838333333333,1.63993077149463
"FAM219A",70.18947,82.89981,86.71631,79.9351966666667,48.695697,59.881412,71.076903,59.8846706666667,1.32931977426261
"FAM219B",41.61339,43.38424,35.5692,40.1889433333333,228.103384,167.852581,193.35358,196.436515,0.208618670833677
"FAM220A",30.18296,23.90278,35.00114,29.6956266666667,2.449033,4.91202,9.473177,5.61141,4.64282606383006
"FAM221A",17.11251,10.58354,15.97118,14.5557433333333,9.905863,8.415322,8.837286,9.05282366666667,1.54740039705594
"FAM221B",0.81173,0.96716,0.21848,0.66579,0.076099,0.394185,1.231841,0.567375,1.06278969614802
"FAM222A",17.07938,16.7734,9.41666,14.4231466666667,5.057642,5.11785,6.14174,5.43907733333333,2.39524171993172
"FAM222B",16.89716,12.93237,14.61658,14.81537,15.505439,15.790137,16.229142,15.8415726666667,0.93906728979665
"FAM225A",0.33132,0.0829,0.34957,0.254596666666667,0,0,0,0,1.25459666666667
"FAM225B",0.08283,0.0829,0.08739,0.0843733333333333,0.020071,0,0,0.00669033333333333,1.07716672886167
"FAM227A",2.63397,5.08452,1.07057,2.92968666666667,3.131526,1.645393,4.390636,3.05585166666667,0.96889309314813
"FAM227B",6.87482,12.98764,9.94102,9.93449333333333,7.191608,3.387506,3.933401,4.837505,1.87314500515774
"FAM228A",1.67315,2.40409,7.27552,3.78425333333333,1.270463,1.414938,0.202219,0.96254,2.43778640605202
"FAM228B",54.98203,95.58348,79.15677,76.5740933333333,18.456918,19.885308,27.245484,21.86257,3.39306094342558
"FAM24A",0,0,0,0,0,0,0,0,1
"FAM24B",3.396,3.31599,5.13437,3.94878666666667,0.714783,0.491787,0.209503,0.472024333333333,3.36189188901542
"FAM25A",8.82959,3.28836,0,4.03931666666667,0,0,0,0,5.03931666666667
"FAM25C",0,0,0,0,0,0,0,0,1
"FAM25E",0,0,0,0,0.96712,0,0,0.322373333333333,0.756216096311682
"FAM25G",0,0,0,0,0,0,0,0,1
"FAM27C",0,0,0,0,7.052825,9.647427,10.722711,9.14098766666667,0.0986097245031656
"FAM27E3",7.04048,3.78576,14.76952,8.53192,2.464656,2.588836,1.189828,2.08110666666667,3.09366764322776
"FAM32A",49.15085,54.21648,49.2463,50.87121,61.796755,59.045888,70.478759,63.7738006666667,0.80080540999802
"FAM3A",73.63517,72.64787,89.18518,78.4894066666667,11.480069,16.491879,21.409043,16.4603303333333,4.55257175260392
"FAM3B",0.34788,0.77373,0.30588,0.47583,0,0,0.039719,0.0132396666666667,1.45654581887339
"FAM3C",30.49771,25.53314,43.28169,33.10418,145.412875,103.485637,87.114717,112.004409666667,0.301795125522963
"FAM3D",0.18222,0.6632,0,0.281806666666667,0.348869,0,0.297067,0.215312,1.05471407068034
"FAM41C",4.38995,1.46456,4.47892,3.44447666666667,6.742408,6.888147,7.958409,7.19632133333333,0.542252613814881
"FAM43A",6.65947,7.10175,3.69238,5.81786666666667,1.088535,1.546919,2.003781,1.54641166666667,2.67744086940643
"FAM43B",16.13513,14.39693,11.57965,14.0372366666667,1.648089,1.75923,1.634206,1.68050833333333,5.6098451475311
"FAM47A",0,0,0,0,0.030932,0,0,0.0103106666666667,0.989794558241491
"FAM47B",0,0,0,0,0,0,0,0,1
"FAM47C",0,0,0,0,0.092843,0.0631,0.163118,0.106353666666667,0.903870100609781
"FAM47E",10.68497,10.08614,20.12238,13.6311633333333,2.361849,3.7978,2.544438,2.90136233333333,3.75027031155869
"FAM49A",49.91288,57.67064,76.31647,61.2999966666667,11.001101,14.543466,15.436326,13.6602976666667,4.24957242227892
"FAM49B",90.53232,90.33316,91.7633,90.87626,69.314619,80.153588,88.025186,79.1644643333333,1.14609709880886
"FAM50A",94.3756,79.66672,95.23719,89.7598366666667,65.739151,76.479742,77.739393,73.3194286666667,1.22121278775887
"FAM50B",34.52321,29.7334,21.2148,28.49047,1.052544,0.978932,0.700834,0.91077,15.4338146401712
"FAM53A",1.97134,1.79616,1.83527,1.86759,0.847197,0.412803,0.397729,0.552576333333333,1.84698809226557
"FAM53B",21.66812,20.14465,24.62315,22.1453066666667,6.090076,5.100663,6.531739,5.90749266666667,3.35075370812313
"FAM53C",19.18324,17.16026,21.65177,19.3317566666667,11.424846,16.534826,20.402259,16.1206436666667,1.1875579599996
"FAM66C",27.4496,26.19634,19.96944,24.53846,7.659683,7.906497,8.464541,8.01024033333333,2.83438166521714
"FAM66E",1.29214,2.37646,2.88399,2.18419666666667,0.229527,0.191974,1.035944,0.485815,2.14306401985891
"FAM71A",0,0,0,0,0,0,0,0,1
"FAM71B",0,0,0,0,0,0,0,0,1
"FAM71C",0,0.1658,0,0.0552666666666667,0,0,0,0,1.05526666666667
"FAM71D",1.09335,0.19343,0,0.428926666666667,0.47887,0.42295,2.272308,1.05804266666667,0.694313431791502
"FAM71E1",12.34155,11.46781,13.80819,12.5391833333333,9.303047,11.880361,10.063518,10.415642,1.18602031610078
"FAM71E2",0,0,0,0,0,0.021748,0.068232,0.0299933333333333,0.970880070421168
"FAM71F1",1.49093,0.9948,1.24536,1.24369666666667,0.33913,0.258752,0,0.199294,1.87084790440598
"FAM71F2",14.26319,11.05331,20.5375,15.2846666666667,2.367166,3.38034,5.349262,3.69892266666667,3.46561708329172
"FAM72A",5.63239,3.31599,2.51257,3.82031666666667,0.684532,1.639657,1.151703,1.15863066666667,2.23304372586819
"FAM72B",3.74388,2.1554,1.55124,2.48350666666667,0.797194,0.351418,2.020547,1.05638633333333,1.69399427053185
"FAM72C",0,0,0,0,3e-05,0.263609,0.17145,0.145029666666667,0.873339817396289
"FAM72D",0.0497,0.05527,0,0.03499,0.387819,0.260135,0.177833,0.275262333333333,0.811589876801819
"FAM74A1",1.39153,0.52503,0.65545,0.857336666666667,0,0,0,0,1.85733666666667
"FAM74A4",0,0.0829,0,0.0276333333333333,0,0,0,0,1.02763333333333
"FAM76A",6.77543,10.47301,9.5696,8.93934666666667,3.971071,2.45805,2.139225,2.85611533333333,2.57755430205839
"FAM76B",4.73783,9.39531,10.74941,8.29418333333333,10.689837,12.650101,22.452014,15.263984,0.571457973232963
"FAM78A",8.91242,9.72691,6.79485,8.47806,0.311521,0.706186,1.042888,0.686865,5.61874246012574
"FAM78B",9.3597,6.57672,10.72757,8.88799666666667,12.34318,13.925002,17.249052,14.5057446666667,0.637698922511171
"FAM81A",6.56007,8.98081,25.06012,13.5336666666667,6.623672,12.508467,6.72654,8.61955966666667,1.51084531623918
"FAM81B",1.29214,7.84785,1.48569,3.54189333333333,0.54902,0.133753,0.959247,0.54734,2.93529110171865
"FAM83A",0.23192,0.30397,0,0.17863,0.310489,0,0.021903,0.110797333333333,1.06106664522061
"FAM83B",0,0,0.10924,0.0364133333333333,0.047127,0.055009,0.036516,0.0462173333333333,0.99062909809689
"FAM83C",0.08283,0,0,0.02761,0.025095,0,0,0.008365,1.01908535103856
"FAM83D",2.74993,1.54746,0.83024,1.70921,0.335576,0.2844,0.397628,0.339201333333333,2.0230042582594
"FAM83E",0.46384,0.05527,0,0.173036666666667,0.31074,0.852808,0.351671,0.505073,0.779388552360362
"FAM83F",0.13253,0.2487,0.19664,0.192623333333333,0.042425,0.076731,0.072786,0.0639806666666667,1.12090695883572
"FAM83G",0.71233,0.9948,0.721,0.809376666666667,3.190949,1.997634,0.763593,1.98405866666667,0.606347551701396
"FAM83H",2.25295,4.28316,5.13437,3.89016,2.159299,2.209568,2.282481,2.217116,1.52004466111884
"FAM86B1",80.70878,46.81076,23.11561,50.2117166666667,10.985838,12.429316,13.884664,12.4332726666667,3.81230381735223
"FAM86B2",2.50144,2.40409,1.37645,2.09399333333333,1.167913,0.317601,0.795317,0.760277,1.75767412363698
"FAM86C1",4.32368,4.75292,2.49072,3.85577333333333,1.979411,2.922032,2.837317,2.57958666666667,1.35651788474647
"FAM86C2P",6.39441,7.79258,4.04195,6.07631333333333,1.309566,2.098643,1.107395,1.50520133333333,2.82464855785377
"FAM86DP",14.84299,11.52307,10.18136,12.1824733333333,5.467308,4.297304,5.253477,5.00602966666667,2.19487316329717
"FAM86EP",4.57217,5.58192,5.02513,5.05974,2.817978,3.426408,3.730787,3.32505766666667,1.40107727272692
"FAM86JP",2.40205,4.91872,1.02687,2.78254666666667,0.57294,0.914982,1.118987,0.868969666666667,2.02386733938432
"FAM87A",0.11596,0.11053,0.50251,0.243,0.037977,0.212802,0.026277,0.092352,1.13791158893836
"FAM87B",0.21536,0.0829,0.10924,0.135833333333333,0.193877,0.105723,0,0.0998666666666667,1.03270093344648
"FAM89A",23.97077,30.4795,17.69721,24.04916,1.582169,1.901001,1.466247,1.64980566666667,9.4532064426863
"FAM89B",41.96128,50.20965,72.5367,54.9025433333333,30.535784,25.245323,39.561681,31.7809293333333,1.70533735529239
"FAM8A1",13.73308,12.35207,12.89056,12.9919033333333,22.497861,24.045643,22.795927,23.1131436666667,0.58026043915109
"FAM90A1",6.67603,5.83062,2.53441,5.01368666666667,5.520743,3.981302,5.310336,4.93746033333333,1.01283820506646
"FAM90A27P",0,0,0,0,0,0,0,0,1
"FAM91A1",6.16249,7.46098,6.31419,6.64588666666667,8.26284,8.821585,10.462361,9.182262,0.750902566312541
"FAM92A1P2",0.0994,0,0,0.0331333333333333,0.097219,0.030486,0.143168,0.090291,0.947575769526973
"FAM92B",0.26505,4.25552,0.10924,1.54327,0.043709,0.079932,0,0.0412136666666667,2.44260143851358
"FAM95B1",27.23424,16.46943,14.3107,19.3381233333333,5.347053,6.812665,5.464034,5.874584,2.95845149805913
"FAM98A",42.2429,32.08223,38.10362,37.47625,66.89014,62.218309,32.730556,53.946335,0.70025143624229
"FAM98B",16.01917,18.48666,12.45359,15.65314,40.302384,50.862375,49.002211,46.7223233333333,0.348959120948079
"FAM98C",57.45034,88.75807,78.37022,74.8595433333333,16.752981,25.116233,16.724623,19.531279,3.69482794195789
"FAM99A",0,0,0,0,0,0,0,0,1
"FAM9A",0,0,0.15294,0.05098,0.110511,0.10192,0.233472,0.148634333333333,0.914982226719673
"FAM9B",0.0497,0.19343,0,0.0810433333333333,0.061801,0.054987,0.119948,0.078912,1.00197544686993
"FAM9C",0.29819,0.27633,0.65545,0.40999,0.137933,0.290951,0.118219,0.182367666666667,1.19251400368131
"FAN1",24.33522,29.45707,33.31882,29.0370366666667,9.211939,9.327329,12.36178,10.3003493333333,2.65806266520138
"FANCA",41.43117,34.12709,35.6566,37.07162,20.763426,20.647888,13.856063,18.422459,1.96018537096667
"FANCB",0.92769,0.1658,0,0.364496666666667,0.226794,0.426789,0.630905,0.428162666666667,0.955421044474859
"FANCC",3.26347,3.92392,3.71423,3.63387333333333,6.59557,7.521046,10.170159,8.09559166666667,0.50946365043139
"FANCD2",5.21824,2.92913,1.17981,3.10906,1.218944,2.270963,6.580379,3.356762,0.943145391003686
"FANCE",2.53457,2.84623,1.96636,2.44905333333333,2.672892,2.951436,3.07026,2.898196,0.88478191792648
"FANCF",2.81619,4.14499,3.49574,3.48564,2.348356,3.115954,3.885578,3.11662933333333,1.08963903154425
"FANCG",26.40595,12.90474,37.73219,25.68096,11.462597,12.087307,14.404913,12.6516056666667,1.95441918346259
"FANCI",2.86589,7.76495,5.61504,5.41529333333333,1.600892,2.22091,3.193247,2.33834966666667,1.92169603962996
"FANCL",39.49297,25.03574,20.20977,28.24616,5.799558,5.574398,8.348885,6.57428033333333,3.86124604753428
"FANCM",3.99237,4.91872,3.08062,3.99723666666667,5.948015,4.026282,4.844614,4.939637,0.841337049160861
"FANK1",15.35654,24.62124,13.61156,17.8631133333333,0.421793,1.079478,0.594728,0.698666333333333,11.1046607348235
"FAP",2.18669,3.45416,4.12935,3.25673333333333,1.255485,2.041607,4.654093,2.650395,1.16610211588974
"FAR1",13.10358,10.77698,15.97118,13.2839133333333,15.852264,14.710167,20.01345,16.858627,0.799832670973717
"FAR2",47.56053,44.9317,21.71731,38.0698466666667,155.608968,127.014682,140.235243,140.952964333333,0.275230931950974
"FARP1",32.12117,34.81792,47.47658,38.1385566666667,182.899786,177.508603,210.057666,190.155351666667,0.204747376023852
"FARP2",39.67519,24.45544,32.92554,32.3520566666667,25.362452,25.974571,32.668445,28.0018226666667,1.1499986414647
"FARS2",54.93233,55.54287,66.65948,59.0448933333333,7.284712,8.826,5.231034,7.11391533333333,7.40023661408676
"FARSA",52.43089,41.44991,65.85109,53.2439633333333,29.119987,36.842731,28.265369,31.4093623333333,1.67371276162206
"FARSB",29.70255,23.37775,29.34241,27.4742366666667,10.625134,11.521512,12.358407,11.5016843333333,2.2776320300094
"FAS",10.07203,7.48862,7.10073,8.22046,1.224064,2.476495,1.206756,1.63577166666667,3.49820134900405
"FASLG",0,0,0,0,0,0,0,0,1
"FASN",190.50718,163.4508,205.22206,186.393346666667,129.165894,213.637632,223.376756,188.726760666667,0.987701186739284
"FASTK",145.21617,130.01454,175.31159,150.180766666667,28.985065,29.11115,31.604477,29.9002306666667,4.89254492296562
"FASTKD1",21.00549,22.82508,21.8484,21.89299,28.286641,26.856735,27.978159,27.7071783333333,0.797465697749117
"FASTKD2",6.16249,7.29518,7.31922,6.92563,10.138699,11.640494,10.054819,10.6113373333333,0.68257684472291
"FASTKD3",7.53746,7.54388,10.11581,8.39905,11.809174,7.809978,10.447506,10.0222193333333,0.852736614628548
"FASTKD5",5.68208,3.95156,4.8285,4.82071333333333,9.304268,11.924903,10.777362,10.6688443333333,0.498825176432068
"FAT1",54.35253,60.0471,49.07151,54.49038,35.708929,52.909883,33.793665,40.804159,1.32738898060358
"FAT2",4.34025,4.06209,0.30588,2.90274,0.599872,0.328269,0.470856,0.466332333333333,2.66156580693281
"FAT3",19.4483,16.9392,8.49903,14.9621766666667,10.70413,9.041517,8.574624,9.44009033333333,1.52893089590444
"FAT4",0.89456,0.60793,0.26218,0.588223333333333,0.164442,0.227435,0.263372,0.218416333333333,1.30351448013528
"FATE1",0.26505,0,1.15797,0.47434,0,0,0,0,1.47434
"FAU",1191.6638,1110.0285,893.53417,1065.07549,268.006642,293.743539,289.492,283.747393666667,3.74393414553244
"FAXC",25.89241,19.81306,39.6767,28.4607233333333,29.584238,30.092415,34.708088,31.4615803333333,0.907556657156382
"FBF1",28.808,36.61408,25.91221,30.4447633333333,2.601371,2.174068,3.499194,2.758211,8.36694994861474
"FBL",48.85267,55.65341,37.27338,47.25982,26.56715,22.404846,25.731293,24.9010963333333,1.86323464377422
"FBLIM1",6.17906,9.14661,6.48898,7.27155,31.771029,33.350343,35.085205,33.4021923333333,0.240436711702976
"FBLL1",33.76118,28.10304,59.90832,40.5908466666667,38.234585,43.445602,40.760743,40.8136433333333,0.994671675345519
"FBLN1",33.44643,49.85042,20.27532,34.5240566666667,4.307202,6.082118,15.677096,8.68880533333333,3.66650535793611
"FBLN2",26.53848,33.85076,20.75598,27.0484066666667,0.259248,1.886649,2.802121,1.64933933333333,10.5869438141685
"FBLN5",43.38594,18.79062,6.03016,22.7355733333333,0.825779,1.418506,3.472077,1.905454,8.16931651071858
"FBLN7",2.83276,3.53706,14.26701,6.87894333333333,0.134453,0.422163,0.859701,0.472105666666667,5.35215882374386
"FBN1",9.64132,7.43335,6.77301,7.94922666666667,9.446788,12.864983,10.114873,10.8088813333333,0.757838648221943
"FBN2",0.18222,0.60793,0.08739,0.292513333333333,0.307995,0.55219,1.009603,0.623262666666667,0.796244107546365
"FBN3",0.48041,0.46977,0.78654,0.578906666666667,36.47629,24.376408,44.244717,35.0324716666667,0.0438189941914892
"FBP1",1.72285,1.76853,0.74285,1.41141,10.593918,3.285712,3.188475,5.68936833333333,0.360483961988439
"FBP2",0,0.3316,0.17479,0.168796666666667,0.904165,0.650042,0.460874,0.671693666666667,0.699169165961627
"FBRS",53.52423,52.44795,53.57229,53.18149,26.233397,24.919877,28.959263,26.704179,1.95571541751878
"FBRSL1",140.62743,131.92124,309.78852,194.112396666667,299.676899,333.501732,308.196637,313.791756,0.619814188103029
"FBXL12",14.47855,11.60597,18.52745,14.8706566666667,14.533235,12.038093,11.777289,12.7828723333333,1.1514767229095
"FBXL13",1.06021,0.46977,2.57811,1.36936333333333,1.834132,1.703562,2.024275,1.85398966666667,0.830193381919509
"FBXL14",15.02522,13.73374,21.76101,16.83999,5.43075,8.681352,7.648331,7.25347766666667,2.16151187662994
"FBXL15",43.4522,48.82799,60.2579,50.84603,7.36318,10.725197,11.507505,9.865294,4.7717098129144
"FBXL16",2284.81055,2222.90323,1003.65013,1837.12130333333,292.484699,277.431134,284.092059,284.669297333333,6.43443772394105
"FBXL17",153.26716,147.28534,179.06952,159.874006666667,25.022362,21.723869,22.907864,23.2180316666667,6.64273665510526
"FBXL18",9.84011,10.05851,6.37973,8.75945,5.077064,6.550347,6.95633,6.19458033333333,1.3565002471073
"FBXL19",52.2818,52.00582,84.26929,62.8523033333333,70.35017,72.515154,86.590165,76.485163,0.824058450174949
"FBXL2",40.86793,30.5624,53.76892,41.7330833333333,48.610564,51.659119,60.059445,53.4430426666667,0.784913576468736
"FBXL20",4.17459,3.73049,6.16125,4.68877666666667,4.972303,4.89776,4.840907,4.90365666666667,0.963602219415424
"FBXL22",2.45174,5.49902,4.1075,4.01942,0.380242,0.437391,0.551468,0.456367,3.44653511099881
"FBXL3",34.68887,36.25485,39.43637,36.7933633333333,8.555507,11.025963,9.37284,9.65143666666667,3.54819396820022
"FBXL4",3.69418,3.42653,2.29408,3.13826333333333,2.159913,2.628022,1.972217,2.253384,1.2719873624919
"FBXL5",43.76695,40.78671,30.1508,38.23482,38.709948,23.911162,22.044928,28.2220126666667,1.34264605410821
"FBXL6",20.06123,19.64726,22.74419,20.81756,9.348959,12.989775,15.137258,12.4919973333333,1.61707414113532
"FBXL7",12.04337,17.21553,10.18136,13.1467533333333,0.920456,1.110346,1.351432,1.12741133333333,6.6497499151551
"FBXL8",13.20298,9.22951,10.05027,10.8275866666667,3.071379,4.745835,4.376875,4.06469633333333,2.33530026051578
"FBXO10",13.03732,6.27275,7.36291,8.89099333333333,21.319174,18.819425,18.311569,19.4833893333333,0.482878744936873
"FBXO11",37.05779,45.9265,42.95396,41.9794166666667,44.456205,41.595439,59.797236,48.6162933333333,0.866235943461583
"FBXO15",7.02392,9.17425,6.0957,7.43129,1.326821,1.224986,2.058476,1.536761,3.32364381193183
"FBXO16",22.6952,22.76982,30.69701,25.3873433333333,14.464761,23.30629,16.739975,18.170342,1.37646700999561
"FBXO17",33.09855,32.27566,34.67342,33.34921,2.74335,4.399438,2.392921,3.17856966666667,8.22032722680464
"FBXO2",239.19418,323.17111,290.45268,284.272656666667,30.996542,58.201951,35.424482,41.5409916666667,6.70582996517672
"FBXO21",36.27919,27.35694,21.73916,28.45843,17.201135,24.720011,23.402939,21.774695,1.2934719872209
"FBXO22",29.23871,15.25357,16.03673,20.1763366666667,48.453138,50.468936,47.658684,48.8602526666667,0.424713785712999
"FBXO24",1.97134,0.71847,2.88399,1.85793333333333,0.995201,0.7298,0.236885,0.653962,1.72793167759195
"FBXO25",23.02652,23.90278,22.04504,22.9914466666667,28.70749,20.597531,29.262875,26.1892986666667,0.882385638585063
"FBXO27",10.90032,11.46781,25.21306,15.8603966666667,26.444902,26.550101,20.801191,24.5987313333333,0.65864188529968
"FBXO28",8.87929,7.90312,7.07888,7.95376333333333,7.512667,7.971085,8.066663,7.85013833333333,1.01170885652823
"FBXO3",41.26551,32.82833,19.16105,31.0849633333333,32.776666,33.242345,52.044342,39.354451,0.795078672569064
"FBXO30",2.41861,2.45936,1.68233,2.18676666666667,2.661205,2.972009,3.573873,3.069029,0.783176199202971
"FBXO31",42.07724,31.33613,31.02473,34.8127,25.050861,24.248777,29.177693,26.1591103333333,1.31862566779464
"FBXO32",13.88218,11.27437,11.44856,12.2017033333333,0.05466,0.413317,0.616342,0.361439666666667,9.69686990658663
"FBXO33",9.32657,10.33484,12.9561,10.8725033333333,2.994688,3.923656,3.367407,3.42858366666667,2.68088044100781
"FBXO34",26.10777,27.9925,39.54561,31.2152933333333,10.517981,12.085578,13.709075,12.1042113333333,2.45839238347652
"FBXO36",6.36128,9.50585,5.06883,6.97865333333333,1.389891,1.646598,1.269883,1.43545733333333,3.27603905193987
"FBXO38",10.51931,12.21391,11.97293,11.5687166666667,43.080045,37.353618,36.100211,38.8446246666667,0.315443219049355
"FBXO39",0,0.2487,0.13109,0.126596666666667,0,0,0,0,1.12659666666667
"FBXO4",11.81144,7.46098,9.26372,9.51204666666667,4.162127,1.678906,4.102452,3.314495,2.4364489161922
"FBXO40",0.28162,0.0829,1.02687,0.463796666666667,0.026015,0.024271,0,0.016762,1.43966500190474
"FBXO41",42.57421,37.24965,44.24302,41.3556266666667,21.367428,22.873206,23.371335,22.537323,1.79950908889115
"FBXO42",15.57189,11.90994,12.67207,13.3846333333333,13.669226,16.299754,18.897082,16.2886873333333,0.832025766675712
"FBXO43",0.28162,0.52503,0.21848,0.34171,0.144514,0.089303,0.082398,0.105405,1.21377232778936
"FBXO44",263.84416,218.02651,280.88308,254.25125,51.337188,55.469633,70.621485,59.1427686666667,4.24408878504906
"FBXO45",9.44253,8.26235,6.1394,7.94809333333333,11.8282,11.400967,12.750751,11.993306,0.688669483604352
"FBXO46",13.50116,10.80461,11.40487,11.9035466666667,1.729919,2.756901,4.399982,2.96226733333333,3.25660678120154
"FBXO47",0,0,0.08739,0.02913,0.068137,0.031679,0,0.033272,0.995991374971934
"FBXO48",1.80568,0.96716,0.89578,1.22287333333333,0.547062,0.707159,0.629319,0.627846666666667,1.36552992296572
"FBXO5",1.92164,2.18303,1.28906,1.79791,1.265022,1.009192,1.916537,1.396917,1.16729532144834
"FBXO6",18.6697,16.05493,14.13592,16.28685,3.081356,4.620596,3.49408,3.73201066666667,3.65317223855229
"FBXO7",55.94285,55.40471,46.05644,52.468,27.83004,34.157046,32.574615,31.520567,1.64412877549152
"FBXO8",11.66235,12.29681,7.88727,10.6154766666667,2.311827,2.604419,3.202527,2.70625766666667,3.13401757550046
"FBXO9",60.56472,78.67192,103.3648,80.8671466666667,102.632964,101.140733,104.261325,102.678340666667,0.789626320601286
"FBXW10",0.53011,0.3316,0.21848,0.360063333333333,0.307081,0.083466,0.180673,0.190406666666667,1.14251992316351
"FBXW11",68.21814,80.05359,74.83078,74.3675033333333,44.571587,50.273035,55.944634,50.2630853333333,1.47021005160465
"FBXW12",1.32527,1.4093,1.11427,1.28294666666667,0.584246,0.703694,0.616259,0.634733,1.39652571194603
"FBXW2",15.3234,11.63361,11.36117,12.7727266666667,21.7032,23.601894,23.188547,22.8312136666667,0.577928042579339
"FBXW4",135.42575,377.80208,199.8255,237.684443333333,17.640663,16.57185,22.028207,18.7469066666667,12.0871814184568
"FBXW4P1",0.74546,0.11053,0.32773,0.394573333333333,0.144154,0.162793,0,0.102315666666667,1.26513064769408
"FBXW5",100.77001,108.23952,160.80425,123.27126,24.204863,30.753357,31.013135,28.6571183333333,4.19026753048776
"FBXW7",14.82643,9.72691,71.99049,32.1812766666667,65.241684,82.312288,100.705224,82.7530653333333,0.396179847682072
"FBXW8",4.57217,5.33322,4.67556,4.86031666666667,5.341785,6.220907,6.597404,6.05336533333333,0.830853981002733
"FBXW9",7.2724,5.96879,7.97467,7.07195333333333,5.669865,5.412169,6.778444,5.95349266666667,1.16084875907446
"FCAMR",0,0,0,0,0,0,0,0,1
"FCAR",3.19721,2.40409,3.34281,2.98137,0.197075,0.365254,0.207755,0.256694666666667,3.16812834939487
"FCER1A",0.19879,0.44213,0.58991,0.410276666666667,0,0,0,0,1.41027666666667
"FCER1G",39.84085,16.91156,12.91241,23.2216066666667,0,0.970729,0.649326,0.540018333333333,15.7281287776877
"FCER2",0,0,0.28403,0.0946766666666667,0,0,0,0,1.09467666666667
"FCF1",22.91056,26.16871,26.82984,25.3030366666667,14.858227,21.69216,17.856279,18.1355553333333,1.37456353936318
"FCGBP",1.55719,1.3264,0.50251,1.1287,0.07768,0.110416,0.803766,0.330620666666667,1.59977975190525
"FCGR1A",7.18958,1.54746,2.20669,3.64791,0,0.158986,0.185396,0.114794,4.16929944007592
"FCGR1B",7.86877,1.93433,2.09745,3.96685,0.085174,0.152087,1.142899,0.460053333333333,3.4018277871128
"FCGR2A",10.68497,11.99284,9.83178,10.83653,0,0,0.041412,0.013804,11.6753632852109
"FCGR2B",0.59637,0.80136,0.89578,0.764503333333333,0,0,0.053215,0.0177383333333333,1.73374950666756
"FCGR3A",19.92871,6.90832,5.48395,10.77366,0,0,0,0,11.77366
"FCGR3B",4.34025,2.76333,6.0957,4.39976,0,0,0,0,5.39976
"FCGRT",46.28496,54.90731,44.35226,48.5148433333333,1.729357,4.024171,5.742901,3.832143,10.2469739271651
"FCHO1",20.82326,17.10499,20.64674,19.5249966666667,17.838234,21.230003,24.300816,21.1230176666667,0.927766590251032
"FCHO2",4.55561,4.91872,4.12935,4.53456,2.348581,2.018113,2.016447,2.12771366666667,1.76952259376684
"FCHSD1",30.44802,19.53672,19.57617,23.18697,65.602965,80.179836,91.914884,79.2325616666667,0.301460772254623
