"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","FoldChange"
"CBLL1",10.83406,6.85305,3.36465,7.01725333333333,11.839209,12.834364,9.968016,11.5471963333333,488,422,451,0.638967712016621
"CBLN1",3.82671,4.31079,5.37471,4.50407,2.862877,3.779727,4.50459,3.71573133333333,61,79,97,1.16717209080472
"CBLN2",2.98185,0.4974,78.82904,27.4360966666667,18.537121,31.244579,39.827379,29.869693,450,662,921,0.92116551553223
"CBLN3",2.73336,3.03966,3.27726,3.01676,1.309682,1.109385,1.378383,1.26581666666667,46,30,23,1.77276478679505
"CBLN4",6.14593,2.76333,17.76275,8.89067,0,0,0,0,0,0,0,9.89067
"CBR1",100.05768,99.03764,117.89399,105.663103333333,10.687641,6.310879,7.568433,8.18898433333333,213,99,99,11.6077141351095
"CBR3",18.86849,9.06371,12.08217,13.3381233333333,1.729907,1.651602,1.785865,1.722458,25,18,17,5.2666095614086
"CBR4",33.59553,29.01493,37.42632,33.3455933333333,11.373241,8.286422,12.169121,10.6095946666667,441,266,308,2.95838005713895
"CBS",66.64438,58.08514,157.37405,94.0345233333333,64.044471,80.524782,75.348348,73.305867,1471,1380,1266,1.27896392532952
"CBWD1",10.50274,8.06892,9.91918,9.49694666666667,48.913485,44.592172,54.790657,49.4321046666667,796,506,509,0.208140166587271
"CBWD2",10.23769,8.04128,5.87722,8.05206333333333,19.709814,20.996725,20.2422,20.3162463333333,444,341,304,0.424655597978249
"CBWD3",3.37943,3.31599,5.09068,3.9287,17.898399,14.719907,10.542945,14.3870836666667,292,159,116,0.320314109338155
"CBWD5",6.99079,11.08094,10.42169,9.49780666666667,98.965384,49.792739,60.118285,69.6254693333333,787,387,377,0.148640522544634
"CBWD6",16.25109,10.50064,17.98124,14.91099,32.202683,20.189737,35.257674,29.216698,254,169,228,0.52656282959839
"CBX1",58.2952,54.65861,46.12198,53.0252633333333,70.691044,67.459049,83.607546,73.919213,2019,1405,1482,0.721113599168925
"CBX2",1.65658,2.34883,3.40835,2.47125333333333,5.601331,1.858847,3.033248,3.49780866666667,375,81,152,0.771765450820273
"CBX3",64.8884,68.14365,77.58368,70.2052433333333,114.339521,111.696218,132.471052,119.502263666667,2653,2062,2261,0.590903781943062
"CBX3P2",0.66263,1.02243,1.61678,1.10061333333333,1.424757,2.095737,1.520702,1.68039866666667,15,10,6,0.783694365862989
"CBX3P8",0,0,0,0,0,0,0,0,0,0,0,1
"CBX4",38.64811,31.75063,48.72194,39.7068933333333,12.50977,10.146175,11.379216,11.3450536666667,344,232,235,3.297425384488
"CBX5",19.77961,17.46423,12.62838,16.6240733333333,34.770416,34.056883,27.137057,31.9881186666667,5558,3877,3641,0.534255181734321
"CBX6",68.01934,70.38194,79.70298,72.70142,10.098237,10.738713,12.388892,11.0752806666667,1083,853,884,6.10349539977566
"CBX7",108.57252,100.50221,99.1699,102.74821,2.351595,1.968886,2.083026,2.13450233333333,150,97,62,33.0987821883899
"CBX8",4.19116,3.59233,2.81844,3.53397666666667,5.082621,5.068673,5.362889,5.17139433333333,183,133,156,0.734676220927491
"CBY1",27.03545,31.6401,30.36928,29.68161,15.506272,19.649044,23.798259,19.6511916666667,243,183,195,1.48570651491863
"CBY3",0,1.4093,0.34957,0.58629,0.164998,0.329249,0.126658,0.206968333333333,2,3,1,1.31427640327487
"CC2D1A",76.1863,56.84164,144.76752,92.5984866666667,24.369615,30.460984,29.491617,28.1074053333333,665,660,605,3.21562453247865
"CC2D1B",63.49687,38.99055,18.04678,40.1780666666667,212.63428,215.991544,142.36519,190.330338,625,589,573,0.215219745582986
"CC2D2A",19.77961,17.90636,24.66685,20.7842733333333,15.151067,13.535869,17.884152,15.523696,332,254,262,1.31836565701362
"CC2D2B",1.24244,3.37126,0.48066,1.69812,1.180195,2.208925,0.9205,1.43654,16,11,8,1.10735715399706
"CCAR1",49.83005,42.30654,66.57209,52.9028933333333,81.242528,83.28148,100.410472,88.3114933333333,1386,1134,1231,0.603538148580205
"CCBE1",0.31475,0.3316,0.17479,0.273713333333333,0.388681,0.147717,0.139056,0.225151333333333,19,13,11,1.03963755225885
"CCDC102A",5.89744,5.58192,4.36968,5.28301333333333,4.028465,0.931097,2.260074,2.40654533333333,82,26,35,1.8443944578848
"CCDC102B",7.15644,9.72691,14.13592,10.3397566666667,9.306419,5.024394,4.931483,6.42076533333333,180,54,70,1.52811147601308
"CCDC103",1.67315,0,0,0.557716666666667,0.727062,0.648729,0.294668,0.556819666666667,5,4,1,1.00057617463294
"CCDC105",0.06626,0.0829,0,0.04972,0,0,0,0,0,0,0,1.04972
"CCDC106",102.97327,110.91995,111.09913,108.330783333333,19.277748,20.87328,22.992408,21.047812,398,274,280,4.95880422662046
"CCDC107",43.4025,48.52402,64.21246,52.0463266666667,13.460207,11.544707,10.575068,11.859994,203,135,108,4.12491068554672
"CCDC110",2.0376,0.63557,0.93948,1.20421666666667,3.556846,0.83736,0.685627,1.69327766666667,51,13,16,0.818414192471552
"CCDC112",10.83406,8.75975,5.83352,8.47577666666667,15.378424,22.993963,25.551661,21.308016,336,367,342,0.424770031842664
"CCDC113",5.69865,7.73732,4.23859,5.89152,4.296001,3.646695,1.976086,3.30626066666667,230,144,122,1.60034901123032
"CCDC114",2.12043,24.42781,0.91763,9.15529,1.642417,0.430559,0.611974,0.894983333333333,70,18,12,5.35903921758327
"CCDC115",36.16323,35.39822,28.35923,33.3068933333333,17.100851,18.066296,23.110899,19.4260153333333,476,385,411,1.67956856848862
"CCDC116",0.71233,0.46977,0.15294,0.445013333333333,0.291259,0.039039,0.075384,0.135227333333333,6,1,2,1.27288454999615
"CCDC117",8.28292,7.32282,11.25193,8.95255666666667,6.390954,5.368304,6.228837,5.99603166666667,392,220,267,1.42260028840159
"CCDC11P1",0,0,0,0,0,0,0,0,0,0,0,1
"CCDC12",159.76097,173.61984,191.12984,174.836883333333,12.676949,17.022858,14.73582,14.8118756666667,146,123,120,11.1205581829877
"CCDC120",7.20614,5.60955,5.98646,6.26738333333333,4.969098,4.84683,5.848731,5.221553,248,180,207,1.16809795453536
"CCDC121",2.20326,2.23829,3.75793,2.73316,0.960778,0.909082,1.399825,1.089895,29,17,33,1.78629069881501
"CCDC122",2.40205,1.658,2.46887,2.17630666666667,9.349366,7.239323,4.192816,6.92716833333333,88,72,56,0.40068616347031
"CCDC124",124.01189,118.87833,144.96416,129.284793333333,30.19581,25.215514,30.342686,28.58467,379,239,274,4.40379403702436
"CCDC125",4.38995,5.13979,6.0957,5.20848,3.495056,4.086856,4.571175,4.051029,240,209,185,1.22915152536246
"CCDC126",4.52247,4.42132,4.19489,4.37956,4.858273,5.868437,6.104575,5.61042833333333,118,90,103,0.813799004956058
"CCDC127",21.28711,25.50551,32.77261,26.5217433333333,9.093985,13.524632,12.920962,11.8465263333333,692,695,721,2.14234903811482
"CCDC13",10.41991,11.30201,9.65699,10.4596366666667,1.770977,1.099891,1.149404,1.34009066666667,13,10,14,4.89709088194873
"CCDC130",57.74852,50.87285,59.07808,55.8998166666667,20.41118,13.351965,22.55262,18.7719216666667,365,207,236,2.87780912882098
"CCDC134",0.87799,0.80136,0.80839,0.829246666666667,2.854504,3.528823,2.158836,2.84738766666667,46,33,24,0.475451611626001
"CCDC136",29.57003,34.81792,57.85457,40.7475066666667,51.991189,59.713696,42.205005,51.3032966666667,747,641,466,0.798181172646288
"CCDC137",21.55216,13.56794,18.22157,17.7805566666667,28.991597,14.822982,11.905325,18.5733013333333,210,147,146,0.959498673567314
"CCDC138",1.49093,1.9067,3.51759,2.30507333333333,4.865862,3.750139,4.536079,4.38402666666667,158,109,128,0.613866449398468
"CCDC14",19.11698,26.16871,12.51914,19.2682766666667,63.699439,37.654959,40.681624,47.3453406666667,1793,820,791,0.419239504514265
"CCDC140",0,0,0,0,0.034302,0,0,0.011434,1,0,0,0.98869525841528
"CCDC141",0.48041,0.9119,0.89578,0.762696666666667,3.002347,0.02628,0.328194,1.11894033333333,158,3,4,0.831876499275345
"CCDC142",8.23322,7.04648,7.10073,7.46014333333333,4.461675,6.051953,6.634115,5.71591433333333,149,158,145,1.25971579049822
"CCDC144A",0.87799,1.27113,0.74285,0.96399,0.547113,0.451719,0.507791,0.502207666666667,40,18,12,1.30740246077828
"CCDC144B",2.38548,3.56469,1.00503,2.3184,1.024262,0.438483,0.455281,0.639342,21,17,6,2.02422679343297
"CCDC144NL",0.91112,0.05527,0.74285,0.569746666666667,0.55242,0.107855,1.281811,0.647362,10,4,7,0.952885077273038
"CCDC146",33.26421,34.59686,43.52202,37.1276966666667,4.735366,0.867418,2.967418,2.856734,90,33,54,9.88600631173077
"CCDC148",4.00893,5.63719,4.30414,4.65008666666667,0.635442,0.674097,0.68583,0.665123,17,13,12,3.39319477700246
"CCDC149",12.01024,17.40896,12.82501,14.0814033333333,9.856078,9.910785,9.2575,9.67478766666667,361,368,344,1.41280593153406
"CCDC15",0.31475,0.30397,0.56806,0.395593333333333,0.734613,0.399175,0.615139,0.582975666666667,51,11,25,0.881626523212507
"CCDC150",1.52406,3.01203,1.9882,2.17476333333333,7.409308,2.182058,6.115763,5.23570966666667,90,34,47,0.509126226691439
"CCDC151",8.6308,14.1206,6.75116,9.83418666666667,1.111696,0.759998,0.560177,0.810623666666667,28,24,15,5.98367671102646
"CCDC152",0.92769,1.658,1.04872,1.21147,0.17031,0.065144,0.023761,0.086405,10,3,1,2.03558525595887
"CCDC153",2.45174,7.87548,3.40835,4.57852333333333,2.146215,0.896293,0.645343,1.22928366666667,37,14,8,2.50238380011756
"CCDC154",13.36863,16.66286,12.30065,14.1107133333333,3.920249,1.527281,3.910468,3.11933266666667,50,27,31,3.66824302771371
"CCDC157",7.93504,8.78738,8.49903,8.40715,2.437192,3.069522,3.890524,3.13241266666667,96,85,82,2.27643044361978
"CCDC158",0.36445,0.19343,0.48066,0.34618,0.292104,0.129061,0.136389,0.185851333333333,18,6,6,1.13520132090757
"CCDC159",91.94042,111.61078,107.97481,103.842003333333,22.827535,12.976643,13.509847,16.4380083333333,174,64,65,6.01226936753576
"CCDC160",0.74546,2.43173,0.98318,1.38679,0.859,0.394988,1.576399,0.943462333333333,21,7,26,1.22811230197927
"CCDC162P",1.4081,4.42132,3.84532,3.22491333333333,1.040238,0.72188,2.908134,1.55675066666667,25,13,20,1.65245418273089
"CCDC166",0,0.11053,0.50251,0.204346666666667,0,0,0.175692,0.058564,0,0,2,1.13771738569106
"CCDC167",14.41228,29.70577,28.66511,24.2610533333333,27.857491,19.057336,24.202055,23.7056273333333,183,95,105,1.02248176063316
"CCDC168",0.01657,0,0.02185,0.0128066666666667,0.00241,0.009442,0.010247,0.00736633333333333,1,3,3,1.00540055107394
"CCDC169",2.02103,2.29356,1.13612,1.81690333333333,6.886129,5.11843,5.364095,5.78955133333333,167,106,109,0.414887994071675
"CCDC17",1.37496,5.72009,1.96636,3.02047,2.683479,0.362298,2.980465,2.00874733333333,25,13,18,1.33626042820478
"CCDC170",0.46384,2.54226,0.721,1.24236666666667,1.571928,1.088728,0.464985,1.04188033333333,54,41,23,1.09818711217324
"CCDC171",17.75858,15.58516,38.38765,23.9104633333333,11.799928,2.75046,4.136413,6.22893366666667,294,91,94,3.44593884547564
"CCDC172",0.14909,0,0,0.0496966666666667,0,0,0,0,0,0,0,1.04969666666667
"CCDC173",3.62792,2.81859,1.52939,2.65863333333333,1.185917,0.846566,0.992724,1.00840233333333,11,6,4,1.82166355446377
"CCDC18",10.90032,5.08452,5.00328,6.99604,4.222727,3.825878,4.630353,4.22631933333333,112,58,76,1.52995626367518
"CCDC22",20.01154,11.93757,15.7527,15.9006033333333,5.037713,5.445184,6.000494,5.49446366666667,187,151,146,2.60230932079534
"CCDC24",20.42568,21.60922,39.37082,27.13524,10.624756,9.64004,10.621409,10.2954016666667,177,132,121,2.49085785793954
"CCDC25",25.39543,29.84393,20.90892,25.38276,21.107793,20.214062,17.351748,19.5578676666667,687,467,477,1.28334127000818
"CCDC27",0.0994,0,0,0.0331333333333333,0.051405,0.094043,0.126767,0.0907383333333333,3,3,4,0.947187149988616
"CCDC28A",30.61367,25.78184,35.48181,30.6257733333333,4.172408,3.656659,3.747805,3.85895733333333,81,54,50,6.50875715997232
"CCDC28B",19.43173,16.55233,17.21654,17.7335333333333,14.37763,16.468686,20.850249,17.2321883333333,184,151,166,1.02749779625101
"CCDC3",25.11382,34.98372,70.96362,43.6870533333333,2.210558,1.343694,1.307613,1.62062166666667,110,55,45,17.052081153772
"CCDC30",12.20903,9.09135,11.20823,10.8362033333333,5.286999,3.947758,4.339277,4.524678,152,88,82,2.14242410749248
"CCDC33",0.6792,5.02926,0,1.90282,2.877355,0.722131,0.867532,1.489006,25,5,8,1.16625673059848
"CCDC34",18.58687,19.09459,15.40312,17.69486,6.522879,3.535356,6.757838,5.60535766666667,126,57,80,2.83025703427717
"CCDC34P1",0,0,0,0,0,0,0,0,0,0,0,1
"CCDC38",0.14909,0,0.15294,0.100676666666667,0.460612,0.393368,0.736384,0.530121333333333,11,13,13,0.719339468504023
"CCDC39",19.94527,10.94278,17.43503,16.1076933333333,6.250056,6.149101,3.827515,5.40889066666667,134,83,80,2.66936888505718
"CCDC40",14.44541,18.65246,16.84512,16.6476633333333,13.798501,16.900769,14.273402,14.9908906666667,197,149,145,1.10360727874403
"CCDC42",0,0.46977,0,0.15659,0,0,0,0,0,0,0,1.15659
"CCDC43",16.38362,18.56956,15.0317,16.6616266666667,12.87122,12.160281,13.947227,12.9929093333333,444,311,315,1.26218402806298
"CCDC47",55.97598,40.81434,32.07346,42.9545933333333,27.833271,28.592399,31.404177,29.2766156666667,1157,839,900,1.45176706066674
"CCDC50",10.90032,11.82704,8.71751,10.4816233333333,17.834097,18.440735,17.732754,18.0025286666667,2171,1771,1637,0.604215551242601
"CCDC51",9.77385,11.74414,12.08217,11.2000533333333,7.235962,9.212163,9.596057,8.681394,169,143,139,1.26015461547514
"CCDC54",0,0.11053,0,0.0368433333333333,0.909093,0,0,0.303031,17,0,0,0.795716551128356
"CCDC57",182.17456,142.11791,302.33821,208.876893333333,62.698739,49.210571,92.277468,68.0622593333333,646,419,383,3.03895203196799
"CCDC58",34.722,38.02338,56.67476,43.1400466666667,28.549768,18.312748,24.715139,23.8592183333333,139,68,86,1.77560074797203
"CCDC59",26.25686,26.25161,34.23645,28.9149733333333,17.204564,8.605038,15.312559,13.707387,160,72,101,2.03401007489184
"CCDC6",34.24159,26.99771,11.16453,24.13461,10.603751,12.326473,12.160169,11.6967976666667,1114,980,879,1.97960231074539
"CCDC60",0,3.59233,0,1.19744333333333,0.255706,0,0.378232,0.211312666666667,1,0,1,1.8141008459693
"CCDC61",7.71968,13.98244,14.15777,11.9532966666667,6.834495,1.719736,4.041435,4.19855533333333,54,16,38,2.49171083812644
"CCDC62",0.7289,0.35923,1.3109,0.799676666666667,0.368694,0.468473,0.565916,0.467694333333333,21,18,21,1.22619310151546
"CCDC63",0,0,0,0,0,0,0,0,0,0,0,1
"CCDC65",11.43043,11.24674,12.73762,11.80493,6.982013,6.397337,11.013164,8.130838,119,98,114,1.40238278239084
"CCDC66",30.28236,14.42457,22.21983,22.30892,27.777858,25.767502,25.461246,26.3355353333333,363,251,250,0.852696671777881
"CCDC68",1.19274,1.4922,3.73608,2.14034,0.818196,0,0.059742,0.292646,14,0,1,2.42938902065995
"CCDC69",11.74518,10.08614,6.83855,9.55662333333333,1.187592,3.443003,1.2409,1.957165,30,23,20,3.56984589406859
"CCDC7",2.35235,2.62516,3.18987,2.72246,1.783358,5.148992,2.013602,2.981984,47,50,34,0.934825453844114
"CCDC70",0,0.13817,0,0.0460566666666667,0,0,0,0,0,0,0,1.04605666666667
"CCDC71",5.91401,6.46619,6.31419,6.23146333333333,5.184186,3.977352,5.548312,4.90328333333333,163,95,115,1.22499004791119
"CCDC71L",1.24244,1.10533,1.63863,1.3288,3.06641,2.362592,2.461489,2.63016366666667,198,92,109,0.641513775641521
"CCDC73",6.07966,4.58712,2.66551,4.44409666666667,0.075466,0.135931,0.14752,0.119639,5,7,7,4.86236784058671
"CCDC74A",22.18166,22.07898,19.99129,21.41731,2.216233,1.461497,1.621023,1.766251,39,22,24,8.10385970036703
"CCDC74B",14.04783,26.22397,18.04678,19.4395266666667,2.263535,2.133841,2.708579,2.36865166666667,68,46,40,6.0675690718987
"CCDC77",11.71205,12.98764,15.20649,13.30206,13.8434,12.232934,10.151203,12.0758456666667,183,120,111,1.09377705768272
"CCDC78",37.25658,53.96778,15.0754,35.4332533333333,5.198525,5.616461,6.65496,5.82331533333333,88,97,101,5.33952361183561
"CCDC8",3.62792,6.05169,4.50077,4.72679333333333,10.112148,4.871564,6.20743,7.063714,606,221,246,0.710193011971076
"CCDC80",5.00288,12.10337,6.05201,7.71942,42.708804,12.225482,10.93303,21.955772,1445,427,336,0.37983562478317
"CCDC81",0.99395,2.45936,0.56806,1.34045666666667,0.989289,0.219977,0.639818,0.616361333333333,21,5,8,1.44797862854098
"CCDC82",29.15588,30.6453,23.924,27.9083933333333,112.405968,115.918656,85.281887,104.535503666667,1769,1389,1287,0.273921024953274
"CCDC83",0,0,0,0,0.029509,0.039637,0,0.0230486666666667,1,1,0,0.977470605829765
"CCDC85A",8.87929,12.40734,29.3861,16.89091,19.798163,18.314199,17.172412,18.428258,1384,976,809,0.920870517572908
"CCDC85B",139.60035,297.63796,443.74108,293.659796666667,9.685207,9.37304,12.926891,10.6617126666667,115,82,96,25.2672832103735
"CCDC85C",30.86216,47.11473,34.14906,37.3753166666667,6.559283,2.897694,3.718173,4.39171666666667,342,219,266,7.11745795247648
"CCDC86",27.31707,21.60922,12.21326,20.37985,9.010161,12.74782,13.8568,11.8715936666667,281,247,274,1.66101032658971
"CCDC87",0.38101,0.3316,0.34957,0.35406,0.09418,0.248611,0.28448,0.209090333333333,5,10,10,1.11989978140591
"CCDC88A",33.84401,37.96811,44.83292,38.88168,33.860229,22.797942,24.668187,27.108786,1731,1075,1040,1.41883324310057
"CCDC88B",18.33839,16.6076,20.75598,18.5673233333333,1.245898,0.647895,0.978538,0.957443666666667,38,14,16,9.99636600865993
"CCDC88C",62.78454,46.81076,9.67884,39.7580466666667,4.836254,4.496123,4.86422,4.732199,217,176,176,7.11036840602824
"CCDC89",0.49698,0.46977,0.17479,0.380513333333333,0.128886,0.133658,0.151498,0.138014,5,4,4,1.21308993855377
"CCDC9",16.58241,14.39693,18.96441,16.6479166666667,10.881662,3.652424,7.003518,7.17920133333333,179,86,89,2.15765769143556
"CCDC90B",46.98073,43.96453,34.14906,41.6981066666667,54.034578,56.371553,71.525436,60.6438556666667,694,582,691,0.692657949521403
"CCDC91",187.01178,200.50702,215.11938,200.879393333333,28.241654,26.197755,29.249789,27.8963993333333,333,283,269,6.98631656506962
"CCDC92",104.54703,92.23986,158.94714,118.57801,28.791324,31.042786,36.124996,31.9863686666667,1011,893,849,3.62507347226843
"CCDC93",16.26766,11.10857,11.33932,12.9051833333333,60.915576,48.766497,31.996005,47.226026,1072,884,753,0.288333592598597
"CCDC96",5.00288,4.75292,3.08062,4.27880666666667,1.162896,1.874198,1.981266,1.67278666666667,42,51,47,1.97501982949132
"CCDC97",14.24662,13.76137,13.0435,13.68383,10.05397,9.432907,7.735839,9.07423866666667,327,272,263,1.45756225218144
"CCER1",0,0,0,0,0,0,0,0,0,0,0,1
"CCHCR1",40.00651,24.04095,50.75384,38.2671,9.905121,8.944211,7.872593,8.90730833333333,225,128,105,3.96344785877765
"CCIN",0,0,0,0,0.291143,0,0.043997,0.111713333333333,10,0,1,0.89951246424438
"CCK",20.93922,11.68887,630.74157,221.12322,0.504301,0,0,0.168100333333333,5,0,0,190.157654836157
"CCKAR",0.13253,0.0829,0,0.07181,0.530539,0,0,0.176846333333333,16,0,0,0.910747622388536
"CCKBR",7.53746,5.85825,44.24302,19.21291,0.288064,0.307702,4.059118,1.551628,4,5,2,7.92157399119307
"CCL1",0,0,0,0,0,0.193434,0,0.064478,0,1,0,0.939427587982091
"CCL11",0,0,0,0,0,0,0,0,0,0,0,1
"CCL13",0.21536,0,0,0.0717866666666667,0,0,0,0,0,0,0,1.07178666666667
"CCL14",1.04365,0,1.52939,0.85768,0,0,0,0,0,0,0,1.85768
"CCL15",0,0,0,0,0.108147,0,0,0.036049,1,0,0,0.965205313648293
"CCL16",0.23192,0,0.24033,0.157416666666667,0.129295,0.191398,0.188753,0.169815333333333,3,4,4,0.989401176140052
"CCL17",0,0.30397,0,0.101323333333333,0,0,0,0,0,0,0,1.10132333333333
"CCL18",0.97738,0.2487,0.39327,0.539783333333333,0,0,0,0,0,0,0,1.53978333333333
"CCL19",4.68813,3.95156,0,2.87989666666667,0,0,0,0,0,0,0,3.87989666666667
"CCL2",2.38548,1.63036,7.66879,3.89487666666667,19.046502,7.931435,8.378552,11.7854963333333,188,58,56,0.382846042034765
"CCL20",0.19879,0.27633,0,0.158373333333333,1.362202,0.895456,2.013828,1.42382866666667,4,2,4,0.477910567386089
"CCL21",0.74546,2.01723,0.30588,1.02285666666667,0.079755,0,0,0.026585,1,0,0,1.97047167713016
"CCL22",0.28162,0.13817,0.19664,0.205476666666667,0.206116,0.082761,0.162313,0.150396666666667,11,3,6,1.04787913734103
"CCL23",0,0,0,0,0,0,0,0,0,0,0,1
"CCL24",0,0,0,0,0.349288,0,0.452143,0.267143666666667,8,0,7,0.789176496956015
"CCL25",0,0.3316,0.89578,0.409126666666667,0,0.325792,0,0.108597333333333,0,1,0,1.27108971336752
"CCL26",0,0.88426,0,0.294753333333333,0,0.239984,0,0.0799946666666667,0,1,0,1.19885159926716
"CCL27",1.55719,0.13817,1.22351,0.972956666666667,0.84059,0.60864,0.072113,0.507114333333333,3,6,1,1.30909554970724
"CCL28",0.41415,1.35403,3.69238,1.82018666666667,1.459871,0.171174,0.301433,0.644159333333333,61,7,11,1.71527577010987
"CCL3",1.17617,0.4974,12.78132,4.81829666666667,0,0,0,0,0,0,0,5.81829666666667
"CCL3L1",0,0.4145,0,0.138166666666667,1.503642,1.100904,1.255919,1.28682166666667,16,11,10,0.497706788096725
"CCL4",0,1.35403,5.92092,2.42498333333333,0.032943,0,0,0.010981,1,0,0,3.38778209811394
"CCL4L2",0,0.9119,1.42015,0.77735,0.174911,0,0,0.0583036666666667,1,0,0,1.67943290378848
"CCL5",4.78753,2.68043,6.88225,4.78340333333333,0.077292,0.205524,0.455118,0.245978,2,3,7,4.64165766436754
"CCL7",0,0,0,0,0,0,0,0,0,0,0,1
"CCL8",0,0.11053,0,0.0368433333333333,0,0,0,0,0,0,0,1.03684333333333
"CCM2",213.05329,208.90753,162.07146,194.677426666667,40.588933,28.241032,35.470679,34.7668813333333,865,430,523,5.47091105995599
"CCNA1",14.6442,9.11898,8.8486,10.8705933333333,8.439989,9.63925,10.078341,9.38586,244,213,197,1.14295718730402
"CCNA2",1.29214,1.60273,1.90081,1.59856,5.961905,1.694531,4.276773,3.97773633333333,283,62,141,0.52203648927702
"CCNB1",9.87324,6.68725,7.20997,7.92348666666667,36.500849,17.561621,33.722685,29.2617183333333,492,193,314,0.294877064427549
"CCNB1IP1",28.09567,27.60564,38.9557,31.5523366666667,64.203703,29.231284,43.337182,45.590723,782,273,328,0.698687089845475
"CCNB2",0.61294,0.3316,1.46384,0.802793333333333,10.213706,2.655336,6.162087,6.34370966666667,216,45,104,0.245488100042444
"CCNB3",8.87929,0.2487,0.37142,3.16647,0.980604,1.186224,1.221503,1.12944366666667,28,21,25,1.95660024504053
"CCNC",35.35151,34.32052,20.55935,30.0771266666667,146.444165,127.913333,153.062202,142.473233333333,682,533,556,0.216605745508396
"CCND1",19.10042,21.16709,25.34415,21.8705533333333,108.54544,92.460028,118.108738,106.371402,4818,3144,3886,0.213004141767035
"CCND2",21.28711,21.77502,34.56417,25.8754333333333,37.138048,25.380322,32.959882,31.826084,4001,2140,2489,0.818721883893715
"CCND3",175.86297,241.32136,224.75453,213.97962,51.989459,25.878216,20.019742,32.629139,626,225,254,6.39265905677811
"CCNDBP1",44.06514,40.84197,34.91375,39.9402866666667,31.866535,43.031708,47.702611,40.8669513333333,692,812,793,0.977866440303025
"CCNE1",5.2845,5.47139,4.85035,5.20208,7.412834,4.483951,8.448109,6.78163133333333,151,73,130,0.797015398742012
"CCNE2",3.59479,2.23829,3.25541,3.02949666666667,4.446038,2.042829,2.760323,3.08306333333333,98,29,61,0.986880765177126
"CCNF",3.31317,2.29356,4.34783,3.31818666666667,3.307204,3.229643,4.143457,3.56010133333333,259,193,215,0.946949716906876
"CCNG1",29.08962,28.3241,34.8482,30.7539733333333,111.425172,52.299732,73.115049,78.946651,1873,662,913,0.397189537474601
"CCNG1P1",0,0,0,0,0,0,0,0,0,0,0,1
"CCNG2",23.63946,21.16709,11.55781,18.78812,37.407546,22.937567,23.496141,27.9470846666667,1584,668,727,0.683596300900952
"CCNH",30.08357,35.72982,50.09839,38.63726,36.825173,45.088655,48.226946,43.380258,379,335,329,0.893128201282651
"CCNI",219.28204,216.64485,235.78797,223.904953333333,482.505889,399.655009,516.972516,466.377804666667,7970,5313,6366,0.481205891866721
"CCNI2",4.05863,3.15019,2.0756,3.09480666666667,0.089893,0.355882,0.340641,0.262138666666667,4,12,10,3.24433976615353
"CCNJ",2.93215,3.50943,2.81844,3.08667333333333,4.409254,5.583118,6.239926,5.410766,313,304,309,0.637470363655971
"CCNJL",3.21377,3.86866,4.30414,3.79552333333333,4.238601,4.945292,5.836059,5.00665066666667,270,240,242,0.79836894127132
"CCNK",16.99655,17.98926,29.08023,21.3553466666667,91.188336,40.19334,59.922801,63.768159,594,362,358,0.345159519921921
"CCNL1",48.2066,42.88684,51.97735,47.6902633333333,62.058805,43.166967,47.708312,50.978028,1124,553,635,0.936747029597455
"CCNL2",122.71975,101.71807,120.64689,115.028236666667,143.660061,100.405837,113.076284,119.047394,3731,2103,2226,0.966520245051439
"CCNO",21.71782,12.6284,9.5259,14.62404,0.092436,0.061489,0.141913,0.0986126666666667,2,1,2,14.2216091931703
"CCNT1",3.69418,3.42653,2.94953,3.35674666666667,7.053666,5.966431,5.967203,6.3291,902,582,532,0.594444975053781
"CCNT2",9.32657,7.26755,10.18136,8.92516,17.29803,17.612133,16.781431,17.2305313333333,1142,845,832,0.544425163398968
"CCNY",165.06204,193.2671,168.66968,175.666273333333,50.179058,36.935315,40.849224,42.6545323333333,1093,553,652,4.04691709864994
"CCNYL1",5.20167,7.29518,7.71249,6.73644666666667,14.352372,14.096655,15.387444,14.612157,425,292,315,0.495539896675819
"CCNYL2",0.49698,1.29876,1.72602,1.17392,1.69671,0.461357,0.789798,0.982621666666667,75,21,33,1.09648756318444
"CCP110",22.94369,22.10662,17.7846,20.94497,14.547305,21.233854,12.886549,16.2225693333333,641,801,685,1.27419838325323
"CCPG1",62.9502,39.23924,50.42612,50.8718533333333,26.83686,27.090866,21.869676,25.2658006666667,1133,828,767,1.9748818622218
"CCR1",2.0376,1.10533,1.02687,1.38993333333333,0.33751,0.277132,0.279618,0.298086666666667,16,10,9,1.8411200073955
"CCR10",3.76045,2.45936,10.57463,5.59814666666667,1.048698,1.228072,2.137732,1.47150066666667,31,29,33,2.66969244866344
"CCR2",0.24849,0,0,0.08283,0,0,0,0,0,0,0,1.08283
"CCR3",1.19274,0,0,0.39758,0.057662,0.038051,0,0.0319043333333333,2,1,0,1.35436973647105
