"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"SLC2A9",455,0.280101,506,0.334344,712,0.460809,0.358418,"Slc2a9",0.243278,0.520285,0.477867,17,16,22,0.41381,0.960820760922613
"SLC30A1",504,11.5945,758,18.7167,814,19.6871,16.6661,"Slc30a1",1.745948,1.438747,1.616875,302,243,196,1.60052333333333,6.7932864795163
"SLC30A10",149,0.0952714,146,0.1002,114,0.0766336,0.0907016666667,"Slc30a10",0,0.009039,0,0,1,0,0.003013,1.08742525437527
"SLC30A2",70,1.37915,53,1.12081,97,2.0092,1.50305333333,"Slc30a2",0.097401,0.14383,0.081556,10,14,6,0.107595666666667,2.25989809156891
"SLC30A3",16,0.126285,23,0.194849,8,0.0663833,0.129172433333,"Slc30a3",0,0.016226,0,0,1,0,0.00540866666666667,1.12309797077507
"SLC30A4",629,2.5466,722,3.13753,713,3.03485,2.90632666667,"Slc30a4",1.41075,1.126992,1.334198,255,188,172,1.29064666666667,1.70533793950617
"SLC30A5",826,3.88733,993,5.01604,1237,6.12039,5.00792,"Slc30a5",3.762179,3.609199,3.824258,227,203,193,3.73187866666667,1.26966907294608
"SLC30A6",647,1.93085,782,2.50491,892,2.79865,2.41147,"Slc30a6",1.476863,2.187538,1.596708,55,75,51,1.753703,1.23886635559463
"SLC30A7",516,1.05208,645,1.41157,868,1.86062,1.44142333333,"Slc30a7",1.549419,0.901685,2.198105,195,154,150,1.54973633333333,0.957519921339579
"SLC30A8",24,0.0185159,14,0.0115932,15,0.0121664,0.0140918333333,"Slc30a8",0,0,0,0,0,0,0,1.0140918333333
"SLC30A9",3165,5.53144,3555,6.66875,3619,6.64953,6.28324,"Slc30a9",33.676358,33.748371,36.606306,1365,1313,1166,34.6770116666667,0.204143779418745
"SLC31A1",564,2.29412,584,2.54971,867,3.70762,2.85048333333,"Slc31a1",2.613972,3.2146,3.37066,307,351,284,3.06641066666667,0.946899772050405
"SLC31A2",452,5.99802,386,5.49791,594,8.28694,6.59429,"Slc31a2",3.289895,3.889627,2.82773,180,178,98,3.33575066666667,1.75155136534604
"SLC33A1",944,4.93273,950,5.32818,1104,6.06488,5.44193,"Slc33a1",1.836387,1.989977,1.654169,171,154,103,1.82684433333333,2.27884143602766
"SLC34A2",6,0.0341009,9,0.0549032,15,0.0896281,0.0595440666667,"Slc34a2",0,0,0,0,0,0,0,1.0595440666667
"SLC34A3",23,0.693011,28,0.905547,28,0.886969,0.828509,"Slc34a3",0,0,0,0,0,0,0,1.828509
"SLC35A1",764,3.19965,932,4.18953,845,3.72052,3.70323333333,"Slc35a1",2.754855,3.194811,4.487027,124,119,110,3.47889766666667,1.05008724989028
"SLC35A2",364,7.24347,361,7.71069,338,7.07132,7.34182666667,"Slc35a2",2.249562,4.564639,3.554326,77,94,82,3.45617566666667,1.87196988868033
"SLC35A3",513,1.35207,834,2.35933,837,2.31924,2.01021333333,"Slc35a3",1.68943,1.79431,1.692687,230,165,185,1.72547566666667,1.10447265046089
"SLC35A4",1031,42.1518,898,39.4071,960,41.2636,40.9408333333,"Slc35a4",15.965285,20.17791,19.559358,346,407,296,18.5675176666667,2.14339059495249
"SLC35A5",1496,10.9484,1949,15.3099,1562,12.0182,12.7588333333,"Slc35a5",3.082652,2.82191,2.56291,94,79,76,2.82249066666667,3.59944196941575
"SLC35B1",601,12.9927,527,12.2286,627,14.2505,13.1572666667,"Slc35b1",6.219716,5.873649,5.245438,232,207,144,5.779601,2.08821531926436
"SLC35B2",698,32.1317,834,41.2084,733,35.4749,36.2716666667,"Slc35b2",3.580376,5.440463,3.922862,181,186,153,4.314567,7.01311445818634
"SLC35B3",647,4.68054,938,7.28341,956,7.27089,6.41161333333,"Slc35b3",0.836759,0.632912,0.603382,47,34,24,0.691017666666667,4.38293075195351
"SLC35B4",1052,6.65906,1142,7.75896,1218,8.10555,7.50785666667,"Slc35b4",0.956344,1.62794,1.156535,90,116,87,1.24693966666667,3.78641972140329
"SLC35C1",574,11.2117,488,10.231,465,9.54882,10.3305066667,"Slc35c1",0.779134,0.658007,0.727669,76,63,53,0.721603333333333,6.58136891775302
"SLC35C2",1025,9.69027,1056,10.7156,1152,11.4499,10.61859,"Slc35c2",4.028681,4.824637,3.765104,156,149,113,4.20614066666667,2.23170881155599
"SLC35D1",472,1.50473,440,1.50561,464,1.55516,1.52183333333,"Slc35d1",0.925366,1.073611,1.320991,119,102,106,1.106656,1.19707884596726
"SLC35D2",681,1.69309,650,1.73455,836,2.18513,1.87092333333,"Slc35d2",0.328895,0.527237,0.437167,16,15,13,0.431099666666667,2.00609601147975
"SLC35D3",0,0,1,0.0558074,2,0.109325,0.0550441333333,"Slc35d3",0,0,0,0,0,0,0,1.0550441333333
"SLC35E1",1169,9.04243,1010,8.38556,1417,11.5233,9.65043,"Slc35e1",7.964388,7.569164,8.937084,1131,1034,900,8.15687866666667,1.16310703545415
"SLC35E2B",2593,13.6169,2124,11.9721,1643,9.07095,11.5533166667,"Slc35e2",0.606293,0.670402,0.472403,122,112,65,0.583032666666667,7.92991637572019
"SLC35E3",721,2.63571,642,2.51906,723,2.77868,2.64448333333,"Slc35e3",0.895212,1.376418,1.3276,88,81,80,1.19974333333333,1.65677662393794
"SLC35E4",718,3.77404,614,3.4641,516,2.85148,3.36320666667,"Slc35e4",0.521349,0.412554,0.44316,54,43,32,0.459021,2.99050299253404
"SLC35F1",3393,1.44429,3505,1.60139,3201,1.4325,1.49272666667,"Slc35f1",0.07159,0.047216,0.148378,12,7,17,0.0890613333333333,2.28887629224739
"SLC35F2",243,0.309184,460,0.628216,241,0.322378,0.419926,"Slc35f2",0,0,0,0,0,0,0,1.419926
"SLC35F3",186,0.0773969,201,0.0897733,133,0.0581836,0.0751179333333,"Slc35f3",0.014767,0.013631,0,1,1,0,0.009466,1.06503629972015
"SLC35F4",69,0.0288189,63,0.0282429,60,0.0263462,0.0278026666667,"Slc35f4",0,0,0.017222,0,0,1,0.00574066666666667,1.02193607232086
"SLC35F5",1136,3.83991,1561,5.66352,1731,6.15146,5.21829666667,"Slc35f5",23.847261,23.353322,24.291808,1266,1205,931,23.830797,0.250426785200249
"SLC35F6",862,8.88545,783,8.66312,792,8.58293,8.7105,"Slc35f6",8.802513,8.474301,11.275053,411,451,411,9.517289,0.923289262090259
"SLC35G1",201,0.565542,260,0.785204,186,0.550199,0.633648333333,"Slc35g1",0.407991,0.423384,0.486748,42,43,37,0.439374333333333,1.13497114371198
"SLC35G2",763,3.57917,913,4.59694,654,3.22532,3.80047666667,"Slc35g2",0.665725,0.767389,0.707034,28,32,23,0.713382666666667,2.801753957281
"SLC35G3",1,0.0871752,1,0.0935693,0,0,0.0602481666667,"Slc35g3",0.02164,0.023163,0,1,1,0,0.0149343333333333,1.04464705926791
"SLC35G4",1,0.171779,2,0.368757,1,0.180596,0.240377333333,"Slc35g3",0.02164,0.023163,0,1,1,0,0.0149343333333333,1.22212570074287
"SLC35G5",14,1.85147,13,1.84532,9,1.25132,1.64937,"Slc35g3",0.02164,0.023163,0,1,1,0,0.0149343333333333,2.61038563086019
"SLC35G6",4,0.32277,5,0.433055,5,0.424171,0.393332,"Slc35g3",0.02164,0.023163,0,1,1,0,0.0149343333333333,1.37282970359659
"SLC36A1",2605,8.22444,2081,7.05198,2017,6.69488,7.32376666667,"Slc36a1",0.856428,0.807066,0.754348,138,138,94,0.805947333333333,4.6090860530835
"SLC36A2",935,5.00762,499,2.86854,378,2.12838,3.33484666667,"Slc36a2",2.594534,2.378463,3.927025,200,168,214,2.966674,1.09281646706283
"SLC36A3",6,0.0388148,2,0.0138873,3,0.0204036,0.0243685666667,"Slc36a3",0,0,0,0,0,0,0,1.0243685666667
"SLC36A4",891,2.89228,1146,3.9929,1070,3.65161,3.51226333333,"Slc36a4",0.909353,0.780507,0.868931,159,102,92,0.852930333333333,2.43520398590089
"SLC37A1",464,0.948818,441,0.96793,497,1.06846,0.995069333333,"Slc37a1",9.143011,4.946916,15.963134,108,94,88,10.017687,0.181078781175486
"SLC37A2",166,1.06438,134,0.922217,197,1.32798,1.104859,"Slc37a2",0.4583,0.376895,0.594602,60,46,48,0.476599,1.42547773633871
"SLC37A4",536,13.7846,516,14.2436,515,13.9243,13.9841666667,"Slc37a4",2.540476,4.330435,4.928523,140,146,131,3.93314466666667,3.03744724292159
"SLC38A1",2799,5.6234,3460,7.46127,2629,5.55296,6.21254333333,"Slc38a1",0.670248,0.725369,0.970196,126,107,107,0.788604333333333,4.03249796442589
"SLC38A10",1613,5.55393,1410,5.21105,2110,7.63812,6.13436666667,"Slc38a10",9.696929,10.115463,12.867932,935,906,786,10.8934413333333,0.599857221027758
"SLC38A11",73,0.214915,86,0.271758,178,0.550936,0.345869666667,"Slc38a11",0.242315,0.351086,0.351583,9,7,11,0.314994666666667,1.02347918267881
"SLC38A2",7082,84.8223,10182,130.896,10581,133.235,116.317766667,"Slc38a2",11.83973,11.486339,13.91172,1821,1599,1543,12.4125963333333,8.74683497149906
"SLC38A3",30,0.3227,23,0.26555,33,0.37319,0.32048,"Slc38a3",17.856759,15.369776,14.528812,957,677,519,15.918449,0.078049707748033
"SLC38A4",8,0.0206598,11,0.0304908,8,0.0217202,0.0242902666667,"Slc38a4",1.150018,0.952955,0.929668,98,77,61,1.01088033333333,0.509374053586166
"SLC38A5",77,1.14738,78,1.24753,192,3.00784,1.80091666667,"Slc38a5",0.017162,0.018457,0,1,1,0,0.011873,2.76805159014026
"SLC38A6",552,0.939718,553,1.01047,689,1.23315,1.06111266667,"Slc38a6",3.31466,3.11669,2.620748,371,315,203,3.017366,0.513050756806823
"SLC38A7",514,4.56695,484,4.61582,546,5.10028,4.76101666667,"Slc38a7",1.634689,1.711858,1.206426,144,137,98,1.51765766666667,2.28824464221043
"SLC38A8",45,0.238443,42,0.23887,7,0.0389949,0.172102633333,"Slc38a8",0.011485,0.012266,0,1,1,0,0.007917,1.16289598581332
"SLC38A9",526,0.623629,596,0.75845,643,0.801474,0.727851,"Slc38a9",1.567578,1.889864,1.235195,154,174,108,1.56421233333333,0.67383304320742
"SLC39A1",827,15.901,888,18.3262,1277,25.8135,20.0135666667,"Slc39a1",7.722222,8.523642,9.904877,582,603,535,8.71691366666667,2.16257624463474
"SLC39A10",1444,1.55983,1609,1.86555,1728,1.96242,1.79593333333,"Slc39a10",1.330924,1.742574,1.300876,172,153,136,1.45812466666667,1.13742535976477
"SLC39A11",909,0.355448,1178,0.494422,1185,0.487157,0.445675666667,"Slc39a11",0.473817,0.49911,0.56136,32,27,35,0.511429,0.956495916557774
"SLC39A12",12,0.0229229,13,0.0266546,6,0.0120497,0.0205424,"Slc39a12",0,0,0,0,0,0,0,1.0205424
"SLC39A13",980,18.2814,983,19.6823,879,17.2389,18.4008666667,"Slc39a13",5.537282,5.643778,5.207725,159,143,111,5.46292833333333,3.00186937964911
"SLC39A14",1191,3.111,1036,2.90461,1550,4.25655,3.42405333333,"Slc39a14",7.793028,7.495358,6.256726,821,788,534,7.181704,0.540725175749453
"SLC39A2",1,0.0667555,3,0.214955,0,0,0.0939035,"Slc39a2",0.138883,0.074477,0.057281,11,6,3,0.0902136666666667,1.00338450474999
"SLC39A3",291,6.4968,307,7.35673,253,5.93834,6.59729,"Slc39a3",1.616702,1.220092,2.144463,153,150,127,1.660419,2.85567423777984
"SLC39A4",55,1.34309,83,2.17551,34,0.872888,1.46382933333,"Slc39a4",0.021371,0,0,2,0,0,0.00712366666666667,2.44640198108408
"SLC39A6",2398,20.0877,2916,26.2185,2754,24.2539,23.5200333333,"Slc39a6",0.536124,0.774676,1.887483,67,64,41,1.06609433333333,11.8678188782119
"SLC39A7",1803,78.8442,1634,76.6949,1695,77.9259,77.8216666667,"Slc39a7",22.881718,17.204759,20.08048,514,482,417,20.0556523333333,3.74349202859495
"SLC39A8",430,0.416832,431,0.448446,586,0.597212,0.487496666667,"Slc39a8",0.140852,0.134858,0.146124,14,13,10,0.140611333333333,1.30412229231488
"SLC39A9",1300,3.52785,1463,4.26139,1662,4.74172,4.17698666667,"Slc39a9",2.348422,1.54089,1.811671,321,246,227,1.90032766666667,1.78496613543665
"SLC3A1",4099,15.5547,4957,20.1903,3942,15.7267,17.1572333333,"Slc3a1",0,0,0,0,0,0,0,18.1572333333
"SLC3A2",1958,10.437,1947,11.1395,1940,10.8718,10.8161,"Slc3a2",28.760036,32.574909,29.836471,249,260,179,30.390472,0.376423138842895
"SLC40A1",1097,8.26768,1202,9.72349,1078,8.5415,8.84422333333,"Slc40a1",19.147566,15.041501,16.551291,328,258,252,16.9134526666667,0.549543603710083
"SLC41A1",803,5.68985,898,6.82971,816,6.07874,6.19943333333,"Slc41a1",7.719657,8.757324,17.691172,962,856,816,11.3893843333333,0.581096940705932
"SLC41A2",524,0.586088,617,0.740726,557,0.654976,0.660596666667,"Slc41a2",0.127959,0.481673,0.4884,20,18,10,0.366010666666667,1.21565424574552
"SLC41A3",2120,3.89007,2192,4.31721,1521,2.9342,3.71382666667,"Slc41a3",2.845768,3.292999,5.543206,219,237,304,3.893991,0.963186623487865
"SLC43A1",224,1.25236,225,1.35022,195,1.14619,1.24959,"Slc43a1",0.235421,0.313156,0.259584,20,25,11,0.269387,1.77218610242582
"SLC43A2",1835,5.37693,1621,5.09826,1512,4.65788,5.04435666667,"Slc43a2",2.412106,3.110077,3.013277,218,197,147,2.84515333333333,1.57194164775484
"SLC43A3",433,3.66727,462,4.19988,711,6.33085,4.73266666667,"Slc43a3",18.304247,20.712294,14.439217,785,873,507,17.818586,0.304627917669797
"SLC44A1",3340,2.9992,3731,3.59604,4266,4.02734,3.54086,"Slc44a1",5.656101,5.662509,6.046469,417,420,341,5.78835966666667,0.668918593441253
"SLC44A2",6217,25.7976,7021,31.2707,6171,26.921,27.9964333333,"Slc44a2",10.549034,12.669863,14.501141,903,966,865,12.573346,2.1362774759665
"SLC44A3",382,0.890929,296,0.740989,359,0.880263,0.837393666667,"Slc44a3",0,0.11929,0.017062,0,1,1,0.0454506666666667,1.75751350613738
"SLC44A4",36,0.396668,30,0.354802,35,0.405444,0.385638,"Slc44a4",0.013709,0,0,1,0,0,0.00456966666666667,1.37933489928855
"SLC44A5",166,0.0709072,184,0.0843607,187,0.0839773,0.0797484,"Slc44a5",0.176375,0.041689,0.066507,12,5,7,0.094857,0.986200389639926
"SLC45A1",534,3.54147,563,4.00766,392,2.73317,3.42743333333,"Slc45a1",0,0,0,0,0,0,0,4.42743333333
"SLC45A2",19,0.082835,13,0.0608337,6,0.0275011,0.0570566,"Slc45a2",0,0,0,0,0,0,0,1.0570566
"SLC45A3",56,0.431755,74,0.612381,39,0.31612,0.453418666667,"Slc45a3",0.659562,0.417479,0.622227,49,43,23,0.566422666666667,0.927858551587396
"SLC45A4",769,1.32829,635,1.17729,612,1.11137,1.20565,"Slc45a4",1.737343,1.304705,2.776328,193,200,218,1.93945866666667,0.750359249821056
"SLC46A1",2025,28.175,1679,25.0744,1772,25.9204,26.3899333333,"Slc46a1",0.372706,0.338758,0.750075,18,18,17,0.487179666666667,18.4173667427092
"SLC46A2",65,0.94969,50,0.784113,59,0.906272,0.880025,"Slc46a2",0,0.023369,0.075948,0,2,5,0.0331056666666667,1.81977997087745
"SLC46A3",489,4.51832,412,4.08607,576,5.59537,4.73325333333,"Slc46a3",3.784633,2.762445,3.293941,181,127,105,3.28033966666667,1.33943887163394
"SLC47A1",218,0.455283,278,0.623175,260,0.570869,0.549775666667,"Slc47a1",7.019187,7.288534,7.437467,544,522,400,7.248396,0.187888125966188
"SLC48A1",959,5.80997,1000,6.50273,720,4.58592,5.63287333333,"Slc48a1",12.061002,12.214475,11.767016,548,531,426,12.0141643333333,0.509665712176474
"SLC49A3",101,2.31769,94,2.31528,115,2.77441,2.46912666667,"Mfsd7a",0.296949,0.511579,0.246931,18,29,14,0.351819666666667,2.56626438585867
"SLC49A4",404,0.820002,362,0.788647,430,0.917572,0.842073666667,"Slc49a4",7.162927,7.035364,7.29115,537,520,374,7.163147,0.225657294505048
"SLC4A1",3,0.0265339,4,0.0379734,3,0.0278958,0.0308010333333,"Slc4a1",0.410264,0.020407,1.643247,17,3,21,0.691306,0.609470452616676
"SLC4A10",664,0.206792,921,0.307869,1012,0.331348,0.282003,"Slc4a10",0,0,0,0,0,0,0,1.282003
"SLC4A11",43,0.618633,49,0.756661,13,0.196628,0.523974,"Slc4a11",0,0,0,0,0,0,0,1.523974
"SLC4A1AP",983,5.45068,1139,6.77894,1103,6.43,6.21987333333,"Slc4a1ap",5.41734,6.452502,8.418046,148,146,107,6.76262933333333,0.930080907293525
"SLC4A2",1324,11.974,1418,13.7647,1129,10.7345,12.1577333333,"Slc4a2",7.099507,6.773307,6.352578,304,281,242,6.74179733333333,1.69957088344946
"SLC4A3",1032,12.3596,876,11.2608,669,8.42343,10.6812766667,"Slc4a3",41.162009,40.5926,41.783198,2274,2156,1664,41.179269,0.276943554111855
"SLC4A4",1758,0.602882,2465,0.907342,1627,0.586596,0.69894,"Slc4a4",2.386083,2.892057,3.624694,397,357,366,2.96761133333333,0.42820222478109
"SLC4A5",299,0.41074,324,0.477728,491,0.709113,0.532527,"Slc4a5",0,0,0,0,0,0,0,1.532527
"SLC4A7",651,1.01817,931,1.56289,1055,1.73471,1.43859,"Slc4a7",1.351265,1.283848,1.542223,275,220,221,1.39244533333333,1.01928765770475
"SLC4A8",1170,1.64245,979,1.47513,929,1.37107,1.49621666667,"Slc4a8",1.353398,0.715741,0.21292,62,59,33,0.760686333333333,1.41775205464574
"SLC4A9",7,0.0818098,8,0.100355,11,0.135157,0.105773933333,"Slc4a9",0.006422,0.020668,0,1,3,0,0.00903,1.09587815360594
"SLC50A1",339,16.8534,355,18.9434,348,18.1889,17.9952333333,"Slc50a1",11.5953,14.164106,13.525894,140,126,113,13.0951,1.34764800060305
"SLC51A",1495,8.24104,1406,8.31892,1963,11.3763,9.31208666667,"Slc51a",0.035866,0.080588,0.049889,3,4,3,0.0554476666666667,9.77034389515286
"SLC51B",163,3.55461,153,3.58126,407,9.33118,5.48901666667,"Slc51b",0,0.13253,0,0,2,0,0.0441766666666667,6.21448158517556
"SLC52A1",6,0.0540028,7,0.0676244,7,0.0662371,0.0626214333333,"Slc52a2",0.358784,0.270403,0.503105,39,28,42,0.377430666666667,0.771451848030076
"SLC52A2",555,13.5834,534,14.028,450,11.5788,13.0634,"Slc52a2",0.358784,0.270403,0.503105,39,28,42,0.377430666666667,10.209878682339
"SLC52A3",112,1.2278,45,0.529498,76,0.875917,0.877738333333,"Slc52a3",0.267556,0.127279,0.249928,21,9,14,0.214921,1.54556414230473
"SLC5A1",9,0.0225357,10,0.0268762,7,0.0184274,0.0226131,"Slc5a1",0.051411,0.063154,0.040756,7,8,4,0.0517736666666667,0.972274865219735
"SLC5A10",292,0.70604,285,0.73966,187,0.475364,0.640354666667,"Slc5a10",0,0.016958,0,0,1,0,0.00565266666666667,1.63113440757246
"SLC5A11",27,0.0716981,14,0.0399036,22,0.0614193,0.0576736666667,"Slc5a11",0,0.064607,0.064137,0,2,3,0.0429146666666667,1.01415168514909
"SLC5A12",6,0.0185824,8,0.0265938,23,0.0748886,0.0400216,"Slc5a12",0,0,0,0,0,0,0,1.0400216
"SLC5A2",561,12.4706,703,16.7733,553,12.9237,14.0558666667,"Slc5a2",0,0.042012,0,0,1,0,0.014004,14.847936168595
"SLC5A3",1958,10.466,2561,14.6933,1861,10.4581,11.8724666667,"Slc5a3",0.212819,0.127836,0.089411,48,44,24,0.143355333333333,11.2585005653244
"SLC5A4",36,0.170595,53,0.269576,53,0.264045,0.234738666667,"Slc5a4b",0,0,0.013304,0,0,1,0.00443466666666667,1.22928718775172
"SLC5A4",36,0.170595,53,0.269576,53,0.264045,0.234738666667,"Slc5a4a",0,0,0,0,0,0,0,1.234738666667
"SLC5A5",7,0.0526429,5,0.0403601,4,0.0316257,0.0415429,"Slc5a5",0,0,0,0,0,0,0,1.0415429
"SLC5A6",735,9.60244,713,9.99825,628,8.62565,9.40878,"Slc5a6",1.386631,2.156857,3.101797,126,149,109,2.215095,3.23747198760845
"SLC5A7",8,0.0508733,35,0.238896,11,0.0735413,0.121103533333,"Slc5a7",0,0,0,0,0,0,0,1.121103533333
"SLC5A8",3,0.00957325,5,0.0171257,1,0.00335487,0.01001794,"Slc5a8",0,0,0,0,0,0,0,1.01001794
"SLC5A9",419,2.81968,535,3.86438,631,4.4643,3.71612,"Slc5a9",0,0,0,0,0,0,0,4.71612
"SLC66A1",334,3.43738,319,3.52381,314,3.39741,3.45286666667,"Slc66a1",0.935982,0.7321,0.982173,47,33,35,0.883418333333333,2.36424727733704
"SLC66A2",2183,7.7454,2285,8.70195,1719,6.41216,7.61983666667,"Slc66a2",5.557191,5.939453,6.524766,302,278,257,6.00713666666667,1.23015106979075
"SLC66A3",908,6.70075,969,7.67541,1116,8.65844,7.6782,"Pqlc3",0.772913,1.004596,0.779919,47,37,31,0.852476,4.6846490858721
"SLC6A1",188,0.697876,350,1.39453,259,1.01078,1.03439533333,"Slc6a1",0.008728,0,0.012162,1,0,1,0.00696333333333333,2.02032712213619
"SLC6A11",130,0.182396,106,0.159632,141,0.207984,0.183337333333,"Slc6a11",0,0,0,0,0,0,0,1.183337333333
"SLC6A12",58,0.413675,38,0.290907,42,0.314933,0.339838333333,"Slc6a12",0,0,0.068248,0,0,1,0.0227493333333333,1.31003589018847
"SLC6A13",131,0.541632,120,0.532543,110,0.47815,0.517441666667,"Slc6a13",0.013677,0,0.019089,1,0,1,0.010922,1.50104722883368
"SLC6A16",162,0.79547,148,0.78003,164,0.846625,0.807375,"Slc6a16",0,0,0,0,0,0,0,1.807375
"SLC6A17",1353,4.57112,1070,3.88015,1196,4.24809,4.23312,"Slc6a17",0.587742,0.494035,0.88869,58,52,41,0.656822333333333,3.15852816244429
"SLC6A18",3,0.0251861,1,0.00901114,0,0,0.01139908,"Slc6a18",0.007533,0.024189,0,1,3,0,0.010574,1.00081644689058
"SLC6A19",3,0.0222859,0,0,1,0.00780992,0.01003194,"Slc6a19",0,0,0,0,0,0,0,1.01003194
"SLC6A2",12,0.0414396,11,0.0407725,5,0.0181528,0.0334549666667,"Slc6a2",0,0,0,0,0,0,0,1.0334549666667
"SLC6A20",1206,5.1277,515,2.3503,1138,5.08693,4.18831,"Slc6a20a",0,0,0,0,0,0,0,5.18831
"SLC6A20",1206,5.1277,515,2.3503,1138,5.08693,4.18831,"Slc6a20b",0,0.010915,0.006733,0,2,1,0.00588266666666667,5.15796739712518
"SLC6A4",22,0.0922027,63,0.283402,58,0.255557,0.210387233333,"Slc6a4",0.083804,0.036428,0.096153,6,3,5,0.0721283333333333,1.12895741647813
"SLC6A5",2,0.00583439,5,0.0156558,2,0.00613385,0.00920801333333,"Slc6a5",0,0.004539,0,0,1,0,0.001513,1.00768338836673
"SLC6A6",367,0.738868,405,0.875178,974,2.06157,1.22520533333,"Slc6a6",7.56478,8.623109,11.383719,1045,1240,1269,9.190536,0.21835998943824
"SLC6A7",1438,7.67615,1406,8.05583,572,3.2101,6.31402666667,"Slc6a7",0,0,0.012273,0,0,1,0.004091,7.28422689444483
"SLC6A8",689,13.8945,763,16.5153,611,12.9539,14.4545666667,"Slc6a8",45.071122,42.438233,44.847981,1712,1742,1273,44.119112,0.342528165596433
"SLC6A9",281,1.22824,326,1.52945,248,1.13964,1.29911,"Slc6a9",0.862838,0.37265,0.45674,26,24,18,0.564076,1.46994775189952
"SLC7A1",2902,5.87629,2471,5.37055,2144,4.56424,5.27036,"Slc7a1",2.056014,2.285156,3.125583,496,528,559,2.48891766666667,1.7972221184545
"SLC7A10",34,0.345597,44,0.480047,22,0.235099,0.353581,"Slc7a10",0,0,0,0,0,0,0,1.353581
"SLC7A11",30,0.0669747,42,0.100642,35,0.0821478,0.0832548333333,"Slc7a11",0.033525,0.177201,0.022883,5,7,2,0.0778696666666667,1.00499612043382
"SLC7A13",3,0.00489426,2,0.00350216,2,0.00343032,0.00394224666667,"Slc7a13",0.015798,0.035518,0,1,2,0,0.0171053333333333,0.987058285670842
"SLC7A14",2327,3.21292,1699,2.5179,1248,1.81158,2.51413333333,"Slc7a14",0.020721,0.011615,0.77903,6,3,5,0.270455333333333,2.76604241103846
"SLC7A2",1624,3.86075,2762,7.04774,3481,8.70018,6.53622333333,"Slc7a2",0.176139,0.389539,0.294465,34,68,45,0.286714333333333,5.85695141345541
"SLC7A3",1,0.0314943,2,0.0676087,1,0.0331109,0.0440713,"Slc7a3",0.045459,0,0,4,0,0,0.015153,1.02848664191506
"SLC7A4",52,2.20334,77,3.50194,44,1.96005,2.55511,"Slc7a4",0.387503,0.273495,0.549855,13,11,15,0.403617666666667,2.53281935987792
"SLC7A5",1285,5.68541,1150,5.46131,1413,6.57262,5.90644666667,"Slc7a5",0.579118,0.544556,0.612854,64,50,42,0.578842666666667,4.37437295842229
"SLC7A6",1682,7.87616,1487,7.47378,2767,13.6218,9.65724666667,"Slc7a6",2.602297,1.534981,2.198237,117,94,55,2.11183833333333,3.42474303774457
"SLC7A6OS",1598,10.557,1414,10.0266,2536,17.6137,12.7324333333,"Slc7a6os",1.81674,1.797889,1.811404,74,63,45,1.80867766666667,4.88928775853358
"SLC7A7",633,1.95382,444,1.47097,921,2.98868,2.13782333333,"Slc7a7",0.900304,0.708171,1.136876,25,20,17,0.915117,1.63844993978436
"SLC7A8",581,1.73861,502,1.61239,681,2.14246,1.83115333333,"Slc7a8",0.262894,0.24689,0.26996,35,32,27,0.259914666666667,2.24709927444557
"SLC7A9",28,0.124598,25,0.119408,29,0.135671,0.126559,"Slc7a9",0,0,0,0,0,0,0,1.126559
"SLC8A1",767,0.260799,1013,0.369709,1551,0.554447,0.394985,"Slc8a1",19.581033,20.397653,24.303957,4474,4059,3702,21.4275476666667,0.0621996225683346
"SLC8A2",112,0.445935,71,0.303426,55,0.230226,0.326529,"Slc8a2",0.08872,0.105007,0.067739,15,16,7,0.0871553333333333,1.22018350030324
"SLC8A3",510,0.615078,395,0.511326,324,0.410812,0.512405333333,"Slc8a3",0.013815,0.009543,0.019594,2,1,1,0.0143173333333333,1.49105736797656
"SLC8B1",748,2.15156,692,2.13648,841,2.54323,2.27709,"Slc8b1",0.923045,1.317666,1.863998,80,66,73,1.36823633333333,1.38376814588747
"SLC9A1",502,1.28642,540,1.48529,481,1.29587,1.35586,"Slc9a1",1.876542,2.281266,2.673878,207,208,203,2.27722866666667,0.718857376039064
"SLC9A2",219,0.416752,334,0.682214,125,0.250082,0.449682666667,"Slc9a2",0.318662,0.269425,0.446982,49,42,44,0.345023,1.07781254793933
"SLC9A3",902,2.91845,940,3.26448,984,3.34717,3.1767,"Slc9a3",0.080661,0.117258,0.120093,14,5,5,0.106004,3.77638778883259
"SLC9A3R1",814,6.86119,866,7.8349,790,7.00068,7.23225666667,"Slc9a3r1",0.484023,0.754147,0.660969,30,46,29,0.633046333333333,5.0410429261162
"SLC9A3R2",954,12.191,1357,18.6128,800,10.7478,13.8505333333,"Slc9a3r2",19.722397,17.219218,19.619888,950,810,667,18.8538343333333,0.747993212996992
"SLC9A4",10,0.0287585,12,0.0370414,3,0.00907037,0.0249567566667,"Slc9a4",0.097479,0.052499,0,4,2,0,0.0499926666666667,0.97615610966175
"SLC9A5",415,2.1009,323,1.7551,364,1.9373,1.9311,"Slc9a5",0.178075,0.1587,0.159125,23,19,14,0.1653,2.51531794387711
