"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg__TPM","FoldChange"
"CCDC82",71.03006,94.391914,49.839813,1276,1693,1627,12.7477423333333,100.097279,79.319228,94.973193,1208,1312,1025,18.2419843333333,0.714465935278712
"CCDC83",0.027485,0,0,1,0,0,21.5488596666667,0,0,0,0,0,0,24.7922573333333,0.874249173899371
"CCDC84",21.192431,20.738439,18.702385,317,495,443,7.30507833333333,20.913943,17.947123,24.737728,263,265,228,8.429305,0.880773114596816
"CCDC85A",4.046164,1.78777,2.467939,246,150,228,8.356383,12.364275,11.768044,17.176331,612,646,598,10.1667196666667,0.837881067967468
"CCDC85B",15.487545,11.38428,35.974723,148,156,650,16.4664866666667,7.309027,12.096111,8.285554,54,113,40,18.3129886666667,0.904390665169965
"CCDC85C",4.410035,5.934817,6.369014,364,555,590,41.0249396666667,5.004467,5.676976,6.91802,271,342,288,46.9237046666667,0.876913418087586
"CCDC86",10.706972,9.984082,9.492308,262,389,359,8.48649933333333,8.402777,8.552385,8.599623,191,216,140,8.06086133333333,1.04697544574865
"CCDC87",0.043679,0.127778,0.075148,2,8,5,24.6578536666667,0.160765,0.14616,0.188721,6,6,5,28.409122,0.872445415632152
"CCDC88A",40.303251,43.211454,31.241098,2252,3057,2651,12.13475,49.987409,44.585476,56.577703,2315,2302,1836,14.9212726666667,0.824981160425659
"CCDC88B",3.607983,3.630261,3.630513,150,154,177,0.576655666666667,1.205319,2.348174,1.883353,40,89,39,0.0412136666666667,1.51424795615117
"CCDC88C",5.751091,6.255864,3.555408,209,470,341,0.088766,4.194714,4.412847,5.054344,198,284,278,0.325591333333333,0.821343631798035
"CCDC89",0.057467,0.021243,0,2,1,0,61.7240863333333,0,0.066034,0.098542,0,2,2,62.9641056666667,0.980613825200725
"CCDC9",10.373091,4.114073,4.161744,98,111,110,9.64563733333333,6.679744,3.78524,4.1556,47,72,45,13.5845126666667,0.729927531803257
"CCDC90B",86.207002,87.139387,64.746585,1017,1395,1077,76.412636,83.947888,78.967132,82.503875,807,839,572,64.4875826666667,1.18209640435244
"CCDC91",26.331406,30.444668,26.823889,314,439,403,7.81280066666667,31.967505,24.219315,34.312991,273,323,264,7.79074266666667,1.00250923054359
"CCDC92",38.838928,37.304393,43.543401,1214,1578,1846,98.4406446666667,37.930117,48.791717,44.314959,1011,1212,780,65.2567533333333,1.50083787182247
"CCDC93",57.95998,39.64257,41.391208,1070,1239,1087,12.924702,87.543232,76.241874,91.849198,1072,1258,909,13.280751,0.975067907843222
"CCDC96",1.041472,0.681935,0.692757,32,29,33,5.57082933333333,1.733286,1.246428,1.902389,43,35,33,5.58572033333333,0.997738895785685
"CCDC97",8.908003,7.631114,8.466953,283,456,386,10.6716413333333,6.655174,7.098142,8.971187,218,249,196,10.4027103333333,1.02358483133732
"CCDC9B",1.986846,1.696663,0.425329,105,46,47,25.69845,1.43812,2.545314,5.15314,30,80,52,90.2306006666667,0.292647969046585
"CCER1",0,0,0,0,0,0,72.919329,0,0,0,0,0,0,86.5577086666667,0.844235534776405
"CCER2",0.908026,0.618078,0.366368,7,12,5,66.4562853333333,1.150993,1.0041,1.244985,13,9,10,56.7669826666667,1.16773080779685
"CCHCR1",17.454638,12.076808,8.422205,230,269,259,6.309654,6.314983,7.253055,4.980064,70,86,58,8.470771,0.771811925343776
"CCIN",0,0,0,0,0,0,0.429820333333333,0.041136,0.037614,0.115934,1,1,2,0.603701333333333,0.891575197709299
"CCK",0.235963,0,0.158431,2,0,2,0.460440666666667,6.98579,5.08782,1.235091,52,40,6,0.287095666666667,1.13467918857106
"CCKAR",3.709834,0.084309,0.821465,97,3,31,74.601667,0.422824,1.800088,1.123921,9,42,17,80.1020283333333,0.932179731550898
"CCKBR",6.470303,2.62626,8.812658,53,45,72,42.0220146666667,0.782808,6.814098,6.914109,18,38,23,45.1041233333333,0.933148958404805
"CCL1",0,0.12478,0,0,1,0,0.354862333333333,0,0,0,0,0,0,0.702749,0.795691163720157
"CCL11",0,0,0,0,0,0,291.739678333333,0,0,0,0,0,0,333.561139333333,0.874996058767208
"CCL13",0,0,0,0,0,0,10.1204626666667,0,0,0,0,0,0,8.92116066666667,1.12088323536876
"CCL14",0,0,0,0,0,0,29.0058403333333,0,0,0,0,0,0,18.8674396666667,1.5103023256528
"CCL15",0.1258,0.092219,0,1,1,0,10.3900003333333,0,0.287165,0.21447,0,2,1,6.21187733333333,1.57933916605718
"CCL16",0.18461,0.140778,0.120068,4,5,4,96.708855,0.35779,0.161597,0.081701,7,3,1,95.9951536666667,1.00735811333199
"CCL17",0,0.276518,0,0,2,0,10.2035553333333,0.463155,0.42288,0,2,2,0,12.9405326666667,0.80366766473151
"CCL18",0,0,0,0,0,0,0.0373056666666667,0,0,0,0,0,0,0.00762466666666667,1.02945640473271
"CCL19",0.131946,0,0,1,0,0,19.9215366666667,0,0,0,0,0,0,17.7711603333333,1.11455745383597
"CCL2",9.239175,0.350724,1.923637,78,4,23,5.480355,0.7218,2.85003,6.546154,5,22,34,6.95091,0.815045699171541
"CCL20",2.744248,0.862382,1.89077,7,3,7,26.623033,3.816203,0.437391,0,8,1,0,28.17603,0.946771476448304
"CCL21",0,0,0,0,0,0,20.197236,0,0,0,0,0,0,23.6735323333333,0.859108283063429
"CCL22",0.238295,0.188476,0.120594,11,12,8,18.9450026666667,0.222834,0.145712,0.074593,8,6,2,19.867021,0.955814568196709
"CCL23",0,0,0,0,0,0,19.9121973333333,0,0,0,0,0,0,36.8691473333333,0.552222555983612
"CCL24",0.152788,0.117178,0.154166,3,3,5,6.26257866666667,0.123424,0.136976,0.256465,2,2,3,4.30932866666667,1.3678902028166
"CCL25",0,0.209464,0,0,3,0,23.5594976666667,0.421875,0.570488,1.639242,4,5,4,26.1591103333333,0.904282112530171
"CCL26",0,0,0.1457,0,0,1,113.070538,0,0,1.084763,0,0,3,140.307375666667,0.807251125157711
"CCL27",0.71335,0.60474,0.673933,8,9,8,4.20673833333333,1.698631,0.788685,1.515832,15,7,10,3.28993,1.21371172334591
"CCL28",0.271192,0.146268,0.191609,11,6,9,12.4315583333333,0.081716,0.180641,0.24605,3,6,5,17.746384,0.716487954868167
"CCL3",0.575387,0.517403,0.232131,5,9,3,85.5975543333333,0.133075,0.243577,0.200597,1,2,1,79.717687,1.07284484419547
"CCL3L1",1.696117,3.903821,2.936395,17,52,34,0.009114,0.65258,1.295583,2.633754,8,8,10,0.0103176666666667,0.998808625537908
"CCL4",0.038043,0,0,1,0,0,0.283448666666667,0,0,0,0,0,0,0.188680333333333,1.07972566776434
"CCL4L2",0,0.148404,0.190566,0,1,2,0.717873666666667,0,0,0,0,0,0,1.361452,0.727464994701
"CCL5",0.548091,0.427439,0.218965,9,10,6,14.0256816666667,0.343324,0.597012,0.495844,5,9,5,13.518261,1.03495051278295
"CCL7",0.403608,0.098746,0.073957,3,1,1,26.3838873333333,0,0,0,0,0,0,25.4295036666667,1.03611054065576
"CCL8",0,0,0,0,0,0,67.743012,0,0,0,0,0,0,50.8250736666667,1.32644311211495
"CCM2",29.643765,20.472319,27.347095,557,593,746,40.398988,26.97762,28.812646,30.315399,346,465,286,49.2412056666667,0.824004668093919
"CCM2L",0.624539,0.622295,0.57077,22,31,33,4.964323,1.01102,1.007658,1.197224,28,33,23,6.15465,0.833628898688266
"CCN1",8.699197,0.845655,0.646703,210,37,30,24.0717696666667,2.81295,4.170064,6.232553,62,100,54,22.8276663333333,1.05221255476425
"CCN2",20.801158,1.085644,0.579915,698,50,30,40.6842246666667,8.994349,10.330122,9.315896,246,314,179,47.7910656666667,0.854341345020974
"CCN3",4.174254,4.547955,3.487766,150,225,191,0.028026,2.493812,4.153235,2.51433,68,141,56,0.027936,1.00008755408897
"CCN4",0.082254,0,0,7,0,0,24.165897,0.074226,0.067582,0.019992,1,2,1,28.6993013333333,0.847356532651992
"CCN5",0.323109,0.197375,0.180067,12,10,10,314.970245666667,0.243862,0.200018,0.306916,7,6,6,294.945753333333,1.0676627121957
"CCN6",0.169593,0.374599,0.469829,2,7,8,46.7513146666667,0.636096,0.28298,0.143655,7,3,1,47.836852,0.977772168170599
"CCNA1",12.581491,5.431869,10.5038,314,186,382,0.118645666666667,11.996581,9.737475,8.20105,247,220,120,0.128090333333333,0.991627739031537
"CCNA2",1.093943,0.581353,0.507207,46,33,31,5.28503633333333,0.63747,0.806214,1.032059,22,30,25,4.68130366666667,1.10626657226736
"CCNB1",5.420427,5.917998,6.961685,79,109,117,3.44281966666667,8.146564,7.998665,11.795658,102,89,69,4.98354466666667,0.742506309247907
"CCNB1IP1",41.959117,56.105802,48.500977,465,770,744,57.501601,38.440323,36.651462,32.315418,273,346,193,65.9201316666667,0.874200327210952
"CCNB2",1.589469,0.15918,0.36468,21,5,8,39.9049883333333,0.51016,0.399213,1.520745,5,12,21,44.790984,0.893297866962923
"CCNB3",0.055183,0.060924,0.086656,4,6,5,0.833401,1.157373,0.415092,0.324862,23,16,11,1.36881766666667,0.773973035493234
"CCNC",97.146454,118.129854,127.751967,537,821,728,32.5862483333333,110.271537,147.560585,160.26485,467,566,372,45.8002406666667,0.717651188431923
"CCND1",5.584819,0.27853,0.68411,212,26,28,0.624974333333333,3.886759,8.889638,21.669667,219,340,527,4.72864933333333,0.283657497392637
"CCND2",7.296678,6.270172,9.57794,719,852,1394,0.417582333333333,8.015638,8.43753,22.616536,680,780,1369,4.657615,0.25056182390165
"CCND2.AS1",1.417014,1.242324,2.748054,27,36,52,0.078725,1.299245,1.819962,2.021248,15,26,28,0.0579,1.01968522544664
"CCND3",26.111834,17.241266,18.170281,267,296,338,10.0191446666667,12.171266,17.578695,15.097496,161,205,116,11.3306773333333,0.893636608013315
"CCNDBP1",44.508435,51.73347,37.152327,824,1324,1139,16.9606233333333,50.908738,48.766064,49.712952,883,940,641,8.61124366666667,1.86870960265253
"CCNE1",4.141052,4.596081,4.410309,95,129,134,1.84853866666667,4.094741,3.482171,5.034147,70,77,57,2.52838333333333,0.807321199982995
"CCNE2",1.275912,1.05835,1.453346,19,18,31,0.485221666666667,1.672076,1.045057,2.819481,15,14,25,0.321795666666667,1.1236393824865
"CCNF",2.862751,3.19962,2.653687,181,267,265,9.41727333333333,3.013061,3.91888,4.325742,170,210,172,10.006393,0.94647477455451
"CCNG1",90.425223,68.341963,79.988026,1427,1549,1518,209.523609,88.294733,80.78812,87.384154,1057,1147,789,192.092974333333,1.09027068295388
"CCNG2",24.455979,26.815468,22.998832,856,1236,1203,20.742323,21.004443,19.325515,23.545347,691,639,593,21.2415126666667,0.977555948008213
"CCNH",41.303331,41.473136,34.592496,344,503,466,49.642449,45.15767,34.76481,40.944756,365,286,205,62.384898,0.798967113585952
"CCNI",590.416923,543.522413,600.419788,8564,10877,12424,28.692072,562.637246,662.908237,746.493325,6960,8668,6440,21.501945,1.31953357809736
"CCNI2",1.071758,0.849573,0.480854,41,45,28,16.198115,0.673208,0.540613,0.820523,21,19,18,17.8822213333333,0.910809946372129
"CCNJ",4.078659,6.426017,4.221102,256,548,370,94.385412,6.979247,5.936395,7.759902,363,321,288,130.375088,0.726054029360574
"CCNJL",0.575015,0.243963,0.350875,34,26,18,0.209756,4.062027,2.758957,5.41139,170,135,162,0.254524,0.964314752049383
"CCNK",64.083932,34.059465,40.030321,385,417,414,104.497365666667,35.458216,71.2562,80.181786,242,334,210,36.7048243333333,2.79798056434387
"CCNL1",21.73415,30.515751,26.098835,458,673,522,48.5073193333333,34.75459,32.082808,29.957271,414,439,344,8.62555966666667,5.14331852357399
"CCNL2",96.178739,100.031516,74.537579,2184,3138,2457,47.0066993333333,107.519816,101.516525,109.723747,2040,2075,1658,26.7294373333333,1.73125400116305
"CCNO",0.082508,0.088696,0.140269,2,3,5,23.4552473333333,0,0.04487,0.197046,0,1,2,26.661571,0.884087434272382
"CCNQ",12.046588,20.989049,19.062541,130,259,298,0.579311666666667,16.725984,17.316541,22.28562,134,170,117,1.57457266666667,0.613426720136597
"CCNT1",3.536379,3.386095,3.24295,396,516,523,76.0955036666667,5.485848,6.031774,5.766212,445,475,383,84.1119853333333,0.905812540557351
"CCNT2",12.675732,11.283681,11.085696,851,1172,987,16.0977286666667,16.121995,16.042368,21.122008,880,892,800,14.226451,1.12289650862612
"CCNY",53.305211,43.395097,38.144241,966,1091,1227,0.0525046666666667,40.600485,44.64335,55.965448,679,708,587,0.042205,1.00988257268644
"CCNYL1",10.386407,7.845581,5.18047,297,335,289,40.0606616666667,11.685255,9.429989,13.797015,286,312,248,42.782912,0.937823908712757
"CCNYL2",0.285578,0.098046,0.132964,15,7,10,1.796477,0.137076,0.085002,0.160384,6,4,5,1.75986466666667,1.0132659886463
"CCP110",42.04146,53.244394,45.734244,2156,4433,3474,15.898273,33.363496,22.584866,24.23995,1169,980,795,21.988771,0.735066393936414
"CCPG1",22.24213,19.912815,13.374189,947,978,985,22.624331,23.892591,22.632583,25.174278,691,810,518,27.876857,0.818106035570284
"CCR1",0.024222,0,0,1,0,0,43.7680433333333,0,0,0,0,0,0,53.9012393333333,0.815428647457734
"CCR10",2.188051,1.915433,3.248278,48,70,108,133.341514666667,2.059485,2.349243,2.745358,37,38,38,114.847248666667,1.15964354969892
"CCR2",0,0.043795,0.02053,0,3,1,15.2434653333333,0,0,0,0,0,0,15.7461496666667,0.96998209478959
"CCR3",0,0,0.085357,0,0,3,42.3397496666667,0.081114,0.037196,0,2,1,0,55.670356,0.76476932078328
"CCR4",0.089827,0.097627,0,4,6,0,0.0362116666666667,0.157858,0.154148,0.036669,6,7,1,0.124505333333333,0.921482216180389
"CCR5",0,0,0,0,0,0,71.9345253333333,0,0,0,0,0,0,98.2852726666667,0.734595608939893
"CCR6",3.638633,2.070747,2.365836,128,114,152,0.432072333333333,0.208841,0.798894,0.367038,7,14,9,0.690463,0.847147990422348
"CCR7",0,0,0,0,0,0,15.4670016666667,0,0,0,0,0,0,11.5554543333333,1.31154167977407
"CCR8",0,0,0,0,0,0,310.956716666667,0.085598,0,0,1,0,0,287.277658,1.08213976355624
"CCR9",0,0,0,0,0,0,2.13249733333333,0,0.028866,0,0,1,0,1.25419933333333,1.3896274774872
"CCRL2",0,0,0,0,0,0,2.45753566666667,0,0,0,0,0,0,3.01999833333333,0.860083855756159
"CCS",21.89667,15.640566,16.50884,229,242,248,127.356590666667,13.220794,15.110174,17.118837,119,148,113,97.080276,1.308689125902
"CCSAP",13.943445,15.115169,14.657254,1106,1638,1662,15.262016,8.379214,8.55141,10.117159,546,598,472,17.750411,0.867288509035882
"CCSER1",0.370506,0.53457,0.45951,27,32,38,11.589113,1.19168,3.634125,3.381097,92,94,63,4.83275533333333,2.15834751854841
"CCSER2",18.512476,13.668314,15.795157,1676,1808,2047,19.0893953333333,17.671051,16.620546,19.278028,1418,1382,1065,19.395858,0.984974269448892
"CCT2",137.298212,164.705985,136.602586,2733,4605,3785,17.1238403333333,187.623738,170.076182,195.056037,2947,3087,2192,35.0134156666667,0.503252468499077
"CCT3",97.012927,98.850329,82.317017,2251,3221,3083,2.30154966666667,111.696536,104.321573,122.371723,1999,2288,1737,2.13224933333333,1.05405072052587
"CCT4",80.3014,99.040955,95.03253,2070,3345,3267,28.9455993333333,92.549748,92.678764,84.56853,1767,2030,1353,24.2918526666667,1.18400180991091
"CCT5",136.108372,153.061452,149.203841,2339,3913,3164,4.49372933333333,221.953354,172.161168,180.675664,2531,2642,1872,7.03258533333333,0.683930404142195
"CCT6A",532.262913,589.334109,500.28807,2723,4268,3718,1.121759,649.799387,633.037691,640.392725,2538,2627,1928,2.90401766666667,0.543480891010312
"CCT6B",2.013536,1.068747,0.886189,33,34,34,0.853987333333333,1.322132,1.018667,1.028607,35,28,17,0.310466333333333,1.41475388277812
"CCT6P3",4.750825,5.061566,3.510188,191,272,205,0.452344333333333,5.094003,4.514542,6.184034,172,163,146,0.090229,1.33214612098315
"CCT7",540.023326,731.268274,652.812057,2564,4494,4039,5.022246,665.436967,667.421467,526.723361,2478,2603,1829,4.60008433333333,1.07538487664442
"CCT8",117.065139,109.990612,91.734323,2480,3231,3095,0.0101026666666667,111.85477,101.228586,105.863937,2016,2004,1369,0.0153496666666667,0.994832322132704
"CCT8L2",0,0,0,0,0,0,0.928398,0,0,0,0,0,0,5.35677266666667,0.303361171009314
"CCZ1",72.803487,82.773083,75.872883,585,817,763,8.06595533333333,92.576015,92.562338,113.319485,525,604,426,10.018611,0.822785679005578
"CCZ1B",99.278482,123.584852,102.874713,536,853,749,9.29935666666667,124.750781,133.500034,151.630669,550,608,447,10.8713933333333,0.867577745718138
"CD101",3.961752,4.435635,5.208657,30,40,38,2.95556866666667,1.445201,1.061038,1.555002,12,11,12,1.648495,1.49351562554079
"CD109",0.222289,0.050666,0.079275,33,10,17,95.351217,0.767389,0.296714,0.182843,19,35,16,105.483568,0.904845872557539
"CD14",0.83238,0.354995,0.446453,6,6,5,149.124165,0.821869,0.230225,0.358198,6,4,4,176.017457333333,0.848075479455725
"CD151",72.656465,71.448471,63.445619,1220,1289,1364,14.6076676666667,78.979849,81.957226,105.588628,745,1003,644,16.368441,0.898622257844942
"CD160",0.711232,0.324423,3.331356,14,6,6,63.676046,5.883313,0.757011,1.758457,9,16,14,65.213906,0.976774365191505
"CD163",2.055101,1.012333,1.288195,11,7,9,37.97886,2.158568,0.574563,1.130085,10,3,3,50.9835606666667,0.749830513726128
"CD163L1",0.570585,0,0.018659,4,0,2,2.69074833333333,8.492453,10.948787,15.492479,21,28,14,1.695497,1.36922739418123
"CD164",19.831991,12.888132,14.192401,779,780,709,9.670735,16.390971,21.707344,19.27899,596,655,460,10.4050733333333,0.935613010817993
"CD164L2",0.094619,0.353439,0.289888,2,8,8,0.248440666666667,0,0,0,0,0,0,0.517400333333333,0.822749698442578
"CD177",0.721305,0.021403,0.156356,22,1,8,3.201259,0.055387,0,0,1,0,0,3.02630233333333,1.04345343498381
"CD180",0.045774,0.017899,0.025359,4,2,3,49.2271426666667,0,0.187396,0.023034,0,1,1,51.2535796666667,0.961219173635051
"CD19",0,0,0.023535,0,0,1,48.790867,0,0,0,0,0,0,54.6703656666667,0.894387281343347
"CD1A",0,0,0,0,0,0,2.14510233333333,0,0,0,0,0,0,1.88388166666667,1.09057953718628
"CD1B",0.07596,0,0,1,0,0,0.734536,0,0,0,0,0,0,0.431044,1.21207733654591
"CD1C",0,0,0,0,0,0,4.71847966666667,0,0.213673,0,0,2,0,6.34872166666667,0.778159784252726
"CD1D",0.371405,0.132993,0.091877,13,9,7,24.2687863333333,0.120769,0.304145,0.353502,5,10,8,31.4022143333333,0.779847515153877
"CD1E",0,0,0,0,0,0,5.351269,0,0.045273,0,0,1,0,7.18236466666667,0.776214365741216
"CD2",0,0.186597,0,0,1,0,9.60051766666667,0,0,0,0,0,0,13.8458103333333,0.714041027647059
"CD200",54.752971,58.554918,48.370128,1575,2302,1985,25.4145026666667,81.384156,72.864753,85.652434,1896,1881,1454,24.602321,1.03172297022081
"CD200R1",0,0,0.028881,0,0,2,0.150943666666667,0.117359,0.138378,0.511715,5,5,5,0.0735373333333333,1.0721039976253
"CD200R1L",0,0,0,0,0,0,0.713413,0,0,0,0,0,0,1.05183933333333,0.835061972038746
"CD207",0,0.053237,0.024992,0,2,1,8.024362,0,0,0,0,0,0,11.8437743333333,0.702625393890576
"CD209",0.059028,0.085698,0.019894,4,1,2,9.87709866666667,0.035644,0,0.026092,2,0,1,12.9635486666667,0.778963781078955
"CD22",0.36158,0.574749,0.308808,2,4,3,4.76441966666667,0.220772,0.080133,0.309712,1,1,1,3.41768533333333,1.30485066991341
"CD226",0.064619,0.056558,0.07671,13,11,22,0.306847333333333,0.425245,0.225934,0.463882,18,15,43,12.0606063333333,0.100060234569508
"CD24",1490.856047,1488.477608,1670.151491,26081,35679,41395,9.154665,917.064262,802.359725,804.888111,13627,12711,9079,16.233836,0.5892283644802
"CD244",0,0,0,0,0,0,1.03071433333333,0,0,0,0,0,0,3.264909,0.476144821222055
"CD247",0.430107,0.179728,0.534517,5,5,13,4.00184633333333,0.103557,0.231849,0,2,4,0,5.35104066666667,0.787563266534482
"CD248",0.317827,0,0.01706,12,0,1,21.831877,0.066208,0.318193,1.13428,2,11,24,30.8176796666667,0.717584601994704
"CD27",0.600931,0.339348,0.296823,9,7,7,6.05828533333333,0,0.282792,0.270653,0,4,3,5.66337,1.05926660733733
"CD27.AS1",65.677936,49.117294,61.082796,460,536,659,10.4702176666667,39.280419,46.577452,62.533077,309,336,264,20.671533,0.529275786196882
"CD274",1.140912,0.373077,0.519968,44,24,16,21.9352146666667,0.433794,1.624086,0.292401,10,20,10,7.01477633333333,2.86161630877701
"CD276",118.282864,135.471606,128.315302,1903,3158,3126,172.884020666667,92.737901,90.920494,107.582433,1313,1363,1001,58.0469433333333,2.94484372688104
"CD28",1.795437,0.070341,0.2647,117,7,23,10.8777393333333,0.618228,0.852294,0.218148,24,45,6,13.013372,0.847600372939028
"CD2AP",3.055444,1.736442,2.071468,206,196,191,3.78754633333333,2.32734,3.025792,2.530857,153,186,124,4.14154933333333,0.931148574670877
"CD2BP2",20.289133,21.301486,17.092072,896,1407,1150,8.486451,21.592413,22.025464,25.700679,817,903,718,15.0267043333333,0.591915268585163
"CD2BP2.DT",0.989691,0.335276,0.264302,13,6,5,15.3183223333333,0.282064,0.769847,0.661407,3,9,5,31.655897,0.499705224245818
"CD300A",0.148859,0,0.297815,1,0,3,5.29497766666667,0,0,0,0,0,0,2.73311866666667,1.68625169161512
"CD300C",0,0,0.0309,0,0,1,1.76140933333333,0,0.049883,0,0,1,0,2.06653233333333,0.900499010989286
"CD300E",0.089017,0.078254,0.07371,5,6,6,0.0412633333333333,0.086669,0.083167,0.091524,4,4,3,0.836559333333333,0.566964167415954
"CD300H",0,0,0,0,0,0,2.658603,0,0,0,0,0,0,2.004215,1.21782329160862
"CD300LB",0,0,0,0,0,0,45.23872,0,0,0,0,0,0,59.1214556666667,0.76908849739705
"CD300LD",0.083388,0.120877,0.075847,2,3,2,141.580272666667,0.286895,0.122487,0.471271,4,2,5,148.159142,0.955893623112063
"CD300LF",0.044161,0,0,1,0,0,266.375166333333,0.053855,0,0,1,0,0,216.491287,1.22936035747185
"CD300LG",0.045639,0,0.065121,2,0,4,63.0275073333333,0.028152,0.055296,0.117313,1,1,3,48.8969426666667,1.28319499976311
"CD302",0.206549,0.086612,0.118026,13,7,10,0.631956333333333,0.182183,0.112368,0.239809,9,6,9,0.330066333333333,1.22697364216672
"CD320",29.594135,33.614257,36.36424,430,690,728,0.027418,20.303212,19.528211,24.462407,239,258,194,0.0539333333333333,0.974841545954836
"CD33",0,0,0.046884,0,0,1,151.075608333333,0.1131,0.051727,0,2,1,0,131.119287,1.15104775227354
"CD34",0.040044,0.035616,0.059751,5,6,6,46.6746916666667,0.02779,0.008505,0.086286,3,1,2,56.6195713333333,0.8274044836409
"CD36",7.242595,6.946194,1.911282,161,203,62,2.27949933333333,60.468214,37.398014,18.00945,1026,598,192,2.02237566666667,1.08507336447366
"CD37",0.84551,0.028981,0.080879,18,2,6,2243.82734966667,0.073156,0.792968,0.189135,3,3,2,2490.719235,0.900915046179618
"CD38",0.341393,0.063965,0.485618,12,8,10,14.417264,0.411149,0.908176,0.018414,10,9,1,15.2544563333333,0.948494596425444
"CD3D",0.256731,0.188249,0.632859,1,1,3,0.411524333333333,0.459813,0.286433,0,2,1,0,0.463536,0.964461641758955
"CD3E",0,0,0,0,0,0,6.138563,0,0,0,0,0,0,5.90146866666667,1.0343541852879
"CD3EAP",0.739557,0.813634,0.805372,33,48,50,2.96811733333333,0.9429,1.244865,1.769053,32,50,39,2.77639833333333,1.05076768472959
"CD3G",0.1923,0.126502,0.087543,7,7,5,63.205214,0.236635,0.157812,0.042274,5,4,1,76.5208663333333,0.828231378683552
"CD4",0.450349,0.311328,0.678467,8,9,13,6.30664166666667,0.533402,0.248673,0.757263,3,4,3,6.69099766666667,0.950025209126531
"CD40",4.886644,2.264753,4.930088,76,38,101,0,0.420771,0.583463,0.189315,3,9,1,0,1
"CD40LG",0,0,0,0,0,0,59.4564516666667,0,0,0,0,0,0,62.0664096666667,0.958615719306129
"CD44",6.492143,0.240487,4.436582,170,9,124,0.432285666666667,2.838146,6.008151,5.713375,67,105,76,1.04001933333333,0.702094163159892
"CD46",92.207235,74.126394,55.931186,1722,1942,1737,29.2812383333333,84.882021,93.9788,88.885154,1343,1265,1005,41.471166,0.712983447012812
"CD47",83.070105,34.620075,48.113692,3017,1831,2244,1.84356833333333,97.014887,92.26356,103.336999,3033,3154,2360,1.94432,0.965781006593486
"CD48",0,0,0,0,0,0,144.572221333333,0,0,0,0,0,0,165.031956333333,0.876772306658099
"CD5",0.019788,0,0.013699,1,0,1,0.0859023333333333,0.024262,0.044215,0.32969,1,2,3,0.175558333333333,0.923733261499855
"CD52",0.175854,0,0,1,0,0,64.972513,0.427095,0,0,2,0,0,97.6418113333333,0.668808815534254
"CD53",0.464972,0,0.239379,2,0,1,1.59643166666667,0,0,0,0,0,0,1.14582733333333,1.20999095609122
"CD55",17.006984,9.377241,11.093339,419,347,396,159.662579333333,10.956189,12.385577,8.254323,252,286,131,207.254438666667,0.771472533128049
"CD58",5.37605,2.913987,3.639243,75,44,69,2.39545833333333,5.455736,6.22976,5.538386,67,59,48,2.459545,0.981475405966199
"CD59",94.256618,82.372534,76.357324,2229,2651,2624,5.34629,91.216846,92.332372,68.896888,1784,1891,1080,6.98688233333333,0.794589144441717
"CD5L",0,0.166711,0.020358,0,1,1,14.035534,0,0,0,0,0,0,20.939036,0.685332482247625
"CD6",4.641968,2.768845,3.596112,69,52,72,35.840484,2.442716,3.354783,1.049695,25,59,9,39.1316696666667,0.91799031303698
"CD63",920.873052,766.969673,875.715155,1769,2156,2409,34.2672886666667,934.133615,775.701604,684.965462,1366,1460,915,38.473842,0.893434408200415
"CD68",0.614506,0.424045,0.988234,6,7,21,31.087776,1.825873,1.921041,0.228713,14,15,1,40.4433293333333,0.774256714317386
"CD69",0.082911,0,0,2,0,0,20.0476166666667,0,0,0,0,0,0,19.3157616666667,1.03602400008466
"CD7",0,0.134733,0.111839,0,1,3,0.224825,0,0.206116,0,0,1,0,0.534668,0.79810421537427
"CD70",0.087848,0,0.186541,1,0,3,6.88800433333333,0.446254,1.295872,0,4,13,0,8.58942733333333,0.82257303373208
"CD72",0.483279,0.183777,0.676157,4,4,17,452.881318,0.17892,0.054527,0.083977,3,1,1,479.937598,0.9437426391438
"CD74",16.221049,20.751015,20.984639,234,432,521,33.3990136666667,5.507673,10.981933,5.415176,54,159,56,40.938296,0.820229168745117
"CD79A",1.445489,0.392509,0.991722,16,4,18,534.970513,0.082444,0.149651,0,1,2,0,1600.81268766667,0.334602489496284
"CD79B",0.062532,0,0,1,0,0,135.709359666667,0,0,0,0,0,0,157.877715333333,0.860469068175129
"CD80",0.047605,0,0.083778,1,0,1,5.787364,0,0.180003,0,0,4,0,5.67922933333333,1.01618969214412
"CD81",216.743949,195.175563,213.642026,2327,2699,3089,25.9645873333333,194.811051,227.329825,222.660888,1710,2109,1456,34.2216476666667,0.765568595442293
"CD81.AS1",0.154914,0.113029,0.264715,3,3,6,100.612120333333,0.518045,0.305269,0.272467,7,5,3,146.134651666667,0.690606320009072
