"Hs_symbol","Heart","dHs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","FoldChange"
"DNTTIP2",56.70078,56.70078,30.927777,28.376226,34.739972,31.3479916666667,531,619,455,1.78375154150477
"DOC2A",0.39217,0.39217,13.370133,14.219637,14.213644,13.9344713333333,220,259,207,0.0932185658887513
"DOC2B",0.29097,0.29097,122.271189,81.814928,96.946288,100.344135,6261,4887,3697,0.0127384776632609
"DOCK1",13.39717,13.39717,2.147174,2.171129,4.506857,2.94172,96,111,114,3.65250956435262
"DOCK10",1.17652,1.17652,3.885014,10.592783,8.958281,7.812026,67,237,148,0.246994278046842
"DOCK11",2.5175,2.5175,5.977208,7.965839,10.403846,8.115631,207,274,233,0.385875645909757
"DOCK2",2.4163,2.4163,0.800593,0.050897,0.215167,0.355552333333333,4,2,1,2.52022730217965
"DOCK3",2.40365,2.40365,13.74982,15.362702,16.398311,15.1702776666667,1687,2065,1426,0.210488036764902
"DOCK4",10.13327,10.13327,10.761303,13.006364,15.205771,12.991146,592,575,554,0.795736818127693
"DOCK5",16.73698,16.73698,7.440237,4.290082,6.000255,5.91019133333333,344,301,401,2.56678565677921
"DOCK6",14.91527,14.91527,23.867716,9.249584,15.584137,16.2338123333333,109,107,68,0.923490966024794
"DOCK7",10.5381,10.5381,76.602419,101.470716,103.503825,93.8589866666667,821,900,696,0.121634232089625
"DOCK8",3.03619,3.03619,0.075406,0.258936,0.795458,0.3766,4,4,4,2.93199912828708
"DOCK9",72.07148,72.07148,13.793323,12.708231,17.993896,14.8318166666667,234,320,166,4.61548295678849
"DOHH",0.15181,0.15181,4.032849,5.602276,3.944714,4.526613,72,112,48,0.208411553332936
"DOK1",0.94881,0.94881,1.748424,2.270692,2.068111,2.02907566666667,37,46,32,0.64336788329377
"DOK2",0.86025,0.86025,0.047783,0.088379,0,0.0453873333333333,1,1,0,1.7794839679838
"DOK3",1.36628,1.36628,16.209206,15.196245,23.751093,18.3855146666667,225,263,233,0.122064337248101
"DOK4",2.391,2.391,45.434485,56.952083,66.373549,56.2533723333333,1129,1426,1174,0.0592279522026641
"DOK5",22.7714,22.7714,20.343653,24.535402,21.293791,22.0576153333333,450,587,327,1.03095656928732
"DOK6",0.80965,0.80965,27.407667,24.050698,25.626314,25.694893,2064,2066,1421,0.0677901200053508
"DOK7",0.31627,0.31627,1.872146,2.813235,2.155145,2.28017533333333,17,31,13,0.401280378711463
"DOLK",6.89467,6.89467,7.463054,7.852267,7.907428,7.74091633333333,193,224,145,0.903185627105686
"DOLPP1",4.26331,4.26331,15.685687,18.067719,23.262104,19.00517,195,237,178,0.263097489299016
"DONSON",13.28332,13.28332,14.467823,16.583794,19.622224,16.8912803333333,162,187,143,0.798339734993067
"DOT1L",1.77111,1.77111,13.539151,15.333713,17.765515,15.5461263333333,552,560,543,0.167477870298706
"DPAGT1",29.36245,29.36245,30.437146,22.5728,19.358788,24.1229113333333,228,237,148,1.20855618989169
"DPCD",26.42747,26.42747,25.477614,25.909333,22.129852,24.5055996666667,126,157,95,1.07535091738482
"DPEP1",0,0,0.157564,0.456,0.065627,0.226397,2,4,1,0.815396645621279
"DPEP2",0.58194,0.58194,0.036028,0,0,0.0120093333333333,1,0,0,1.56316740161817
"DPEP3",0.0506,0.0506,0,0,0,0,0,0,0,1.0506
"DPF1",0,0,36.745866,38.808606,42.676781,39.4104176666667,416,516,376,0.024746094144552
"DPF2",29.57752,29.57752,42.297966,40.389822,52.196271,44.961353,678,777,687,0.665287638507944
"DPF3",35.27037,35.27037,2.608321,1.883858,2.238332,2.24350366666667,36,37,23,11.1824661623629
"DPH1",13.70079,13.70079,10.642434,18.804225,27.524869,18.9905093333333,191,254,264,0.735388466340227
"DPH2",6.78082,6.78082,9.321511,11.539346,14.77644,11.879099,177,181,140,0.604143193557251
"DPH3",38.40776,38.40776,31.52204,37.10885,37.783767,35.4715523333333,1370,1615,1129,1.08050679169976
"DPH3P2",0,0,0,0,0,0,0,0,0,1
"DPH5",59.24359,59.24359,18.215031,17.202908,18.391732,17.936557,161,180,119,3.18133808590442
"DPM1",110.30213,110.30213,15.801823,19.033876,18.116291,17.6506633333333,166,210,138,5.96773037026923
"DPM2",7.2995,7.2995,20.70731,20.505293,24.479781,21.8974613333333,279,294,217,0.362463763086167
"DPM3",0.24036,0.24036,8.164598,10.561913,11.498964,10.0751583333333,19,25,17,0.111994787132464
"DPP10",0.03795,0.03795,38.468602,22.12128,23.368178,27.98602,1139,684,655,0.0358086415451311
"DPP3",3.2133,3.2133,73.055197,78.614043,75.103445,75.590895,710,736,481,0.0550104552244754
"DPP4",9.7411,9.7411,1.525844,0.742767,0.397729,0.88878,19,24,3,5.686792532746
"DPP6",0.72109,0.72109,11.126569,13.29136,12.803362,12.407097,542,668,448,0.128371563210142
"DPP7",2.61871,2.61871,44.074381,51.577371,59.093659,51.5818036666667,232,353,235,0.0688205757060026
"DPP8",22.50573,22.50573,9.107364,8.489744,7.913463,8.50352366666667,585,717,503,2.47336996512627
"DPP9",6.84407,6.84407,9.817804,17.01347,15.974057,14.2684436666667,245,309,259,0.513743913344934
"DPPA2",0,0,0,0,0,0,0,0,0,1
"DPPA2P1",0,0,0,0.212764,0,0.0709213333333333,0,1,0,0.933775403359848
"DPPA3",0,0,0,0,0.11669,0.0388966666666667,0,0,1,0.962559638590941
"DPPA3P2",0.0759,0.0759,0.148547,0,0,0.0495156666666667,2,0,0,1.02513953261616
"DPPA4",0,0,0.433716,1.20726,1.692003,1.110993,10,22,29,0.473710713394123
"DPPA5",0,0,0,0,0,0,0,0,0,1
"DPPA5P2",0,0,0,0,0,0,0,0,0,1
"DPRX",0,0,0,0,0,0,0,0,0,1
"DPRXP4",0.41748,0.41748,0.223598,0,0,0.0745326666666667,1,0,0,1.31915952299263
"DPT",58.88937,58.88937,0,0,0,0,0,0,0,59.88937
"DPY19L1",19.84907,19.84907,23.743403,40.231274,32.805402,32.2600263333333,132,204,112,0.626850676275773
"DPY19L2",102.98998,102.98998,18.075583,15.736649,20.695999,18.1694103333333,311,325,230,5.4247876273572
"DPY19L2P2",2.03678,2.03678,4.84908,5.137485,8.163577,6.05004733333333,191,221,216,0.430746044163675
"DPY19L2P4",14.47249,14.47249,4.114772,3.487661,6.658533,4.75365533333333,100,90,117,2.68915830087378
"DPY19L3",5.83201,5.83201,7.978881,5.930216,6.974278,6.961125,505,423,344,0.858171426776995
"DPY19L4",27.6546,27.6546,7.121371,9.300361,7.237569,7.88643366666667,123,200,147,3.22453315636445
"DPY30",76.05647,76.05647,46.530365,51.837916,53.083346,50.4838756666667,285,357,256,1.49671074685409
"DPYD",12.46102,12.46102,0.910822,0.471985,1.287483,0.890096666666667,22,13,22,7.12186854640592
"DPYS",0.26567,0.26567,0.430486,0,0.854117,0.428201,2,0,3,0.886198791346596
"DPYSL2",69.54132,69.54132,176.012711,159.143913,200.11022,178.422281333333,10904,10706,8505,0.393158082016287
"DPYSL3",18.33098,18.33098,485.373958,568.658155,638.651947,564.22802,27683,31490,24781,0.0342003214914929
"DPYSL4",8.95675,8.95675,49.437798,51.436065,63.577056,54.816973,1262,1386,1130,0.178382120434944
"DPYSL5",0,0,113.927962,124.037038,144.840148,127.601716,5431,6417,5333,0.00777594600681689
"DQX1",0.06325,0.06325,1.617662,1.544952,2.448333,1.87031566666667,33,21,35,0.370429640317145
"DR1",31.48779,31.48779,14.042966,17.601135,18.0072,16.5504336666667,773,906,678,1.85111038376811
"DRAM1",10.81641,10.81641,5.266577,2.943565,2.497022,3.56905466666667,37,55,19,2.58618267060933
"DRAM2",75.67695,75.67695,31.409421,33.890716,42.319845,35.8733273333333,149,151,129,2.07946924091888
"DRAP1",23.84672,23.84672,101.694834,89.2209,80.276134,90.3972893333333,464,482,282,0.271854014284625
"DRAXIN",0.06325,0.06325,3.277262,4.813384,6.124402,4.73834933333333,327,528,432,0.185288475524437
"DRD1",0,0,0.509664,1.777179,0.74196,1.009601,27,102,28,0.497611217351106
"DRD2",0,0,12.728565,19.886699,15.054097,15.889787,257,417,222,0.0592073778076657
"DRD3",0,0,0.027758,0.02547,0,0.0177426666666667,1,1,0,0.9825666474957
"DRD4",0,0,0.830906,0.889577,0.887788,0.869423666666667,3,5,2,0.534924221743208
"DRD5",0,0,0.863348,1.416453,1.22797,1.169257,25,46,25,0.460987333451039
"DRG1",100.42187,100.42187,94.816714,96.114936,78.474605,89.802085,435,518,345,1.116955298989
"DRG2",8.41277,8.41277,14.39065,12.336466,11.967566,12.8982273333333,152,194,115,0.677264069312245
"DRGX",0,0,28.072931,34.822822,35.726989,32.8742473333333,951,1245,861,0.0295209511272585
"DROSHA",76.99263,76.99263,146.272612,107.442703,153.625209,135.780174666667,762,750,684,0.570204199476043
"DRP2",0.03795,0.03795,3.884894,3.823325,4.288243,3.99882066666667,355,404,288,0.20763897511293
"DSC1",3.87114,3.87114,0.017653,0,0,0.00588433333333333,1,0,0,4.8426442669187
"DSC2",20.97499,20.97499,1.227273,1.253678,1.556771,1.34590733333333,99,98,83,9.36737341997879
"DSC3",0,0,0.392203,0.49362,0.060671,0.315498,31,38,4,0.760168392502307
"DSCAM",0,0,2.931854,3.28038,3.014214,3.07548266666667,312,369,212,0.245369709992632
"DSCAML1",0.22771,0.22771,0.340432,0.191237,0.585663,0.372444,28,15,32,0.894542873880464
"DSCC1",3.87114,3.87114,0.477895,1.042723,0.514446,0.678354666666667,13,21,10,2.90233053641423
"DSCR10",0,0,0,0,0,0,0,0,0,1
"DSCR4",0,0,0,0,0,0,0,0,0,1
"DSCR8",0,0,0.45844,0,0,0.152813333333333,1,0,0,0.867443124645794
"DSCR9",0,0,0.501492,0.505789,0.446048,0.484443,4,7,4,0.673653350111793
"DSE",9.09591,9.09591,3.986796,2.605263,2.4466,3.01288633333333,91,122,87,2.51587240738358
"DSEL",1.35363,1.35363,2.040711,2.593413,2.232484,2.28886933333333,259,355,202,0.715634998370261
"DSG1",0.31627,0.31627,0,0,0,0,0,0,0,1.31627
"DSG2",33.66372,33.66372,1.611944,2.728354,1.32713,1.88914266666667,123,214,72,11.9979260283443
"DSG3",0.0253,0.0253,0.015116,0.026841,0.057801,0.0332526666666667,1,2,3,0.992303270126249
"DSG4",0,0,0,0,0,0,0,0,0,1
"DSN1",8.41277,8.41277,1.776992,2.816904,2.818552,2.470816,40,61,44,2.71197608862008
"DSP",173.97349,173.97349,2.493357,5.024819,1.355103,2.95775966666667,307,659,116,44.2102362792957
"DSPP",0,0,0,0.015904,0,0.00530133333333333,0,1,0,0.994726622598067
"DST",432.21381,432.21381,119.144741,96.367768,112.265635,109.259381333333,6973,6591,4472,3.92904263348185
"DSTN",863.52942,863.52942,180.482657,193.159988,182.034069,185.225571333333,3610,4019,2713,4.64237759513993
"DSTNP2",5.76875,5.76875,3.919608,4.395638,6.276227,4.86382433333333,21,27,28,1.15432346114507
"DSTYK",6.46455,6.46455,9.152187,9.083716,9.366434,9.200779,949,1074,688,0.731762740865183
"DTD1",21.08885,21.08885,7.356933,7.239265,6.588825,7.06167433333333,386,413,246,2.73998292248885
"DTHD1",0.03795,0.03795,0,0,0,0,0,0,0,1.03795
"DTL",0.11386,0.11386,0.229814,0.154057,0.775626,0.386499,7,8,17,0.803361560304046
"DTNA",256.84874,256.84874,60.371712,67.680211,77.35846,68.4701276666667,2167,2340,1852,3.71164914561862
"DTNB",9.98146,9.98146,31.294077,45.270326,50.05843,42.207611,289,348,252,0.254155685673063
"DTNBP1",13.58694,13.58694,24.263861,25.320482,31.741985,27.108776,219,260,225,0.518946111349708
"DTWD1",27.604,27.604,3.808751,4.785012,5.20649,4.60008433333333,108,140,80,5.10778022211927
"DTWD2",16.81288,16.81288,1.617438,1.681593,1.593187,1.63073933333333,107,92,80,6.77105472758102
"DTX1",0.56928,0.56928,26.289008,22.596766,23.032901,23.9728916666667,564,583,396,0.0628393387896943
"DTX2",1.53074,1.53074,2.580098,4.322543,4.531134,3.81125833333333,39,48,47,0.526003765473689
"DTX3",32.72756,32.72756,51.779561,51.258277,59.387871,54.141903,1026,1067,855,0.61165027257039
"DTX3L",10.20918,10.20918,1.607762,0.885372,0.795604,1.096246,85,75,44,5.34726363222637
"DTX4",2.30244,2.30244,31.675743,34.647067,44.556566,36.959792,1472,1714,1275,0.0869983692218335
"DTYMK",4.79464,4.79464,10.646038,14.371647,14.162771,13.060152,84,95,67,0.412132102128057
"DUOX1",0.53133,0.53133,7.532925,9.399175,14.438984,10.457028,52,55,25,0.133658571839049
"DUOX2",0.24036,0.24036,0.026683,0.05836,0.037249,0.040764,2,6,2,1.19177834744476
"DUOXA1",0.12651,0.12651,0.677139,0,0.074897,0.250678666666667,3,0,1,0.900718969647413
"DUOXA2",0,0,0,0,0,0,0,0,0,1
"DUS1L",15.69961,15.69961,31.2319,27.71345,31.834782,30.260044,305,326,238,0.534215818762123
"DUS3L",1.16387,1.16387,31.942596,28.418339,47.566142,35.9756923333333,79,82,77,0.0585214194366629
"DUS4L",16.76228,16.76228,4.143322,4.164587,5.027719,4.44520933333333,81,82,75,3.26200131393785
"DUSP1",32.55045,32.55045,17.361951,17.743269,16.828203,17.311141,409,470,278,1.83224245829356
"DUSP10",3.84584,3.84584,0.980717,3.3043,2.210751,2.165256,28,92,34,1.53094725987408
"DUSP11",18.97617,18.97617,8.345589,10.764563,13.101044,10.7370653333333,130,167,133,1.70197314513259
"DUSP12",18.87496,18.87496,32.481296,36.786887,53.857656,41.0419463333333,260,331,278,0.472741196195333
"DUSP13",8.72904,8.72904,0.385983,0.14621,0.189468,0.240553666666667,4,1,1,7.84249828235296
"DUSP14",12.2586,12.2586,4.671857,5.119208,5.053636,4.94823366666667,83,98,64,2.22899784087164
"DUSP15",2.35304,2.35304,11.590088,16.287544,13.887576,13.921736,110,168,92,0.224708438750022
"DUSP16",6.80612,6.80612,2.039491,14.651133,7.900294,8.19697266666667,168,329,232,0.848770599079016
"DUSP18",1.89762,1.89762,9.766593,11.000021,10.99522,10.587278,183,206,192,0.250069084387205
"DUSP19",7.03383,7.03383,0.437433,0.676685,0.546279,0.553465666666667,28,41,26,5.17155298143055
"DUSP2",0.16446,0.16446,1.198651,2.383577,2.636245,2.07282433333333,21,48,32,0.378954301867565
"DUSP21",0,0,0,0,0,0,0,0,0,1
"DUSP22",39.69814,39.69814,30.449182,28.876611,23.38146,27.5690843333333,734,761,525,1.42455178209947
"DUSP23",10.24713,10.24713,2.104468,4.108974,5.059844,3.757762,12,27,20,2.36395389260749
"DUSP26",27.97087,27.97087,15.058331,21.840276,16.491973,17.79686,302,491,235,1.54126114680856
"DUSP28",21.80994,21.80994,6.173192,6.146236,15.489817,9.26974833333333,86,81,105,2.22108071781701
"DUSP3",323.48038,323.48038,32.547128,36.767939,38.632284,35.9824503333333,1453,1588,1162,8.77390159590201
"DUSP4",0.73375,0.73375,31.423452,40.774477,42.458217,38.2187153333333,2319,3320,2217,0.0442072103908622
"DUSP5",8.98205,8.98205,7.479809,6.944953,5.830588,6.75178333333333,213,217,116,1.28771013981729
"DUSP6",11.39835,11.39835,62.255583,54.106942,95.089503,70.4840093333333,1268,1230,1367,0.173442286122843
"DUSP7",7.3501,7.3501,6.350707,6.922315,7.870697,7.04790633333333,257,313,224,1.03754935186249
"DUSP8",1.01206,1.01206,32.85086,40.442365,45.58924,39.6274883333333,1124,1521,1079,0.0495245973241516
"DUSP9",0,0,1.568348,1.276347,0.862499,1.23573133333333,40,24,15,0.447280934471256
"DUT",110.15032,110.15032,122.343621,127.463224,110.258842,120.021895666667,299,389,279,0.918431490332492
"DUTP3",0,0,0,0,0,0,0,0,0,1
"DUTP4",0,0,0,0,0,0,0,0,0,1
"DUTP6",1.13857,1.13857,0.660724,0.304869,0,0.321864333333333,2,1,0,1.61784378780172
"DUTP7",0,0,0,0,0,0,0,0,0,1
"DUX4",0,0,0.07719,0.059541,2.091224,0.742651666666667,1,1,1,0.57383814512558
"DUX4L10",0,0,0,0,0,0,0,0,0,1
"DUX4L12",0,0,0,0,0,0,0,0,0,1
"DUX4L4",0,0,0,0,0,0,0,0,0,1
"DUX4L6",0,0,0,0,0,0,0,0,0,1
"DUX4L7",0,0,0,0.090557,0,0.0301856666666667,0,1,0,0.970698809308484
"DUX4L8",0,0,0,0,0,0,0,0,0,1
"DUX4L9",0,0,0.141081,0.305828,0.512974,0.319961,1,4,3,0.757598141157201
"DUXA",0,0,0.450568,0.248548,0.253508,0.317541333333333,5,3,2,0.758989471298054
"DUXAP1",0,0,0.97516,0,0,0.325053333333333,3,0,0,0.754686603809658
"DVL1",1.36628,1.36628,26.964743,29.812667,27.467353,28.0815876666667,456,576,348,0.0813669469192093
"DVL2",3.76993,3.76993,15.26573,14.936682,16.397219,15.5332103333333,209,210,142,0.28850597699003
"DVL3",34.54927,34.54927,47.986882,55.407423,54.033335,52.47588,1100,1273,856,0.664772043022013
"DYDC1",0,0,0.157886,0.167861,0.215987,0.180578,1,1,1,0.847042719752528
"DYDC2",0.10121,0.10121,1.857889,2.384934,2.09331,2.11204433333333,25,33,16,0.353854213516453
"DYM",35.54868,35.54868,31.37021,41.861327,38.652414,37.2946503333333,1008,1143,795,0.954406938876954
"DYNC1H1",182.1965,182.1965,948.594087,949.260607,933.500695,943.785129666667,18366,20407,13469,0.193902819008841
"DYNC1I1",48.76875,48.76875,81.513021,100.829622,91.038746,91.1271296666667,1959,2489,1551,0.540218176557467
"DYNC1I2",117.1715,117.1715,159.636001,165.566915,180.653577,168.618831,2934,3099,2588,0.696688565198283
"DYNC1LI1",84.70961,84.70961,74.72453,85.857882,94.435356,85.0059226666667,1460,1617,1115,0.996554741144804
"DYNC1LI2",68.2636,68.2636,226.725825,230.304116,271.183679,242.737873333333,4314,4365,3367,0.28417249667751
"DYNC2H1",9.14651,9.14651,8.911695,7.026612,6.389529,7.442612,225,213,170,1.20182118993506
"DYNC2LI1",26.76905,26.76905,17.492305,12.130271,17.559028,15.7272013333333,199,194,146,1.66011333555619
"DYNLL1",236.74665,236.74665,254.933458,289.461712,265.069264,269.821478,1506,1844,1112,0.877872212188429
"DYNLL2",288.66544,288.66544,59.024248,60.240751,64.509684,61.2582276666667,5440,6050,4216,4.65264513392321
"DYNLRB1",174.9223,174.9223,131.495747,159.833501,177.071816,156.133688,797,1060,762,1.1195708713971
"DYNLRB2",0.51868,0.51868,0,1.246565,0,0.415521666666667,0,3,0,1.0728765484574
"DYNLT1",284.94611,284.94611,88.461725,91.276214,101.662508,93.800149,662,734,560,3.01630443639915
"DYNLT3",41.78552,41.78552,24.76268,29.224432,28.916864,27.6346586666667,597,753,511,1.49418648561738
"DYRK1A",44.96086,44.96086,14.447598,15.25402,20.334637,16.6787516666667,869,959,737,2.59977971672397
"DYRK1B",2.45425,2.45425,15.874388,21.092019,23.238225,20.0682106666667,228,323,270,0.163955546802329
"DYRK2",13.7514,13.7514,6.402604,5.658061,9.214113,7.09159266666667,621,611,469,1.8230527175161
"DYRK3",18.22977,18.22977,3.875315,4.230979,3.044467,3.71692033333333,259,291,117,4.07676378676737
"DYRK4",55.47366,55.47366,13.172281,12.950256,12.929347,13.0172946666667,66,79,47,4.02885587718258
"DYSF",25.47867,25.47867,12.376654,8.440208,6.609007,9.14195633333333,513,541,377,2.61080496994186
"DYTN",0,0,0,0,0,0,0,0,0,1
"DZANK1",1.42954,1.42954,4.047089,5.752497,8.742882,6.18082266666667,139,170,102,0.338337278718483
"DZIP1",8.08385,8.08385,30.030326,29.828179,29.931162,29.929889,902,969,621,0.293691645644121
"DZIP1L",2.35304,2.35304,2.317199,2.085216,2.127932,2.17678233333333,27,36,33,1.05548307947234
"DZIP3",23.93527,23.93527,17.834981,19.454005,18.719569,18.6695183333333,1110,1332,910,1.2677112666121
"E2F1",0.27832,0.27832,0.622693,0.807555,1.416418,0.948888666666667,20,29,32,0.655922537733471
"E2F2",0.01265,0.01265,0.014739,0.227344,0.167599,0.136560666666667,1,2,8,0.89097751637836
"E2F3",6.71756,6.71756,13.319715,11.178783,10.926099,11.808199,798,733,464,0.602548414496058
"E2F4",15.20623,15.20623,12.843378,15.81224,27.44046,18.6986926666667,232,297,244,0.82270586552292
"E2F5",7.61577,7.61577,16.707724,12.601361,15.851487,15.053524,188,165,126,0.536690261901374
"E2F6",26.60459,26.60459,10.682746,9.698284,11.859365,10.7467983333333,309,372,252,2.34996713288827
"E2F7",0.24036,0.24036,0.438329,0.602309,0.210792,0.417143333333333,21,45,9,0.875253738153986
"E2F8",3.58017,3.58017,0,0,0.031282,0.0104273333333333,0,0,1,4.53290390006604
"E4F1",0.45543,0.45543,14.500264,13.73506,11.255648,13.1636573333333,241,316,221,0.102758063524647
"EAF1",6.36334,6.36334,11.897139,14.358395,15.719166,13.9915666666667,649,821,540,0.491165477479561
"EAF2",7.08444,7.08444,0.466186,0.801688,1.079009,0.782294333333333,4,7,6,4.53597357563276
"EAPP",42.15239,42.15239,14.614267,16.240909,18.720229,16.525135,204,263,190,2.4623142703323
"EARS2",30.27331,30.27331,30.671856,26.36542,29.060628,28.6993013333333,303,329,247,1.05299817153948
"EBAG9",55.27125,55.27125,21.411239,15.368074,22.384331,19.7212146666667,162,158,121,2.71563472051285
"EBF1",11.39835,11.39835,37.968172,41.83576,64.50374,48.1025573333333,1368,1243,1433,0.25249906875183
"EBF2",17.58458,17.58458,4.688555,7.751987,8.282058,6.90753333333333,314,566,398,2.35023732643134
"EBF3",12.03089,12.03089,29.894406,28.24985,27.762205,28.635487,1747,1762,1153,0.439705613746115
"EBF4",1.40424,1.40424,58.516529,45.221923,26.079574,43.2726753333333,286,348,199,0.0543052793150231
"EBI3",0.08856,0.08856,0.157946,0.539449,0.828602,0.508665666666667,2,4,1,0.721538259967914
"EBLN1",0,0,0,0,0,0,0,0,0,1
"EBLN2",2.01147,2.01147,0.101934,0.18896,0.142913,0.144602333333333,2,4,2,2.63101857501019
"EBNA1BP2",61.49543,61.49543,35.278496,27.097873,32.537828,31.6380656666667,417,401,306,1.91480189537785
"EBP",41.78552,41.78552,48.240682,37.066935,36.335181,40.5475993333333,409,368,233,1.0297952393527
"EBPL",12.49897,12.49897,20.226139,19.937493,17.372698,19.1787766666667,161,167,89,0.668968700282954
"ECD",27.16122,27.16122,17.381981,18.283983,18.043865,17.9032763333333,414,431,322,1.48975339001639
"ECE1",54.4363,54.4363,20.31153,24.500624,20.820802,21.877652,603,690,376,2.42316388062901
"ECE2",0.59459,0.59459,4.486563,4.309001,4.886678,4.56074733333333,83,99,78,0.286758218709452
"ECEL1",0,0,68.128507,60.41009,41.745524,56.7613736666667,1457,1451,634,0.0173126076566473
"ECEL1P2",0,0,0,0.129884,0,0.0432946666666667,0,1,0,0.958501976431075
"ECH1",194.36655,194.36655,124.878849,116.009122,114.76653,118.551500333333,410,489,354,1.63416226024165
"ECHDC1",71.78051,71.78051,94.403597,113.969766,121.596079,109.989814,582,616,454,0.65574044479433
"ECHDC2",226.08204,226.08204,11.42088,8.249547,8.134702,9.26837633333333,95,116,75,22.1146978478811
"ECHDC3",36.99087,36.99087,0.376266,1.20339,1.324302,0.967986,3,11,10,19.3044411901304
"ECHS1",156.1359,156.1359,45.026866,49.987041,54.755752,49.9232196666667,660,801,570,3.08574165240494
"ECI1",15.68696,15.68696,6.603895,8.345275,11.648784,8.86598466666667,76,100,87,1.69136285568928
"ECI2",379.29561,379.29561,10.964494,9.982898,11.720484,10.889292,214,204,161,31.9863966668495
"ECM1",15.06708,15.06708,3.267754,4.137516,4.378496,3.927922,82,112,73,3.26041686536435
"ECM2",19.78582,19.78582,0.048315,0.022657,0,0.0236573333333333,2,1,0,20.3054472655563
"ECSCR",60.10384,60.10384,0,0,0,0,0,0,0,61.10384
"ECSIT",28.03412,28.03412,111.557552,137.865181,157.299486,135.574073,229,310,223,0.212588812519343
"ECT2",4.40247,4.40247,1.930251,2.995191,3.198477,2.707973,62,46,71,1.45698741603566
"ECT2L",1.16387,1.16387,0.282399,0.517871,0.795458,0.531909333333333,1,2,2,1.41253137696574
"EDA",3.40306,3.40306,1.254213,1.296102,1.04232,1.197545,81,88,47,2.00362677442328
"EDA2R",2.66931,2.66931,1.156037,4.151458,1.861811,2.38976866666667,53,206,60,1.08246619779167
"EDAR",0.03795,0.03795,0.018373,0.033742,0.051782,0.0346323333333333,1,2,2,1.003206614137
"EDARADD",1.48014,1.48014,0.814612,0.523703,2.014147,1.11748733333333,21,9,25,1.17126556601204
"EDC3",16.33215,16.33215,51.878703,96.569705,70.142743,72.863717,438,552,394,0.23465038998782
"EDC4",14.83936,14.83936,81.608745,79.478904,92.97988,84.6891763333333,1016,1175,908,0.184846682834066
"EDDM3A",0.21506,0.21506,0,0,0,0,0,0,0,1.21506
"EDDM3B",0,0,0,0,0,0,0,0,0,1
"EDEM1",6.95793,6.95793,9.551955,6.880958,3.367488,6.60013366666667,239,306,185,1.04707763692402
"EDEM2",7.79288,7.79288,4.463082,5.000158,4.240011,4.56775033333333,102,128,70,1.57925184743976
"EDEM3",16.87614,16.87614,10.47292,10.398104,11.163048,10.678024,788,811,599,1.53075040777447
"EDF1",68.57986,68.57986,120.678915,131.039717,128.451744,126.723458666667,745,878,563,0.544769619663917
"EDIL3",4.63018,4.63018,73.691935,46.828427,68.172409,62.8975903333333,3888,2715,2408,0.0881125558981043
"EDN1",10.55075,10.55075,0.398734,0.332213,0.280277,0.337074666666667,10,9,5,8.63882196556463
"EDN2",0,0,0,0,0,0,0,0,0,1
"EDN3",0,0,0.17166,0.218917,0.457054,0.282543666666667,5,7,7,0.779700548207455
"EDNRA",21.58223,21.58223,2.260868,5.608951,1.78259,3.21746966666667,38,142,63,5.35444989171627
"EDNRB",42.39276,42.39276,1.418659,0.744434,3.131937,1.76501,41,29,70,15.6935273290151
"EEA1",9.7917,9.7917,1.877818,2.418014,2.406012,2.233948,245,334,225,3.33700480032456
"EED",18.84966,18.84966,9.2848,8.280668,10.818473,9.46131366666667,149,181,111,1.89743474218232
"EEF1A1",1930.63515,1930.63515,2150.94048,1891.832709,2285.589619,2109.45426933333,29897,29198,25422,0.915269844065458
"EEF1A1P10",0.13916,0.13916,0,0.115584,0.282938,0.132840666666667,0,2,3,1.00557830727593
"EEF1A1P14",0,0,0,0,0,0,0,0,0,1
"EEF1A1P17",0.0759,0.0759,0.139147,0.063942,0.098153,0.100414,2,1,1,0.977722929733718
"EEF1A1P19",0.48073,0.48073,0.447733,0.354129,0,0.267287333333333,7,6,0,1.16842484024933
"EEF1A1P20",0,0,0,0,0,0,0,0,0,1
"EEF1A1P21",0,0,0,0,0,0,0,0,0,1
"EEF1A1P24",0,0,0,0,0,0,0,0,0,1
"EEF1A1P25",0,0,0.145291,0,0,0.0484303333333333,2,0,0,0.953806817874721
"EEF1A1P26",0,0,0,0,0,0,0,0,0,1
"EEF1A1P28",0,0,0.062504,0,0,0.0208346666666667,1,0,0,0.979590557269476
"EEF1A1P3",0,0,0.189557,0.058071,0.088912,0.11218,3,1,1,0.899135032099121
"EEF1A1P31",0.34157,0.34157,0,0,0.112825,0.0376083333333333,0,0,1,1.29294451181804
"EEF1A1P34",0,0,0,0,0,0,0,0,0,1
"EEF1A1P36",0,0,0.130221,0,0,0.043407,2,0,0,0.958398783983623
"EEF1A1P39",0,0,0,0,0,0,0,0,0,1
"EEF1A1P40",0,0,0,0,0,0,0,0,0,1
"EEF1A1P8",0,0,0.2535,0.348983,0.089236,0.230573,4,6,1,0.812629563626051
"EEF1A2",110.97262,110.97262,388.213313,446.555694,412.506581,415.758529333333,4748,6013,3771,0.268675053103572
