"Hs_symbol","DRG","dHs_Avg_TPM","Spinal_cord","dHs_Avg__TPM","FoldChange"
"ANKRD29",23.3959,23.3959,6.79651,6.79651,3.12907954969595
"ANKRD30A",0,0,0,0,1
"ANKRD30B",0.09409,0.09409,0.58965,0.58965,0.688258421665146
"ANKRD30BL",0.16726,0.16726,0.77586,0.77586,0.657292804612976
"ANKRD30BP1",0,0,0,0,1
"ANKRD30BP2",0,0,0.27931,0.27931,0.781671369722741
"ANKRD31",0.29271,0.29271,0.15517,0.15517,1.11906472640391
"ANKRD32",1.52627,1.52627,2.60688,2.60688,0.700403118484674
"ANKRD33",0.17772,0.17772,0,0,1.17772
"ANKRD33B",0.49133,0.49133,0.62069,0.62069,0.920182144642097
"ANKRD34A",10.15077,10.15077,2.04826,2.04826,3.65807706691686
"ANKRD34B",0.03136,0.03136,0.55862,0.55862,0.661713567129897
"ANKRD34C",0.4077,0.4077,0.58965,0.58965,0.885540842323782
"ANKRD35",11.39478,11.39478,4.43791,4.43791,2.27932790355118
"ANKRD36",0.76314,0.76314,1.73792,1.73792,0.643970605423095
"ANKRD36B",0.57497,0.57497,2.60688,2.60688,0.436657166304396
"ANKRD36BP1",0.24044,0.24044,1.27241,1.27241,0.545869803424558
"ANKRD36BP2",2.68666,2.68666,1.33448,1.33448,1.57922106850348
"ANKRD36C",0.51224,0.51224,3.28964,3.28964,0.352533079698996
"ANKRD36P1",0,0,0,0,1
"ANKRD37",20.69878,20.69878,28.27225,28.27225,0.741274756808923
"ANKRD39",50.28341,50.28341,12.78613,12.78613,3.71992792756198
"ANKRD40",18.10621,18.10621,176.27486,176.27486,0.107777323868709
"ANKRD42",6.87869,6.87869,6.73444,6.73444,1.01865034831222
"ANKRD44",4.39065,4.39065,83.32711,83.32711,0.0639254683339676
"ANKRD45",0.33453,0.33453,0.34138,0.34138,0.994893318820916
"ANKRD46",44.31421,44.31421,18.093,18.093,2.37334153878385
"ANKRD49",5.96919,5.96919,7.44823,7.44823,0.824929008798293
"ANKRD5",1.25447,1.25447,0.43448,0.43448,1.57162874351681
"ANKRD50",5.30014,5.30014,1.39654,1.39654,2.62884825623607
"ANKRD52",17.6776,17.6776,10.6758,10.6758,1.59968481817092
"ANKRD53",0.60633,0.60633,1.70689,1.70689,0.593422710195095
"ANKRD54",18.38846,18.38846,28.98604,28.98604,0.646582876565228
"ANKRD54P1",0.03136,0.03136,0,0,1.03136
"ANKRD55",0.78404,0.78404,0.52758,0.52758,1.16788646093822
"ANKRD6",15.36728,15.36728,13.28268,13.28268,1.14595300041729
"ANKRD60",0,0,0,0,1
"ANKRD61",0.09409,0.09409,0,0,1.09409
"ANKRD62",0.01045,0.01045,0.06207,0.06207,0.951396800587532
"ANKRD62P1",0,0,0,0,1
"ANKRD63",0,0,0,0,1
"ANKRD65",19.27705,19.27705,41.15149,41.15149,0.481051796745501
"ANKRD7",1.91307,1.91307,1.86206,1.86206,1.01782282691488
"ANKRD9",82.93103,82.93103,16.07577,16.07577,4.91521202264964
"ANKS1A",28.1838,28.1838,6.88962,6.88962,3.69901211972186
"ANKS1B",11.87566,11.87566,369.02894,369.02894,0.0347963594415075
"ANKS3",23.87678,23.87678,31.90327,31.90327,0.756057984510354
"ANKS4B",0,0,0.18621,0.18621,0.843021050235624
"ANKS6",7.01459,7.01459,13.34475,13.34475,0.558712420920546
"ANKUB1",0.07318,0.07318,0.96206,0.96206,0.546965943956862
"ANKZF1",17.10263,17.10263,33.51705,33.51705,0.524454725997732
"ANLN",1.36946,1.36946,442.58025,442.58025,0.00534167154646764
"ANO1",2.72848,2.72848,1.73792,1.73792,1.36179289387564
"ANO10",68.55688,68.55688,292.06386,292.06386,0.237343765280373
"ANO2",0.80495,0.80495,9.65167,9.65167,0.169452301845626
"ANO3",5.09106,5.09106,1.33448,1.33448,2.60917206401426
"ANO4",8.54086,8.54086,7.4172,7.4172,1.13349569928242
"ANO5",24.89081,24.89081,1.64482,1.64482,9.78925219863734
"ANO6",6.60688,6.60688,6.26893,6.26893,1.04649239984427
"ANO7",1.19175,1.19175,4.2517,4.2517,0.417341051469048
"ANO7L1",1.41128,1.41128,2.82412,2.82412,0.630545066577409
"ANO8",13.0256,13.0256,14.24475,14.24475,0.920028206431722
"ANO9",0.59587,0.59587,4.46894,4.46894,0.291806090394117
"ANP32A",42.33842,42.33842,152.03707,152.03707,0.283189033872643
"ANP32AP1",0,0,0,0,1
"ANP32B",119.1539,119.1539,618.04822,618.04822,0.194094573117422
"ANP32BP1",0.03136,0.03136,0,0,1.03136
"ANP32BP2",0,0,0,0,1
"ANP32BP3",0.02091,0.02091,0,0,1.02091
"ANP32C",0,0,0,0,1
"ANP32D",0,0,0,0,1
"ANP32E",19.72657,19.72657,55.24107,55.24107,0.368530861877272
"ANPEP",15.18956,15.18956,7.26203,7.26203,1.95951358201314
"ANTXR1",14.38461,14.38461,41.74114,41.74114,0.359948517985248
"ANTXR2",18.93207,18.93207,12.04131,12.04131,1.52837943427462
"ANTXRL",0.02091,0.02091,1.42758,1.42758,0.420546387760651
"ANXA1",207.81368,207.81368,54.1859,54.1859,3.78382304175523
"ANXA10",0.06272,0.06272,0,0,1.06272
"ANXA11",157.99025,157.99025,70.23064,70.23064,2.2320485959413
"ANXA13",0.49133,0.49133,16.69646,16.69646,0.084272786760742
"ANXA2",1874.47334,1874.47334,109.86145,109.86145,16.9172723250508
"ANXA2P1",0.10454,0.10454,0,0,1.10454
"ANXA2P2",35.75244,35.75244,0,0,36.75244
"ANXA2P3",0.04182,0.04182,0,0,1.04182
"ANXA2R",1.02449,1.02449,0.77586,0.77586,1.14000540583154
"ANXA3",57.39208,57.39208,17.34818,17.34818,3.18244534335286
"ANXA4",32.19811,32.19811,110.85454,110.85454,0.296797161742384
"ANXA5",422.6524,422.6524,313.72581,313.72581,1.34609995919941
"ANXA6",578.88639,578.88639,75.50647,75.50647,7.57957320472373
"ANXA7",122.6037,122.6037,63.89964,63.89964,1.90453598818114
"ANXA8",0,0,0,0,1
"ANXA8L1",0.06272,0.06272,0,0,1.06272
"ANXA8L2",0.06272,0.06272,0.18621,0.18621,0.895895330506403
"ANXA9",1.88171,1.88171,6.92065,6.92065,0.363822413564543
"AOAH",7.715,7.715,17.81369,17.81369,0.463226512183415
"AOC2",0.5227,0.5227,1.0862,1.0862,0.729891669063369
"AOC3",2.80165,2.80165,9.34133,9.34133,0.367617124683189
"AOC4",0.03136,0.03136,0.65172,0.65172,0.624415760540527
"AOX1",8.34224,8.34224,3.19653,3.19653,2.22618210759842
"AOX2P",0,0,0.71379,0.71379,0.583502062679792
"AP000220.1",0,0,0,0,1
"AP000226.9",0,0,0,0,1
"AP000244.1",0.02091,0.02091,0.34138,0.34138,0.761089325918084
"AP000244.11",0,0,0,0,1
"AP000269.1",0.07318,0.07318,0.21724,0.21724,0.881650290821859
"AP000275.64",0,0,0,0,1
"AP000275.65",12.10565,12.10565,0.62069,0.62069,8.08646317309294
"AP000281.1",0,0,0,0,1
"AP000295.9",0.77359,0.77359,2.11033,2.11033,0.570225667372915
"AP000304.12",0,0,0,0,1
"AP000322.53",0.70041,0.70041,0,0,1.70041
"AP000322.54",2.25805,2.25805,1.55172,1.55172,1.2768054488737
"AP000343.1",0,0,0,0,1
"AP000344.4",1.85035,1.85035,0.62069,0.62069,1.75872622154761
"AP000347.4",0.67951,0.67951,36.46531,36.46531,0.0448284025942932
"AP000350.10",0.32407,0.32407,4.71721,4.71721,0.231593731907696
"AP000350.4",176.73415,176.73415,218.54359,218.54359,0.809562009986263
"AP000350.6",0.01045,0.01045,0,0,1.01045
"AP000350.7",0,0,0,0,1
"AP000350.8",0,0,0,0,1
"AP000351.10",1.66217,1.66217,2.94826,2.94826,0.674264106213876
"AP000351.13",0,0,0,0,1
"AP000351.3",0,0,0,0,1
"AP000351.4",0,0,0,0,1
"AP000351.8",0,0,0.77586,0.77586,0.563107452164022
"AP000351.9",0,0,0,0,1
"AP000354.2",0,0,0,0,1
"AP000354.4",0,0,0,0,1
"AP000356.1",5.47786,5.47786,12.10338,12.10338,0.494365575904843
"AP000357.4",0,0,0,0,1
"AP000358.3",0,0,0,0,1
"AP000358.5",0,0,0,0,1
"AP000361.2",0,0,0,0,1
"AP000362.1",0,0,0,0,1
"AP000435.1",0.02091,0.02091,0.40345,0.40345,0.727428836082511
"AP000435.3",0,0,0,0,1
"AP000435.4",0,0,0,0,1
"AP000438.4",0,0,0,0,1
"AP000445.1",0.10454,0.10454,0,0,1.10454
"AP000445.2",0,0,0,0,1
"AP000479.1",0.53315,0.53315,0,0,1.53315
"AP000525.1",0.02091,0.02091,1.76896,1.76896,0.368697994915058
"AP000525.10",0.01045,0.01045,0.18621,0.18621,0.851830620210587
"AP000525.8",0.35543,0.35543,1.79999,1.79999,0.484083871728113
"AP000552.1",0,0,0,0,1
"AP000563.2",0,0,0,0,1
"AP000567.27",0,0,0,0,1
"AP000568.2",0,0,1.02413,1.02413,0.494039414464486
"AP000580.1",1.23356,1.23356,3.44481,3.44481,0.502509668579759
"AP000593.5",0.02091,0.02091,0,0,1.02091
"AP000593.6",0.04182,0.04182,0.34138,0.34138,0.776677749780077
"AP000619.5",0,0,0,0,1
"AP000619.6",0,0,0,0,1
"AP000620.1",0.06272,0.06272,0.58965,0.58965,0.668524517975655
"AP000641.1",0.01045,0.01045,0,0,1.01045
"AP000647.3",0,0,0,0,1
"AP000648.3",0.05227,0.05227,0.43448,0.43448,0.733555016451955
"AP000648.6",0,0,0,0,1
"AP000662.9",0.06272,0.06272,0.62069,0.62069,0.655720711548785
"AP000679.2",0,0,1.58275,1.58275,0.387184202884522
"AP000705.6",0,0,0,0,1
"AP000705.8",0,0,0,0,1
"AP000708.1",0.56451,0.56451,0.71379,0.71379,0.912894812083161
"AP000725.1",0,0,0,0,1
"AP000769.1",0.32407,0.32407,0.34138,0.34138,0.987095379385409
"AP000783.1",0.45997,0.45997,1.1793,1.1793,0.66992612306704
"AP000790.1",0.06272,0.06272,0,0,1.06272
"AP000797.1",0,0,0,0,1
"AP000797.2",0,0,0,0,1
"AP000857.1",0,0,0,0,1
"AP000857.2",0,0,0,0,1
"AP000859.4",0,0,0,0,1
"AP000867.1",0.32407,0.32407,2.1724,2.1724,0.417371705963939
"AP000867.13",0,0,0,0,1
"AP000867.14",0,0,0,0,1
"AP000889.1",0,0,0,0,1
"AP000889.2",0,0,0,0,1
"AP000892.1",0,0,1.11724,1.11724,0.472313011278835
"AP000925.2",0,0,0,0,1
"AP000936.1",0.9304,0.9304,2.91722,2.91722,0.49279846421697
"AP000936.5",0,0,0,0,1
"AP000949.1",0,0,0,0,1
"AP000974.1",0.4077,0.4077,3.04136,3.04136,0.348323336698537
"AP001007.1",3.39753,3.39753,17.90679,17.90679,0.23258998486787
"AP001024.1",0.11499,0.11499,0,0,1.11499
"AP001024.2",0,0,0,0,1
"AP001029.1",8.89629,8.89629,16.54129,16.54129,0.564171164150413
"AP001055.7",0.77359,0.77359,5.77238,5.77238,0.261885777230457
"AP001062.1",1.74581,1.74581,18.80679,18.80679,0.138629732531117
"AP001065.7",0.07318,0.07318,0,0,1.07318
"AP001069.1",0,0,0,0,1
"AP001187.1",0.04182,0.04182,0.68275,0.68275,0.619117515970881
"AP001187.11",0,0,0.83793,0.83793,0.544090362527408
"AP001258.5",0,0,0,0,1
"AP001266.1",4.80881,4.80881,1.73792,1.73792,2.12161421809257
"AP001324.1",0,0,0.62069,0.62069,0.61702114531465
"AP001331.1",0,0,0,0,1
"AP001342.1",0,0,0,0,1
"AP001468.1",2.14306,2.14306,20.60678,20.60678,0.145466376757666
"AP001619.1",0.04182,0.04182,0.27931,0.27931,0.814360866404546
"AP001631.10",0,0,0,0,1
"AP001793.1",0.03136,0.03136,0,0,1.03136
"AP001816.1",71.6826,71.6826,19.76885,19.76885,3.49959675186638
"AP001877.1",0.56451,0.56451,1.30344,1.30344,0.679205883374431
"AP001885.1",0,0,0,0,1
"AP002348.1",0,0,47.35835,47.35835,0.0206789520320689
"AP002380.1",0.01045,0.01045,1.79999,1.79999,0.360876288843889
"AP002381.2",0.10454,0.10454,0,0,1.10454
"AP002387.1",0.04182,0.04182,0.71379,0.71379,0.60790411894106
"AP002414.1",0,0,0,0,1
"AP002530.2",0.04182,0.04182,0,0,1.04182
"AP002833.1",0.16726,0.16726,0,0,1.16726
"AP002884.2",0.30316,0.30316,4.56204,4.56204,0.234295330490252
"AP002954.6",0.04182,0.04182,1.83102,1.83102,0.368001638985242
"AP003026.1",0,0,39.38254,39.38254,0.0247631773533809
"AP003027.1",0,0,0,0,1
"AP003041.1",0.18817,0.18817,3.56895,3.56895,0.260053185086289
"AP003068.17",0,0,0,0,1
"AP003068.18",0.28226,0.28226,1.36551,1.36551,0.542064924688545
"AP003068.23",1.2022,1.2022,1.02413,1.02413,1.08797359853369
"AP003068.6",3.49161,3.49161,9.77581,9.77581,0.416823422090775
"AP003385.2",0,0,0,0,1
"AP003471.1",0,0,0,0,1
"AP003774.4",1.3381,1.3381,1.33448,1.33448,1.00155066652959
"AP004289.1",0,0,0,0,1
"AP004289.2",0.01045,0.01045,0,0,1.01045
"AP004290.1",0,0,0,0,1
"AP005019.3",0,0,0,0,1
"AP005019.4",0,0,0,0,1
"AP005136.2",0,0,0,0,1
"AP005232.1",0.15681,0.15681,0,0,1.15681
"AP005482.1",20.32244,20.32244,53.1928,53.1928,0.393455219143502
"AP005901.1",0,0,0.06207,0.06207,0.941557524456957
"AP006222.1",0,0,0,0,1
"AP006285.1",0,0,0,0,1
"AP006288.1",0,0,0,0,1
"AP006294.2",0,0,0,0,1
"AP006621.1",3.37662,3.37662,7.63444,7.63444,0.506879427038696
"AP006621.5",12.5029,12.5029,41.46183,41.46183,0.318000896334426
"AP1AR",12.45063,12.45063,18.31024,18.31024,0.69655426343743
"AP1B1",82.47106,82.47106,40.22046,40.22046,2.02499098748534
"AP1B1P1",0,0,0,0,1
"AP1B1P2",0,0,0,0,1
"AP1G1",12.27291,12.27291,14.33785,14.33785,0.865369657416131
"AP1G2",27.9329,27.9329,107.34767,107.34767,0.267037583733919
"AP1M1",97.6188,97.6188,46.92387,46.92387,2.05782212496612
"AP1M2",0.49133,0.49133,0.49655,0.49655,0.996511977548361
"AP1S1",194.79854,194.79854,44.87561,44.87561,4.26803131337109
"AP1S2",109.73491,109.73491,45.55836,45.55836,2.37841088045197
"AP1S3",0.67951,0.67951,3.19653,3.19653,0.400213986317267
"AP2A1",72.80117,72.80117,29.48259,29.48259,2.42109249902977
"AP2A2",79.1258,79.1258,66.16514,66.16514,1.19296706595118
"AP2B1",71.05536,71.05536,59.24449,59.24449,1.1960489664698
"AP2M1",702.5773,702.5773,269.59502,269.59502,2.60011178328411
"AP2S1",479.32316,479.32316,117.43382,117.43382,4.05562498955113
"AP3B1",28.00608,28.00608,76.4375,76.4375,0.374574075867635
"AP3B2",75.12194,75.12194,28.42742,28.42742,2.58676907455699
"AP3D1",85.99403,85.99403,32.30671,32.30671,2.61190703014498
"AP3M1",20.45834,20.45834,9.40339,9.40339,2.06262958516407
"AP3M2",23.45862,23.45862,17.31714,17.31714,1.33528596713242
"AP3S1",86.68399,86.68399,125.09929,125.09929,0.69535673039872
"AP3S2",33.45258,33.45258,81.9616,81.9616,0.415283456442499
"AP4B1",15.5659,15.5659,16.69646,16.69646,0.936113776427602
"AP4E1",2.33123,2.33123,2.20344,2.20344,1.03989149164648
"AP4M1",22.41323,22.41323,22.2516,22.2516,1.00695134958454
"AP4S1",6.63825,6.63825,7.63444,7.63444,0.884625986167024
"AP5B1",1.74581,1.74581,2.42068,2.42068,0.802708818129729
"AP5M1",13.75737,13.75737,13.22061,13.22061,1.03774521627413
"AP5S1",13.62147,13.62147,14.46199,14.46199,0.945639597490362
"AP5Z1",43.45699,43.45699,28.02398,28.02398,1.53173307037836
"APAF1",2.27896,2.27896,7.13789,7.13789,0.402925082545967
"APBA1",14.44733,14.44733,5.89652,5.89652,2.23987315341651
"APBA2",27.69246,27.69246,110.32696,110.32696,0.257731460555467
"APBA3",12.98378,12.98378,25.19986,25.19986,0.533734913087322
"APBB1",182.42108,182.42108,272.69845,272.69845,0.670157540168751
"APBB1IP",17.30125,17.30125,20.1723,20.1723,0.864395932421135
"APBB2",24.05449,24.05449,105.67181,105.67181,0.234874518394316
"APBB3",75.28921,75.28921,31.53086,31.53086,2.34513351322406
"APC",12.72243,12.72243,8.00685,8.00685,1.52355484991978
"APC2",32.68944,32.68944,22.62401,22.62401,1.42606780135972
"APCDD1",12.67016,12.67016,37.76875,37.76875,0.352607705948734
"APCDD1L",0.01045,0.01045,0.06207,0.06207,0.951396800587532
"APCS",0.02091,0.02091,1.52068,1.52068,0.405013726454766
"APEH",137.41691,137.41691,45.65147,45.65147,2.96704283916455
"APEX1",158.5234,158.5234,101.35805,101.35805,1.55848416416686
"APEX2",9.40854,9.40854,4.71721,4.71721,1.8205628269733
"APH1A",72.32029,72.32029,53.99969,53.99969,1.33310369567538
"APH1B",9.64898,9.64898,12.04131,12.04131,0.81655753908158
"API5",35.08339,35.08339,23.08952,23.08952,1.49788746309599
"API5P1",0.03136,0.03136,0,0,1.03136
"API5P2",0.01045,0.01045,0,0,1.01045
"APIP",36.33786,36.33786,38.82392,38.82392,0.937573699424868
"APITD1",13.73646,13.73646,9.31029,9.31029,1.42929636314788
"APITD1-CORT",3.09436,3.09436,2.2655,2.2655,1.25382330424131
"APLF",0.7945,0.7945,0.93103,0.93103,0.929296800153286
"APLN",0.6586,0.6586,80.31679,80.31679,0.0203967716876183
"APLNR",0.56451,0.56451,56.48244,56.48244,0.0272171814557628
"APLP1",164.67031,164.67031,3492.53881,3492.53881,0.0474219177201584
"APLP2",309.00773,309.00773,158.08876,158.08876,1.94864634057114
"APMAP",147.3586,147.3586,38.2653,38.2653,3.77836410265552
"APOA1",1.0663,1.0663,9.99305,9.99305,0.187964213753235
"APOA1BP",117.07357,117.07357,121.59241,121.59241,0.963139316699949
"APOA2",0.10454,0.10454,10.27236,10.27236,0.0979865795627535
"APOA4",0.01045,0.01045,0.40345,0.40345,0.719975773985536
"APOA5",0.03136,0.03136,0.37241,0.37241,0.751495544334419
"APOB",0.16726,0.16726,0.27931,0.27931,0.912413723022567
"APOBEC1",0,0,0,0,1
"APOBEC2",1.9967,1.9967,1.33448,1.33448,1.28366916829444
"APOBEC3A",0.19862,0.19862,1.27241,1.27241,0.52746643431423
"APOBEC3AP1",0,0,0,0,1
"APOBEC3B",0.55406,0.55406,0.31034,0.31034,1.18599752735931
"APOBEC3C",8.70812,8.70812,12.69303,12.69303,0.708982599176369
"APOBEC3D",0.61678,0.61678,3.53791,3.53791,0.356282958454443
"APOBEC3F",4.63109,4.63109,4.00343,4.00343,1.12544594408236
"APOBEC3G",11.17525,11.17525,12.41372,12.41372,0.907671399134617
"APOBEC3H",0.73178,0.73178,5.86548,5.86548,0.252244562652575
"APOBEC4",0,0,0,0,1
"APOBR",4.93426,4.93426,3.78619,3.78619,1.2398713799494
"APOC1",482.3548,482.3548,829.29874,829.29874,0.582145650371576
"APOC1P1",2.47758,2.47758,11.82407,11.82407,0.271175999507177
"APOC2",2.94801,2.94801,11.51373,11.51373,0.315494261103604
"APOC3",0.07318,0.07318,15.14474,15.14474,0.0664724238358747
"APOC4",145.89505,145.89505,100.48909,100.48909,1.44739744932189
"APOD",7484.44962,7484.44962,2047.27115,2047.27115,3.65452084798441
"APOE",4797.64317,4797.64317,1647.92169,1647.92169,2.91017044599614
"APOF",0.01045,0.01045,0.34138,0.34138,0.753291386482578
"APOH",0.30316,0.30316,3.1655,3.1655,0.312845996879126
"APOL1",18.28392,18.28392,15.26888,15.26888,1.18532560323759
"APOL2",110.26806,110.26806,24.39297,24.39297,4.38184505396572
"APOL3",32.23992,32.23992,20.73092,20.73092,1.52961402462482
"APOL4",7.74636,7.74636,3.78619,3.78619,1.82741596133877
"APOL5",0.01045,0.01045,0,0,1.01045
"APOL6",0.82586,0.82586,1.70689,1.70689,0.67452316126625
"APOLD1",6.31417,6.31417,26.84468,26.84468,0.262677466575303
"APOM",5.26878,5.26878,7.47927,7.47927,0.739306567664433
"APOO",91.43007,91.43007,45.89974,45.89974,1.97080133066836
"APOOL",2.06988,2.06988,1.48965,1.48965,1.23305685538128
"APOPT1",54.2559,54.2559,26.37916,26.37916,2.0181736766212
"APP",449.57127,449.57127,1052.37334,1052.37334,0.427741288762824
"APPBP2",5.92738,5.92738,12.32062,12.32062,0.520049367071503
"APPL1",13.57966,13.57966,8.84478,8.84478,1.48095335802324
"APPL2",11.34251,11.34251,22.96539,22.96539,0.515013943023669
"APRT",243.46158,243.46158,63.34102,63.34102,3.79946696524239
"APTX",39.29632,39.29632,23.08952,23.08952,1.67277388673581
"AQP1",300.9582,300.9582,81.34092,81.34092,3.66717058784381
"AQP10",0.02091,0.02091,0,0,1.02091
"AQP11",5.68694,5.68694,1.83102,1.83102,2.36202499452494
"AQP12A",0.11499,0.11499,0,0,1.11499
"AQP12B",0.21953,0.21953,0.37241,0.37241,0.888604717249219
"AQP2",0.10454,0.10454,0,0,1.10454
"AQP3",13.03605,13.03605,3.35171,3.35171,3.22541024103169
"AQP4",2.47758,2.47758,58.46863,58.46863,0.0584775536278539
"AQP5",1.3381,1.3381,3.50688,3.50688,0.518784613746095
"AQP6",0.51224,0.51224,1.14827,1.14827,0.703933863061906
"AQP7",3.42889,3.42889,5.64824,5.64824,0.66617480716701
"AQP7P1",1.3172,1.3172,0.27931,0.27931,1.81128889792154
"AQP7P2",0.26135,0.26135,0,0,1.26135
"AQP7P3",2.34168,2.34168,2.0793,2.0793,1.08520767706946
"AQP7P4",0.03136,0.03136,0,0,1.03136
"AQP8",0.31362,0.31362,0.86896,0.86896,0.702861484461947
"AQP9",0.56451,0.56451,1.39654,1.39654,0.652820315955502
"AQR",7.96589,7.96589,9.89994,9.89994,0.822563243467395
"AR",1.80853,1.80853,0.83793,0.83793,1.5280941058691
"ARAF",28.15243,28.15243,35.84462,35.84462,0.791226236014919
"ARAP1",49.93843,49.93843,83.17194,83.17194,0.605171153237053
"ARAP2",2.18487,2.18487,10.14822,10.14822,0.285684172002347
"ARAP3",2.90619,2.90619,6.2379,6.2379,0.539685544149546
"ARC",6.2619,6.2619,3.63101,3.63101,1.56810285445292
"ARCN1",64.55302,64.55302,40.3446,40.3446,1.58552797705142
"AREG",0.03136,0.03136,0,0,1.03136
"AREGB",0,0,0,0,1
"ARF1",459.11571,459.11571,175.3128,175.3128,2.60965573684951
"ARF1P1",0,0,0,0,1
"ARF1P2",0,0,0,0,1
"ARF1P3",0,0,0,0,1
"ARF3",95.90436,95.90436,116.19244,116.19244,0.826882348383565
"ARF4",117.77398,117.77398,73.02372,73.02372,1.60453946383673
"ARF4P2",0,0,0.52758,0.52758,0.654630199400359
"ARF4P3",0,0,0,0,1
"ARF4P4",0,0,0,0,1
"ARF5",443.02711,443.02711,101.63735,101.63735,4.32617473073886
"ARF6",31.47678,31.47678,40.3446,40.3446,0.785514432356342
"ARFGAP1",79.76349,79.76349,70.75822,70.75822,1.12549461232455
"ARFGAP2",84.31095,84.31095,68.15134,68.15134,1.23368469793933
"ARFGAP3",15.75407,15.75407,15.88957,15.88957,0.991977297231368
"ARFGEF1",25.17306,25.17306,14.39992,14.39992,1.69955817952301
"ARFGEF2",7.8509,7.8509,8.75167,8.75167,0.907629154801178
"ARFIP1",11.13344,11.13344,21.07229,21.07229,0.549713690786049
"ARFIP2",57.67433,57.67433,20.04816,20.04816,2.78762276607551
"ARFRP1",77.15001,77.15001,42.08252,42.08252,1.81396097535613
"ARG1",0.07318,0.07318,1.86206,1.86206,0.37496768062165
"ARG2",39.27542,39.27542,6.29996,6.29996,5.51721105321125
"ARGFX",0,0,0,0,1
"ARGFXP1",0.05227,0.05227,0,0,1.05227
"ARGLU1",46.27955,46.27955,177.45417,177.45417,0.264939451961251
"ARHGAP1",28.19425,28.19425,36.186,36.186,0.78508712956489
"ARHGAP10",16.42312,16.42312,5.58618,5.58618,2.64540598647471
"ARHGAP11A",0.83631,0.83631,33.57912,33.57912,0.0531045902845417
"ARHGAP11B",0.76314,0.76314,28.30329,28.30329,0.0601686704803454
"ARHGAP12",23.5318,23.5318,30.53776,30.53776,0.777854863503305
"ARHGAP15",51.89331,51.89331,100.70633,100.70633,0.520059174291315
"ARHGAP17",47.15768,47.15768,39.13426,39.13426,1.1999144870243
"ARHGAP18",18.41983,18.41983,4.62411,4.62411,3.45296055731485
"ARHGAP19",19.61157,19.61157,17.84473,17.84473,1.0937577773733
"ARHGAP20",2.32077,2.32077,0.77586,0.77586,1.86995033392272
"ARHGAP21",6.95186,6.95186,131.64753,131.64753,0.0599472903867867
"ARHGAP22",44.38739,44.38739,121.28207,121.28207,0.371169624459252
"ARHGAP23",13.20331,13.20331,80.40989,80.40989,0.174466640355367
"ARHGAP24",12.367,12.367,42.70321,42.70321,0.305858539910455
"ARHGAP25",6.07373,6.07373,6.61031,6.61031,0.929493016710226
"ARHGAP26",4.86108,4.86108,23.39987,23.39987,0.2402094765259
"ARHGAP27",14.53096,14.53096,32.0274,32.0274,0.47024470591085
"ARHGAP28",0.64814,0.64814,0.86896,0.86896,0.881848728704734
"ARHGAP29",4.03522,4.03522,4.93445,4.93445,0.848472899763247
"ARHGAP30",8.44678,8.44678,5.12066,5.12066,1.54342505546787
"ARHGAP31",6.75324,6.75324,14.64819,14.64819,0.49547200027607
"ARHGAP32",2.39395,2.39395,3.10343,3.10343,0.827100742549526
"ARHGAP33",7.93453,7.93453,110.07869,110.07869,0.0804342399068624
"ARHGAP35",27.37884,27.37884,18.58955,18.58955,1.44867237889589
"ARHGAP36",0.78404,0.78404,1.70689,1.70689,0.65907369712105
"ARHGAP39",10.94527,10.94527,19.70678,19.70678,0.576877235378944
"ARHGAP4",75.22648,75.22648,62.50309,62.50309,1.2003585967234
"ARHGAP40",0.03136,0.03136,1.45861,1.45861,0.41948906089213
"ARHGAP42",1.69354,1.69354,4.22067,4.22067,0.515937609540538
"ARHGAP42P1",0,0,0,0,1
"ARHGAP42P2",0,0,0,0,1
"ARHGAP42P3",0,0,0,0,1
"ARHGAP42P4",0,0,0,0,1
"ARHGAP42P5",0,0,0,0,1
"ARHGAP44",17.46852,17.46852,8.5034,8.5034,1.9433592188059
"ARHGAP5",11.63522,11.63522,35.81359,35.81359,0.343221620059331
"ARHGAP6",2.95846,2.95846,4.09653,4.09653,0.776697086056591
"ARHGAP8",1.28583,1.28583,5.83445,5.83445,0.33445705214026
"ARHGAP9",27.32657,27.32657,23.3378,23.3378,1.163891970515
"ARHGDIA",1478.35302,1478.35302,403.13564,403.13564,3.66053590324278
"ARHGDIB",158.15751,158.15751,68.43065,68.43065,2.29232349113828
"ARHGDIG",336.01023,336.01023,232.01248,232.01248,1.4463183688702
"ARHGEF1",23.81405,23.81405,51.33074,51.33074,0.474177319105367
"ARHGEF10",25.37169,25.37169,33.11361,33.11361,0.77305480129485
"ARHGEF10L",38.62727,38.62727,18.34128,18.34128,2.0488442336805
"ARHGEF11",39.13952,39.13952,13.12751,13.12751,2.84123104496121
"ARHGEF12",9.0322,9.0322,12.16545,12.16545,0.762009654056641
"ARHGEF15",3.18845,3.18845,5.67928,5.67928,0.627081062629505
"ARHGEF16",13.91418,13.91418,5.77238,5.77238,2.20220660978858
"ARHGEF17",55.38492,55.38492,11.82407,11.82407,4.39680382281132
"ARHGEF18",6.05283,6.05283,11.88614,11.88614,0.547319057530028
"ARHGEF19",7.04595,7.04595,1.45861,1.45861,3.27256051183392
"ARHGEF2",15.86907,15.86907,149.27502,149.27502,0.112254651504954
"ARHGEF25",29.87733,29.87733,29.54466,29.54466,1.01089126544542
