"Hs_symbol","DRG","dHs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","FoldChange"
"AP1M1",97.6188,97.6188,57.825969,33.448154,37.884548,43.0528903333333,871,725,584,2.23864539315774
"AP1M2",0.49133,0.49133,0,0,0,0,0,0,0,1.49133
"AP1S1",194.79854,194.79854,55.964742,21.691524,6.503989,28.0534183333333,119,123,102,6.73925999872304
"AP1S2",109.73491,109.73491,20.710874,20.330206,15.323302,18.7881273333333,468,600,415,5.59602776627911
"AP1S3",0.67951,0.67951,0.505491,0.332214,0.519339,0.452348,19,11,19,1.15641017166685
"AP2A1",72.80117,72.80117,35.821548,29.129068,27.131848,30.6941546666667,1438,1040,927,2.32854199066612
"AP2A2",79.1258,79.1258,81.520647,43.690188,43.619465,56.2767666666667,845,662,542,1.39892323996408
"AP2B1",71.05536,71.05536,95.019603,42.554469,37.791779,58.4552836666667,2575,1985,1737,1.21192525804729
"AP2M1",702.5773,702.5773,404.950085,366.597377,292.131011,354.559491,4957,4206,3606,1.97878925414482
"AP2S1",479.32316,479.32316,229.357091,231.760256,175.809241,212.308862666667,833,747,591,2.25177310494872
"AP3B1",28.00608,28.00608,11.692746,16.261176,10.099859,12.6845936666667,467,387,286,2.11961573040008
"AP3B2",75.12194,75.12194,0.039212,0.367848,0.376281,0.261113666666667,3,4,3,60.3608873744132
"AP3D1",85.99403,85.99403,29.453795,22.744846,23.929439,25.3760266666667,1541,1108,991,3.29822346251798
"AP3M1",20.45834,20.45834,9.707842,7.856178,6.634624,8.06621466666667,687,644,466,2.36684667073844
"AP3M2",23.45862,23.45862,9.865429,2.114707,8.168215,6.716117,164,117,154,3.16980937432649
"AP3S1",86.68399,86.68399,19.334626,36.105772,21.223643,25.5546803333333,116,174,123,3.30201640160333
"AP3S2",33.45258,33.45258,44.572032,27.760803,19.239253,30.5240293333333,828,620,542,1.09289899573752
"AP4B1",15.5659,15.5659,9.726398,7.420467,9.993992,9.04695233333333,203,193,173,1.64884827262874
"AP4E1",2.33123,2.33123,2.576169,2.001504,1.831888,2.13652033333333,270,236,197,1.06207824148225
"AP4M1",22.41323,22.41323,18.104862,14.201434,12.706739,15.004345,234,169,161,1.46292959818099
"AP4S1",6.63825,6.63825,2.494038,2.185802,2.203519,2.294453,84,80,55,2.31851843082903
"AP5B1",1.74581,1.74581,1.566295,1.627073,1.317282,1.50355,250,239,195,1.09676659144016
"AP5M1",13.75737,13.75737,21.105316,17.712227,11.499942,16.772495,524,474,299,0.830348805837335
"AP5S1",13.62147,13.62147,4.18929,4.240729,2.003161,3.47772666666667,175,150,88,3.26537796709342
"AP5Z1",43.45699,43.45699,8.179816,6.442399,5.537248,6.719821,238,197,146,5.75881098797498
"APAF1",2.27896,2.27896,2.967635,1.948083,1.750448,2.22205533333333,131,103,66,1.01766098368267
"APBA1",14.44733,14.44733,0.088762,0.068349,0.007085,0.054732,13,9,1,14.645739391618
"APBA2",27.69246,27.69246,0.533957,0.516353,0.565298,0.538536,38,29,34,18.6491963788953
"APBA3",12.98378,12.98378,9.238476,6.348212,4.109461,6.565383,136,115,109,1.84839022690589
"APBB1",182.42108,182.42108,35.377631,25.854805,21.619555,27.6173303333333,1000,741,672,6.40944063836563
"APBB1IP",17.30125,17.30125,0,0,0,0,0,0,0,18.30125
"APBB2",24.05449,24.05449,2.691419,0.438198,0.734217,1.28794466666667,71,34,42,10.9506538182596
"APBB3",75.28921,75.28921,9.519,8.05588,5.500012,7.69163066666667,226,175,160,8.77731842571007
"APC",12.72243,12.72243,1.646314,0.564675,0.573056,0.928015,272,125,124,7.11738757219212
"APC2",32.68944,32.68944,0.393636,0.433343,0.06082,0.295933,26,27,6,25.9962822152071
"APCDD1",12.67016,12.67016,4.07354,1.673945,2.964738,2.90407433333333,102,83,89,3.50151119902686
"APCDD1L",0.01045,0.01045,0.068662,0.114253,0.062069,0.0816613333333333,6,9,5,0.934164852584789
"APCS",0.02091,0.02091,0,0,0,0,0,0,0,1.02091
"APEH",137.41691,137.41691,63.677693,51.944624,45.34096,53.6544256666667,1191,912,814,2.53258374434661
"APEX1",158.5234,158.5234,90.824604,73.286298,69.853759,77.9882203333333,1035,875,767,2.01958468397952
"APEX2",9.40854,9.40854,3.013382,2.725671,3.015684,2.91824566666667,157,145,134,2.65642863808863
"APH1A",72.32029,72.32029,21.437622,15.53981,16.675809,17.8844136666667,705,585,538,3.88258228686334
"APH1B",9.64898,9.64898,1.431199,1.765769,1.173857,1.45694166666667,63,42,54,4.3342420963732
"API5",35.08339,35.08339,18.616222,14.514637,14.887627,16.006162,582,521,470,2.12178326891159
"APIP",36.33786,36.33786,5.992523,6.490849,6.847675,6.44368233333333,117,122,126,5.01604694128314
"APLF",0.7945,0.7945,0.803982,0.557439,0.727171,0.696197333333333,24,26,33,1.05795473482645
"APLN",0.6586,0.6586,1.926722,0.950634,1.327471,1.401609,131,61,85,0.690620329953793
"APLNR",0.56451,0.56451,0.313457,0.184917,0.386352,0.294908666666667,25,14,29,1.20820104172083
"APLP1",164.67031,164.67031,46.369754,45.66327,38.559164,43.5307293333333,323,295,260,3.72035923238266
"APLP2",309.00773,309.00773,165.145318,93.693283,69.521531,109.453377333333,6556,4923,4198,2.80668402799888
"APMAP",147.3586,147.3586,9.512968,9.611259,8.111028,9.07841833333333,433,412,347,14.7204248814836
"APOA1",1.0663,1.0663,19.807304,21.269468,16.3713,19.1493573333333,323,316,246,0.102549176423691
"APOA2",0.10454,0.10454,4.960471,4.242126,0,3.06753233333333,3,5,0,0.27155039210096
"APOA4",0.01045,0.01045,0,0,0.035963,0.0119876666666667,0,0,1,0.998480548017219
"APOA5",0.03136,0.03136,0,0,0,0,0,0,0,1.03136
"APOB",0.16726,0.16726,0.008783,0,0.010141,0.006308,2,0,3,1.15994307905731
"APOBEC1",0,0,0,0,0,0,0,0,0,1
"APOBEC2",1.9967,1.9967,112.765282,104.712997,93.119096,103.532458333333,2366,2094,1835,0.0286676506778796
"APOBEC3A",0.19862,0.19862,0.060604,0,0,0.0202013333333333,2,0,0,1.17488574150723
"APOBEC3AP1",0,0,0,0,0,0,0,0,0,1
"APOBEC3B",0.55406,0.55406,3.292212,2.824138,2.684902,2.93375066666667,102,83,77,0.395058083667733
"APOBEC3C",8.70812,8.70812,12.84386,12.45856,11.483371,12.2619303333333,712,662,605,0.732029180970663
"APOBEC3D",0.61678,0.61678,0.053335,0.133656,0.249692,0.145561,2,5,10,1.41134343784399
"APOBEC3F",4.63109,4.63109,6.264133,5.839116,4.087803,5.39701733333333,86,81,55,0.880268054091042
"APOBEC3G",11.17525,11.17525,1.755908,3.07264,1.611994,2.14684733333333,51,59,32,3.86903103656548
"APOBEC3H",0.73178,0.73178,0.538909,0.205492,0.51155,0.418650333333333,2,1,1,1.22072364085019
"APOBEC4",0,0,0.019527,0.037572,0.019133,0.0254106666666667,1,2,1,0.97521903419508
"APOBR",4.93426,4.93426,0,0,0,0,0,0,0,5.93426
"APOC1",482.3548,482.3548,6.347991,0.334572,5.241534,3.974699,5,2,4,97.1626223013694
"APOC1P1",2.47758,2.47758,0.3341,0.120194,0.36601,0.273434666666667,3,1,3,2.73086644413638
"APOC2",2.94801,2.94801,0.122203,0.072588,0.088024,0.0942716666666667,2,1,1,3.60788835191749
"APOC3",0.07318,0.07318,0,0,0,0,0,0,0,1.07318
"APOC4",145.89505,145.89505,0,0,0.446354,0.148784666666667,0,0,1,127.869960543809
"APOD",7484.44962,7484.44962,0,0,0,0,0,0,0,7485.44962
"APOE",4797.64317,4797.64317,132.106717,118.509612,118.662204,123.092844333333,2640,2138,2235,38.6697814509761
"APOF",0.01045,0.01045,0.146312,0.029895,0.03039,0.0688656666666667,5,1,1,0.945347981052811
"APOH",0.30316,0.30316,0.096152,0.048587,0,0.0482463333333333,1,1,0,1.2431810716247
"APOL1",18.28392,18.28392,0.581492,0.240299,0.483601,0.435130666666667,23,14,21,13.4370482409035
"APOL2",110.26806,110.26806,18.620399,11.460949,12.193868,14.0917386666667,701,515,493,7.3727794031949
"APOL3",32.23992,32.23992,0.916652,0.577373,1.277223,0.923749333333333,18,14,14,17.2787168390615
"APOL4",7.74636,7.74636,0.243683,0.306162,0.301008,0.283617666666667,10,6,12,6.81383579170641
"APOL5",0.01045,0.01045,0.071541,0,0,0.023847,2,0,0,0.986915037110037
"APOL6",0.82586,0.82586,0.19622,0.09761,0.162521,0.152117,37,19,31,1.58478696174086
"APOLD1",6.31417,6.31417,0.584159,0.902374,0.385983,0.624172,54,44,35,4.50332230822844
"APOM",5.26878,5.26878,1.97502,1.570779,1.233079,1.59295933333333,22,17,13,2.41761601094657
"APOO",91.43007,91.43007,175.742037,249.586349,165.200992,196.843126,425,447,342,0.467188685645818
"APOOL",2.06988,2.06988,2.383436,2.042481,1.799587,2.075168,272,248,215,0.998280419151084
"APP",449.57127,449.57127,125.39149,84.09417,79.449017,96.311559,4613,3288,3105,4.63019269889613
"APPBP2",5.92738,5.92738,2.77091,1.875682,1.37669,2.00776066666667,240,232,166,2.30316862534054
"APPL1",13.57966,13.57966,6.510165,3.097927,2.4923,4.033464,372,277,265,2.8965459969516
"APPL2",11.34251,11.34251,13.881798,8.026207,9.790179,10.5660613333333,186,145,134,1.06713164008814
"APRT",243.46158,243.46158,46.00386,44.319686,37.860009,42.7278516666667,417,384,350,5.59052344632679
"APTX",39.29632,39.29632,16.324858,13.552838,12.240208,14.0393013333333,341,275,273,2.67940106437569
"AQP1",300.9582,300.9582,64.626809,49.898246,43.327321,52.6174586666667,2253,2008,1761,5.63171413768858
"AQP10",0.02091,0.02091,1.407707,0.945693,0.773989,1.042463,46,40,34,0.499842592007787
"AQP11",5.68694,5.68694,0.370394,0.391541,0.123795,0.295243333333333,11,13,4,5.16269015088542
"AQP12A",0.11499,0.11499,0,0,0,0,0,0,0,1.11499
"AQP12B",0.21953,0.21953,0.014857,0,0,0.00495233333333333,1,0,0,1.21352024324868
"AQP2",0.10454,0.10454,0,0,0,0,0,0,0,1.10454
"AQP3",13.03605,13.03605,0.451617,0.423463,0.284927,0.386669,7,9,4,10.12213440987
"AQP4",2.47758,2.47758,0,0,0,0,0,0,0,3.47758
"AQP5",1.3381,1.3381,0,0,0,0,0,0,0,2.3381
"AQP6",0.51224,0.51224,0,0.00903,0.0228,0.01061,0,1,1,1.49636358239083
"AQP7",3.42889,3.42889,0.89911,0.819333,0.417684,0.712042333333333,31,32,12,2.58690449048476
"AQP8",0.31362,0.31362,0,0.084451,0.084979,0.0564766666666667,0,2,2,1.24339707770798
"AQP9",0.56451,0.56451,0,0,0,0,0,0,0,1.56451
"AQR",7.96589,7.96589,5.938396,5.545885,5.211181,5.565154,344,268,209,1.36567855072402
"AR",1.80853,1.80853,0.106458,0.068887,0.067865,0.08107,19,13,12,2.59791687864801
"ARAF",28.15243,28.15243,24.939206,24.429229,15.070964,21.4797996666667,509,497,383,1.29682783798236
"ARAP1",49.93843,49.93843,46.596553,36.021213,30.29648,37.638082,722,495,403,1.31834778962372
"ARAP2",2.18487,2.18487,0.67504,0.336668,0.483871,0.498526333333333,74,33,41,2.12533468992537
"ARAP3",2.90619,2.90619,1.56694,1.454545,1.579981,1.533822,137,110,88,1.54161973493008
"ARC",6.2619,6.2619,0.088674,0.050021,0.016124,0.0516063333333333,6,3,1,6.90553087197712
"ARCN1",64.55302,64.55302,28.583028,30.340493,23.848324,27.590615,1630,1458,1112,2.29281601672437
"AREG",0.03136,0.03136,0.468857,0.463937,0.331778,0.421524,10,10,7,0.725531190468821
"ARF1",459.11571,459.11571,128.997526,104.332288,94.135358,109.155057333333,3698,3367,2993,4.1769821662175
"ARF3",95.90436,95.90436,32.011796,28.071471,29.613113,29.8987933333333,1077,999,882,3.13618590067918
"ARF4",117.77398,117.77398,109.687665,101.694519,75.699328,95.6938373333333,1246,1360,1086,1.22835108498745
"ARF5",443.02711,443.02711,55.827541,55.196997,46.307945,52.444161,783,737,639,8.30824362646464
"ARF6",31.47678,31.47678,5.275428,4.42951,4.298716,4.66788466666667,333,299,288,5.72996486519898
"ARFGAP1",79.76349,79.76349,16.813843,13.360132,11.635217,13.9363973333333,689,545,420,5.40715998628139
"ARFGAP2",84.31095,84.31095,172.966852,92.023442,146.899352,137.296548666667,1069,883,772,0.616869696478277
"ARFGAP3",15.75407,15.75407,7.527026,5.437507,4.192589,5.71904066666667,285,262,177,2.49352114850523
"ARFGEF1",25.17306,25.17306,8.5799,8.264408,7.025518,7.95660866666667,408,335,251,2.92220649288909
"ARFGEF2",7.8509,7.8509,31.436984,3.499449,1.972292,12.3029083333333,827,460,358,0.665335712929942
"ARFIP1",11.13344,11.13344,6.8806,3.242593,2.63408,4.25242433333333,136,120,113,2.31006469203142
"ARFIP2",57.67433,57.67433,12.110559,9.838102,7.766952,9.90520433333333,355,283,222,5.38039712109322
"ARFRP1",77.15001,77.15001,33.420932,42.502184,32.552191,36.1584356666667,432,369,347,2.10315662104434
"ARG1",0.07318,0.07318,0.123346,0,0.10768,0.0770086666666667,1,0,2,0.996445092054351
"ARG2",39.27542,39.27542,48.696798,36.014316,31.958777,38.8899636666667,1049,825,959,1.00966299033397
"ARGFX",0,0,0.229871,0.080054,0.052449,0.120791333333333,22,8,5,0.892226742176807
"ARGLU1",46.27955,46.27955,55.129124,33.521097,37.787146,42.145789,1184,1003,923,1.0958091414205
"ARHGAP1",28.19425,28.19425,40.623884,36.321521,31.440658,36.1286876666667,2866,2488,2170,0.786299000441375
"ARHGAP10",16.42312,16.42312,10.919173,10.282073,10.449028,10.5500913333333,635,466,419,1.50848330954035
"ARHGAP11A",0.83631,0.83631,8.132981,5.977958,5.525746,6.54556166666667,307,314,211,0.243362930570444
"ARHGAP11B",0.76314,0.76314,0.145866,0,0,0.048622,6,0,0,1.68138757340586
"ARHGAP12",23.5318,23.5318,6.315,3.911317,3.756037,4.66078466666667,178,160,125,4.33363949426564
"ARHGAP15",51.89331,51.89331,0.021593,0,0,0.00719766666666667,1,0,0,52.5153222157981
"ARHGAP17",47.15768,47.15768,33.533142,25.719847,21.256774,26.8365876666667,978,690,633,1.73001377096472
"ARHGAP18",18.41983,18.41983,1.865491,0.635971,0.643,1.048154,52,31,17,9.48162589336544
"ARHGAP19",19.61157,19.61157,2.349759,1.318346,0.916199,1.52810133333333,141,112,84,8.15298411034157
"ARHGAP20",2.32077,2.32077,0.049296,0.040932,0.00828,0.032836,6,5,1,3.21519582973483
"ARHGAP21",6.95186,6.95186,24.85594,8.558311,10.045904,14.4867183333333,834,480,370,0.513463203039249
"ARHGAP22",44.38739,44.38739,0.865581,1.576052,0.67891,1.040181,16,28,10,22.246746734726
"ARHGAP23",13.20331,13.20331,27.010564,19.381153,14.427604,20.273107,1102,781,735,0.667665047705537
"ARHGAP24",12.367,12.367,5.819374,4.813198,3.518369,4.71698033333333,290,226,177,2.33812243887959
"ARHGAP25",6.07373,6.07373,0.836545,0.466984,0.318971,0.540833333333333,25,16,11,4.59084694429421
"ARHGAP26",4.86108,4.86108,4.320729,3.152461,2.397244,3.29014466666667,523,360,256,1.36617304435888
"ARHGAP27",14.53096,14.53096,14.435459,4.164026,3.121233,7.24023933333333,251,206,176,1.88477049897984
"ARHGAP28",0.64814,0.64814,1.63572,0.267258,0.080661,0.661213,34,18,8,0.992130449256056
"ARHGAP29",4.03522,4.03522,1.297954,0.754768,0.375037,0.809253,138,109,63,2.78303808256778
"ARHGAP30",8.44678,8.44678,0.103722,0.130513,0.183745,0.139326666666667,9,7,15,8.29154646896705
"ARHGAP31",6.75324,6.75324,3.510671,1.942916,2.127402,2.52699633333333,540,392,357,2.1982557585118
"ARHGAP32",2.39395,2.39395,1.263591,0.730049,0.428837,0.807492333333333,191,149,89,1.87771197554181
"ARHGAP33",7.93453,7.93453,15.428639,18.044921,28.876742,20.783434,224,156,134,0.410152503962415
"ARHGAP35",27.37884,27.37884,8.20203,5.896017,3.405649,5.83456533333333,1046,670,514,4.1522523548925
"ARHGAP36",0.78404,0.78404,0,0,0,0,0,0,0,1.78404
"ARHGAP39",10.94527,10.94527,1.447719,1.02085,0.504691,0.991086666666667,87,59,51,5.99937220211409
"ARHGAP4",75.22648,75.22648,3.57204,3.865327,4.690728,4.04269833333333,92,84,76,15.1162086171458
"ARHGAP40",0.03136,0.03136,0.026582,0.056001,0.028401,0.0369946666666667,1,2,1,0.994566349425134
"ARHGAP42",1.69354,1.69354,7.802116,5.959035,3.959445,5.90686533333333,453,415,272,0.389980095167147
"ARHGAP44",17.46852,17.46852,3.553347,1.977513,2.193818,2.57489266666667,255,173,192,5.16617468608382
"ARHGAP5",11.63522,11.63522,21.677613,14.881773,7.314306,14.624564,695,504,362,0.808676645313111
"ARHGAP6",2.95846,2.95846,1.711109,1.269867,0.620582,1.20051933333333,140,83,52,1.79887535639314
"ARHGAP8",1.28583,1.28583,1.513111,1.060999,2.607773,1.72729433333333,12,7,12,0.838131026806421
"ARHGAP9",27.32657,27.32657,0.048243,0.017181,0.017218,0.0275473333333333,3,1,1,27.5671680331352
"ARHGDIA",1478.35302,1478.35302,383.609496,411.112328,294.214347,362.978723666667,1308,1195,1040,4.06439421814885
"ARHGDIB",158.15751,158.15751,7.150782,5.823247,3.179042,5.384357,80,71,42,24.929293584303
"ARHGDIG",336.01023,336.01023,0.841819,0.790903,0.249008,0.627243333333333,13,13,5,207.104999662005
"ARHGEF1",23.81405,23.81405,19.152081,24.109051,12.639203,18.633445,358,310,233,1.2638663260574
"ARHGEF10",25.37169,25.37169,10.59223,6.165949,5.243051,7.33374333333333,528,350,271,3.16444710920223
"ARHGEF10L",38.62727,38.62727,15.299234,10.789316,11.202753,12.4304343333333,857,607,514,2.95055759303689
"ARHGEF11",39.13952,39.13952,11.325508,6.647888,5.167446,7.713614,745,553,420,4.6065295065859
"ARHGEF12",9.0322,9.0322,11.471484,5.919132,4.923703,7.43810633333333,1807,1033,865,1.18891604391965
"ARHGEF15",3.18845,3.18845,0.644415,0.284891,2.379436,1.102914,10,8,6,1.99173622887099
"ARHGEF16",13.91418,13.91418,1.438795,1.130645,0.723421,1.09762033333333,82,48,37,7.11004740133303
"ARHGEF17",55.38492,55.38492,17.73546,12.038814,11.597008,13.7904273333333,1065,760,590,3.81225766701985
"ARHGEF18",6.05283,6.05283,2.332669,1.705597,1.291836,1.77670066666667,172,151,114,2.5400037118393
"ARHGEF19",7.04595,7.04595,0.395035,0.269574,0.148051,0.270886666666667,20,11,6,6.33097365094186
"ARHGEF2",15.86907,15.86907,40.329504,24.585269,20.082295,28.332356,1035,706,639,0.575101093140967
"ARHGEF25",29.87733,29.87733,1.520735,0.656131,1.422748,1.19987133333333,49,28,34,14.0359708916309
"ARHGEF26",24.94308,24.94308,0.388099,0.339432,0.255225,0.327585333333333,25,23,17,19.5415536377323
"ARHGEF28",9.38763,9.38763,0.414488,1.5429,0.120332,0.692573333333333,19,16,11,6.13718164845639
"ARHGEF3",6.60688,6.60688,8.107861,5.832022,4.371692,6.10385833333333,482,378,284,1.07080964217802
"ARHGEF33",3.30344,3.30344,0.31913,0.023414,0.011709,0.118084333333333,3,2,1,3.8489404347257
"ARHGEF35",0.36589,0.36589,0.215863,0.261686,0.388277,0.288608666666667,10,13,19,1.05997269406331
"ARHGEF37",15.82725,15.82725,1.907537,1.304464,1.262927,1.49164266666667,189,138,104,6.75347642144513
"ARHGEF38",0.20908,0.20908,0.46091,0,0.426061,0.295657,2,0,2,0.933179074400092
"ARHGEF39",8.62449,8.62449,1.98267,1.500323,0.687268,1.390087,66,52,38,4.0268366800037
"ARHGEF4",60.17282,60.17282,2.287564,2.357007,0.895995,1.84685533333333,66,58,53,21.4878568937937
"ARHGEF40",52.11284,52.11284,5.535191,4.788572,4.566943,4.96356866666667,280,203,175,8.90621756346563
"ARHGEF5",0.95131,0.95131,0.308726,0.223189,0.131406,0.221107,16,12,9,1.59798445181299
"ARHGEF6",19.8102,19.8102,3.5125,2.331363,2.861663,2.901842,356,234,283,5.33342969807593
"ARHGEF7",18.11666,18.11666,7.809685,6.022005,4.462326,6.09800533333333,679,516,452,2.69324396112034
"ARHGEF9",15.9527,15.9527,55.547352,39.068343,24.038552,39.5514156666667,1735,1288,1066,0.418054455591674
"ARID1A",7.8509,7.8509,17.08426,12.191987,9.695236,12.9904943333333,1689,1198,948,0.632636688105588
"ARID1B",5.38377,5.38377,14.522768,8.668029,7.874172,10.3549896666667,623,422,335,0.562199542879373
"ARID2",2.50894,2.50894,2.853226,3.14332,2.24012,2.74555533333333,273,224,164,0.93682770316391
"ARID3A",4.66245,4.66245,10.037855,5.447497,4.877806,6.78771933333333,599,418,439,0.727099906613652
"ARID3B",1.50537,1.50537,1.349293,2.205523,2.16239,1.90573533333333,91,89,77,0.862215485099239
"ARID3C",0.21953,0.21953,0,0.038251,0,0.0127503333333333,0,1,0,1.20417635014355
"ARID4A",3.41844,3.41844,2.514387,2.562077,1.505055,2.19383966666667,137,90,68,1.38342573865376
"ARID4B",4.58928,4.58928,6.994003,4.314967,4.637519,5.31549633333333,268,215,170,0.885010410108174
"ARID5A",18.44073,18.44073,5.682457,4.689754,3.627917,4.66670933333333,271,200,153,3.43069122773664
"ARID5B",3.87841,3.87841,0.520482,0.473623,0.506183,0.500096,72,74,72,3.25206520116046
"ARIH1",15.53454,15.53454,68.663438,37.299621,44.134524,50.0325276666667,971,843,718,0.324000020300778
"ARIH2",20.89741,20.89741,52.94514,43.10661,35.182656,43.744802,1382,1177,1039,0.489384442912497
"ARL1",39.74584,39.74584,30.566416,24.183252,22.355172,25.7016133333333,602,609,423,1.52596921734068
"ARL10",2.11169,2.11169,2.505681,1.791366,4.334956,2.87733433333333,179,102,79,0.802533321217335
"ARL11",1.40083,1.40083,0.194238,0.164553,0.250099,0.202963333333333,14,12,18,1.99576324022068
"ARL13A",0,0,0,0.051039,0.190494,0.080511,0,1,3,0.92548803297699
"ARL13B",2.12215,2.12215,1.605562,0.740954,0.527571,0.958029,55,36,26,1.59453715956199
"ARL14",0,0,0.049263,0,0,0.016421,1,0,0,0.983844292866834
"ARL14EP",17.65669,17.65669,9.190757,4.455656,5.993461,6.54662466666667,171,187,147,2.47218999540369
"ARL15",8.42587,8.42587,2.608294,3.15126,1.624428,2.46132733333333,67,101,59,2.72319520584685
"ARL16",63.6958,63.6958,8.643342,9.537114,6.961097,8.38051766666667,131,132,97,6.896826198611
"ARL17A",1.89216,1.89216,6.996721,5.981618,5.576853,6.185064,335,276,190,0.4025239023619
"ARL2",281.85887,281.85887,159.391591,156.097263,131.482969,148.990607666667,559,522,432,1.88584388316244
"ARL2BP",39.2336,39.2336,34.217459,20.273845,15.177699,23.223001,649,629,555,1.66096678111849
"ARL2BPP10",0.11499,0.11499,0,0,0,0,0,0,0,1.11499
"ARL2BPP5",0,0,0,0,0,0,0,0,0,1
"ARL2BPP6",0,0,0,0,0,0,0,0,0,1
"ARL3",142.4348,142.4348,3.235115,3.029936,2.503172,2.922741,262,238,194,36.5649427275469
"ARL4A",10.21349,10.21349,2.354569,2.616526,2.472506,2.48120033333333,49,64,61,3.22115618932588
"ARL4C",19.21432,19.21432,0.214737,0.334698,0.174755,0.241396666666667,17,26,13,16.2835301099031
"ARL4D",17.76123,17.76123,2.220978,2.120565,2.037794,2.12644566666667,70,64,61,6.00081754179427
"ARL5A",15.16865,15.16865,21.221679,15.171594,10.442864,15.6120456666667,410,438,316,0.973308785951849
"ARL5AP3",0,0,1.588618,1.646434,0,1.07835066666667,5,5,0,0.48115075864644
"ARL5B",1.76671,1.76671,2.260434,1.723844,1.450571,1.81161633333333,213,193,162,0.98402828550932
"ARL5C",0.1359,0.1359,0.154241,0.108051,0,0.0874306666666667,1,1,0,1.04457234361608
"ARL6",15.55545,15.55545,1.115904,1.328888,0.76444,1.069744,22,25,28,7.99879115484814
"ARL6IP1",305.48475,305.48475,19.351628,15.387179,14.537492,16.425433,477,518,379,17.5883577756719
"ARL6IP4",420.03892,420.03892,99.933998,81.056194,79.798995,86.929729,1082,885,862,4.78835684800075
"ARL6IP5",264.29627,264.29627,103.029168,76.273448,70.519099,83.273905,2149,1984,1746,3.14802393457382
"ARL6IP6",5.02834,5.02834,2.01461,3.871191,0.951103,2.278968,28,38,16,1.8384869873692
"ARL8A",149.24031,149.24031,38.032158,34.04496,25.343045,32.4733876666667,456,356,356,4.48835091016532
"ARL8B",108.06228,108.06228,35.852755,27.943416,13.658376,25.8181823333333,506,570,373,4.0667290066278
"ARL9",6.60688,6.60688,0.456527,0.214834,0.207904,0.293088333333333,11,5,5,5.88272262915784
"ARMC1",11.56205,11.56205,7.205762,4.789116,4.487994,5.49429066666667,201,197,158,1.93432210610427
"ARMC10",21.02285,21.02285,7.568964,7.294079,6.15376,7.005601,190,176,149,2.75093025495525
"ARMC12",1.11857,1.11857,0.080091,0.191361,0.15719,0.142880666666667,2,2,3,1.85371059445693
"ARMC2",1.73535,1.73535,3.063441,1.815502,1.792727,2.22389,51,23,27,0.848462571613796
"ARMC3",0.02091,0.02091,0,0,0,0,0,0,0,1.02091
"ARMC4",0.42861,0.42861,0.240487,0.18045,0.252628,0.224521666666667,1,1,2,1.1666678008964
"ARMC5",19.44431,19.44431,2.731069,1.852439,1.934904,2.172804,144,86,83,6.44360950124874
"ARMC6",52.9387,52.9387,13.462765,9.42567,8.227283,10.371906,289,192,149,4.7431538741175
"ARMC7",17.10263,17.10263,2.34651,2.663844,2.732027,2.58079366666667,106,101,96,5.05547978609212
"ARMC8",19.8102,19.8102,95.318708,82.808012,51.804001,76.6435736666667,487,403,294,0.26802218158248
"ARMC9",11.65613,11.65613,3.441539,7.201543,5.759847,5.467643,120,102,102,1.95683806295431
"ARMCX1",42.87157,42.87157,6.215697,6.203322,4.24019,5.55306966666667,236,243,163,6.69481208526752
"ARMCX2",37.93731,37.93731,103.900685,37.514398,32.251417,57.8888333333333,509,404,316,0.661200227547384
"ARMCX3",48.75713,48.75713,30.931753,18.870963,18.139375,22.6473636666667,1105,1034,946,2.10413011367257
"ARMCX4",5.26878,5.26878,2.374977,4.478619,4.081645,3.64508033333333,190,129,121,1.34955254810448
"ARMCX5",10.52711,10.52711,1.884545,1.665906,1.377663,1.64270466666667,94,86,53,4.36186084105249
"ARMCX6",65.01299,65.01299,28.038198,18.012634,20.180178,22.0770033333333,358,231,247,2.86055295163251
"ARMS2",0.11499,0.11499,0,0,0.237672,0.079224,0,0,3,1.03314047871434
"ARNT",7.93453,7.93453,5.542768,3.793746,2.701318,4.01261066666667,415,290,246,1.78241052300624
"ARNT2",9.36672,9.36672,1.047731,0.586005,0.77047,0.801402,143,82,76,5.75480653402184
"ARNTL",8.99038,8.99038,4.487106,2.516762,2.919274,3.307714,52,45,29,2.31918367839648
"ARNTL2",2.46713,2.46713,1.1822,0.738919,0.58235,0.834489666666667,96,82,68,1.88996976270785
"ARPC1A",247.42362,247.42362,93.363959,94.040708,89.821737,92.4088013333333,2086,1761,1698,2.65953118393512
"ARPC1B",340.97585,340.97585,81.400312,70.939159,62.716976,71.6854823333333,1074,884,746,4.70487144092557
"ARPC2",396.19351,396.19351,239.948224,252.262029,225.559043,239.256432,1810,1776,1454,1.65320656222848
"ARPC3",370.49775,370.49775,128.202725,125.331543,115.885149,123.139805666667,738,809,657,2.99257557239557
"ARPC4",197.08795,197.08795,48.578897,40.880703,32.917844,40.7924813333333,892,794,690,4.73979873126142
"ARPC5",151.01748,151.01748,16.696487,14.011802,12.09812,14.268803,344,350,261,9.95608365632853
